,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6,mgv600_cluster7
1965-01-01,-0.08830466,-0.47139984,-0.1480575,-0.23989436,0.2282676,-0.46757331,0.3735288
1965-02-01,-0.101550296,-0.30185488,-0.32790476,-0.2501966,0.15011796,-0.2242939,0.15526906
1965-03-01,-0.34836197,-0.5907583,-0.103463665,0.119652845,0.24946074,-0.0755005,0.010890913
1965-04-01,-0.27227268,0.03649931,0.045624066,-0.35130548,0.07667792,-0.012215471,0.11302996
1965-05-01,0.05695653,-0.081828974,-0.08550837,-0.017513776,-0.2166408,-0.15335579,0.018691158
1965-06-01,-0.05533762,-0.21266711,-0.013834429,0.12244918,-0.19088529,-0.09110103,0.28654867
1965-07-01,-0.12701158,-0.02752161,-0.016777897,-0.06725874,0.08388945,-0.10508256,0.24121895
1965-08-01,0.03841255,-0.2089878,-0.061224602,-0.12347937,-0.21884842,-0.010890913,-0.02384224
1965-09-01,-0.054454565,-0.16115604,-0.063285016,-0.025166845,0.06328503,-0.14011009,0.055631924
1965-10-01,-0.026932955,0.04680147,-0.0017661095,-0.40870348,-0.15276714,0.035910584,0.084478095
1965-11-01,-0.8000404,0.096693635,-0.05121672,-0.33438033,0.24224916,0.06681719,0.06254916
1965-12-01,0.19117956,-0.19162115,-0.24239635,-0.08565555,0.13039665,-0.28183913,-0.15644646
1966-01-01,-0.094901465,0.21844697,-0.102424145,-0.041664053,0.090561464,-0.08463013,0.33504844
1966-02-01,-0.30423442,-0.087668136,-0.0010127068,-0.1442329,0.41967854,-0.17707224,0.19327493
1966-03-01,-0.35660377,-0.1008328,-0.15985689,-0.6028269,-0.06133876,-0.11660149,0.006654692
1966-04-01,0.17562556,0.20238896,-0.13005552,-0.07059741,-0.3592078,-0.08622146,-0.14249682
1966-05-01,0.07551603,-0.041808724,-0.09938612,0.3283938,-0.09678211,-0.13888018,0.02054267
1966-06-01,0.20672894,0.035154056,-0.024304057,-0.18835625,-0.32984048,-0.1921176,-0.13743357
1966-07-01,-0.09215279,-0.07218876,-0.08665542,0.06394277,-0.023436021,-0.09533548,0.06611276
1966-08-01,-0.006076002,0.0057866573,-0.07030811,0.022857357,0.16911554,-0.06929541,0.2511417
1966-09-01,0.19833827,-0.12369015,0.11949482,-0.06148343,0.2634384,0.22423363,-0.111104175
1966-10-01,-0.17634892,0.07161007,-0.022712708,0.059168767,0.015913343,-0.028354693,-0.12470283
1966-11-01,0.11891623,-0.18300357,-0.12586017,0.21135831,-0.10546217,-0.06669144,0.07985611
1966-12-01,-0.3645605,0.23378162,-0.052658748,-0.26676568,-0.03356271,-0.34430712,-0.007233334
1967-01-01,0.00083264115,0.13238986,-0.14188191,0.031307288,0.12855972,-0.5037475,-0.28809363
1967-02-01,0.0787678,0.20449653,-0.042464674,-0.104413114,0.0776021,-0.2915907,-0.4694427
