,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7
1965-01-01,0.2519226,1.1690063,-8.455963,-5.9851074,1.4689026,-4.5994873,-7.5283813
1965-02-01,0.505188,0.9013672,-7.9971313,-6.3191223,1.7246399,-3.604248,-6.8200684
1965-03-01,-0.17791748,0.83447266,-8.796967,-6.784668,1.6852112,-3.9355774,-7.254181
1965-04-01,-0.7922058,0.90423584,-10.511993,-7.925873,1.7774353,-5.087799,-8.200317
1965-05-01,-1.6316528,1.0986633,-11.764557,-9.207886,1.2917786,-5.6552734,-8.978363
1965-06-01,-2.0756836,0.9530029,-12.531433,-10.546051,1.7458801,-6.3138733,-9.263245
1965-07-01,-2.287384,0.08917236,-12.595428,-10.688904,1.7681885,-6.8179626,-9.647064
1965-08-01,-3.274231,-0.023986816,-12.335388,-10.831512,1.5033264,-7.291382,-9.86203
1965-09-01,-3.2565002,0.3215332,-13.427368,-10.518402,1.8119507,-7.414856,-9.962555
1965-10-01,-3.0965576,0.58428955,-13.444031,-11.04953,1.5048828,-7.662079,-10.19928
1965-11-01,-2.4055786,1.4918213,-13.133759,-10.057648,1.3057251,-7.773407,-9.558685
1965-12-01,-1.2254028,1.8696594,-10.939209,-7.7009583,1.4280701,-6.1032715,-8.280731
1966-01-01,-0.5217285,1.0440979,-8.781067,-5.8097534,1.3976135,-5.6730957,-7.3771057
1966-02-01,0.21182251,0.98742676,-8.484222,-5.3565674,2.1084595,-4.8790283,-7.107483
1966-03-01,-0.54119873,1.3877258,-9.135864,-6.0546265,2.1159363,-5.2079163,-6.903351
1966-04-01,-0.7503052,1.8775635,-10.370728,-7.1225586,1.759552,-5.7942505,-8.027771
1966-05-01,-1.8421936,1.588501,-11.11615,-8.700592,1.4362183,-6.102478,-9.486298
1966-06-01,-2.7066956,0.89749146,-12.338715,-9.59082,1.4259644,-6.5065613,-9.851532
1966-07-01,-3.2731323,0.15353394,-13.029205,-10.838562,2.2786255,-6.849579,-9.364014
1966-08-01,-3.4029846,0.5491638,-13.142395,-10.367798,2.1956787,-7.265381,-9.761627
1966-09-01,-3.12854,0.8513489,-13.248688,-10.457428,1.9986267,-7.316681,-9.851776
1966-10-01,-2.9995422,1.4220886,-12.750549,-10.781799,1.7191162,-7.1957703,-10.092438
1966-11-01,-2.0104065,2.2539062,-11.967682,-10.348389,1.1615906,-6.305481,-9.900085
1966-12-01,-0.27941895,2.0534363,-9.775787,-8.055145,1.401886,-5.125183,-8.775757
1967-01-01,0.21524048,1.4738159,-7.871582,-5.7721252,1.2329102,-4.5115356,-7.389282
1967-02-01,0.7056885,0.51986694,-7.0531006,-5.1224365,1.6652527,-3.8873901,-6.3639526
1967-03-01,0.3192749,0.7324829,-8.760162,-5.717163,1.8808594,-4.2933044,-6.923126
1967-04-01,-0.5506592,0.8937378,-10.399872,-6.522003,1.8282776,-5.2328796,-7.9012756
1967-05-01,-2.2507324,0.82333374,-12.47757,-8.576141,1.646698,-5.7635193,-9.136566
1967-06-01,-2.871521,1.2717896,-12.987701,-10.06488,2.042572,-6.4995117,-9.724304
1967-07-01,-2.8270874,0.5449829,-12.736389,-10.702057,2.3349304,-6.7570496,-10.574341
1967-08-01,-3.0321655,0.8777771,-12.621948,-10.801453,2.1669006,-6.5154114,-10.594635
1967-09-01,-3.5742798,0.38275146,-13.529663,-10.808685,2.327942,-7.198242,-10.008881
1967-10-01,-2.6963196,1.1925964,-12.800964,-10.325378,2.0440063,-6.328308,-9.795013
1967-11-01,-1.5415039,1.809021,-11.972168,-9.2717285,1.7038574,-6.106018,-9.330322
1967-12-01,-0.2253418,1.8074951,-10.920959,-7.59848,1.6798096,-5.7178955,-8.413818
1968-01-01,-0.08288574,0.7500305,-10.1571045,-5.791687,1.6289673,-5.1951904,-6.847168
1968-02-01,0.5982971,0.5107727,-9.726685,-5.0921936,1.9639282,-5.0402527,-6.274811
1968-03-01,0.34118652,1.254242,-9.509979,-5.1089478,1.9946594,-4.8675537,-7.0003357
1968-04-01,-0.532135,1.3760681,-10.635529,-6.343811,1.9621887,-5.3367615,-8.622986
1968-05-01,-1.2562561,1.6441345,-12.173828,-7.8721924,1.5278931,-6.6351624,-9.437622
1968-06-01,-2.0082397,1.4664001,-12.722992,-9.629181,1.6335754,-7.5716248,-10.435913
1968-07-01,-3.0997314,1.1227722,-12.790131,-10.496124,1.8132324,-7.2757263,-10.086121
1968-08-01,-3.7950134,0.74105835,-12.879059,-10.458435,1.7080078,-7.7375793,-9.76004
1968-09-01,-3.733429,1.0623169,-13.730499,-10.340942,1.6222229,-7.820404,-10.35083
1968-10-01,-3.495575,1.3758545,-13.47583,-9.852814,1.251709,-7.5439453,-10.315765
1968-11-01,-2.6843567,2.1316528,-12.384674,-9.840881,1.2918091,-6.7599487,-9.876984
1968-12-01,-1.5189209,2.3286438,-10.587616,-7.1223755,1.2123108,-5.8774414,-8.361877
1969-01-01,-0.3213501,2.039856,-9.439575,-4.9150696,1.7373352,-5.174011,-7.207062
1969-02-01,0.33325195,1.4828491,-8.519379,-4.3983765,2.0186768,-5.050598,-6.439148
1969-03-01,0.16506958,1.5740967,-9.2034,-5.3136597,2.0196838,-5.006012,-6.797058
1969-04-01,-0.3963318,1.475708,-10.930786,-7.087219,1.8572083,-5.880707,-8.3680725
1969-05-01,-1.5604858,1.0986328,-11.981628,-8.452362,1.6170349,-6.4305725,-9.013824
1969-06-01,-2.571228,1.0031433,-12.500122,-9.741028,1.8122559,-6.6404114,-9.543091
1969-07-01,-2.5508118,1.2025452,-12.928345,-10.568146,2.5890198,-6.868164,-10.09848
1969-08-01,-3.2649841,0.90008545,-13.218475,-11.116699,2.6947327,-6.7680664,-10.761383
1969-09-01,-3.3292542,1.0404053,-13.315063,-10.942566,2.2115479,-7.211273,-11.279419
