,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7
1965-01-01,1010.54443,1018.4894,1009.2347,1014.9433,1017.9883,1019.6454,1018.26794
1965-02-01,1009.2421,1014.1079,1008.2294,1014.157,1015.5994,1017.1058,1015.7606
1965-03-01,1011.6731,1018.753,1008.9829,1016.40936,1021.8469,1020.2519,1017.512
1965-04-01,1011.5107,1018.0391,1011.5281,1019.6479,1019.35077,1023.0581,1019.42334
1965-05-01,1014.30945,1014.7709,1011.13055,1014.52466,1017.7681,1020.3331,1019.3303
1965-06-01,1017.5653,1015.28314,1013.02454,1016.9582,1021.71295,1021.6721,1019.7843
1965-07-01,1017.89343,1021.65656,1013.58575,1020.7629,1025.7205,1026.1329,1024.9329
1965-08-01,1017.0785,1019.12006,1012.78143,1014.40375,1026.6099,1029.1538,1024.5626
1965-09-01,1016.8335,1018.2475,1013.0989,1017.161,1023.0159,1024.0039,1023.829
1965-10-01,1015.0332,1020.76166,1012.2009,1015.69305,1019.3818,1023.3006,1023.66034
1965-11-01,1013.6223,1021.2764,1011.43005,1016.55756,1020.0876,1023.85876,1023.225
1965-12-01,1011.89954,1014.7305,1009.0133,1013.5268,1015.0072,1019.6894,1018.14954
1966-01-01,1012.56415,1019.7644,1010.65704,1017.7321,1015.62286,1017.5118,1020.2006
1966-02-01,1010.4373,1018.46375,1009.6099,1014.72595,1014.00116,1020.829,1018.01624
1966-03-01,1010.9469,1018.15576,1009.64435,1016.18805,1019.70306,1022.2629,1018.0945
1966-04-01,1011.99335,1019.5234,1010.3354,1019.26807,1016.4034,1018.89185,1020.1843
1966-05-01,1015.052,1016.47345,1012.2293,1019.4433,1017.2383,1019.0721,1019.78186
1966-06-01,1016.7175,1016.521,1013.12115,1016.8402,1025.5413,1023.2724,1020.6475
1966-07-01,1016.17804,1016.7757,1012.5829,1016.9391,1019.0133,1020.7082,1023.3519
1966-08-01,1016.38513,1020.2851,1012.68744,1021.724,1023.6323,1026.385,1022.3999
