,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10
1965-01-01,1.3621216,-14.542786,-1.5089111,-4.9053345,-0.6661682,-2.493866,0.34375,-8.730377,-17.957184,-0.98150635
1965-02-01,1.441742,-16.996918,-1.45224,-6.321106,-0.5760498,-2.5329895,0.018707275,-10.485962,-19.224274,-0.32907104
1965-03-01,1.5006104,-16.053894,-0.84002686,-5.8012085,0.47125244,-1.8868408,0.45578003,-8.8558655,-18.018799,0.30459595
1965-04-01,1.9560547,-14.542114,0.4147644,-5.159149,1.1766968,-1.0401917,1.2460327,-6.2668457,-17.26944,1.510498
1965-05-01,1.5721741,-8.731384,1.9578857,-1.5977173,1.6669922,0.77734375,2.0851135,-1.4864502,-11.224701,1.1590576
1965-06-01,1.3062744,-3.1195068,0.9789734,2.26828,2.2488098,1.8676147,1.2478943,2.5152588,-5.162262,-0.5987549
1965-07-01,1.7028198,0.3695984,-0.22018433,4.9914856,2.2037659,2.0071716,0.9319153,4.136261,-1.1048279,-1.009552
1965-08-01,1.7438354,0.007446289,-1.1451416,6.8312683,2.003296,0.7404175,0.62716675,6.1781006,-1.3726807,-0.52993774
1965-09-01,1.3204651,-1.5346069,-0.51620483,6.3614807,2.4321594,0.58898926,1.0200806,5.4239197,-3.206604,-0.30215454
1965-10-01,1.4090576,-4.13739,1.6191406,4.7471313,2.4334412,1.6036682,1.9933472,3.3879395,-6.676605,0.3956604
1965-11-01,1.4803467,-8.612671,0.95095825,1.517273,1.3680725,0.7663269,1.4968262,-1.6730957,-11.934753,1.4978027
1965-12-01,1.3187866,-12.047394,-0.42160034,-2.0726624,0.03945923,-1.134613,0.74050903,-6.3168335,-14.963348,0.4171753
1966-01-01,1.3542175,-13.816437,-1.0623474,-4.3291626,-0.4335022,-2.4617615,0.2341919,-9.153229,-16.675781,-0.21411133
1966-02-01,1.3369141,-15.783844,-1.2793579,-5.006592,-0.5809326,-2.8875732,0.4826355,-9.714691,-18.179749,0.068603516
1966-03-01,1.7457886,-14.109711,-1.0263062,-4.500885,0.7331543,-2.6173706,0.7906494,-7.2180176,-15.89389,0.89553833
1966-04-01,2.3989868,-13.044495,0.6783447,-3.8244934,1.1508789,-0.9555664,1.6546631,-5.4387207,-15.551331,2.2835083
1966-05-01,1.7261658,-7.461029,1.9334412,-0.54415894,2.2597046,0.56832886,2.2556763,-0.86035156,-10.257843,0.9667053
1966-06-01,1.6221619,-2.55542,1.1844177,2.4749146,2.3488464,1.4491882,1.7714233,1.6564331,-5.5126038,-0.4560547
1966-07-01,1.8439331,0.99923706,-0.23980713,4.615509,1.5458679,1.941742,1.0985718,3.651825,-1.4228821,-0.62005615
1966-08-01,1.6470032,1.8507385,-1.1820679,7.1241455,2.3323364,1.0030212,0.6782532,6.425171,0.08520508,-0.6051636
1966-09-01,1.4645691,0.01928711,-0.13504028,6.769226,2.669342,1.6138611,1.2467346,5.6517334,-1.9817505,-0.49157715
1966-10-01,1.3978882,-3.2416077,1.46698,4.332367,2.6898804,1.9662476,1.6192932,2.224945,-5.22348,0.3282776
1966-11-01,1.4082031,-5.7330933,0.2826233,1.5403137,1.4561157,-0.20098877,1.2034607,-1.394165,-8.33374,1.2922058
