,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,1013.09576,1020.8243,1017.35944,1027.3683,1025.8068,1015.81586,1018.6407,1011.3805,1014.36597,1018.0453
1965-02-01,1011.33826,1016.9768,1014.8031,1022.1831,1021.97406,1012.1668,1016.3393,1010.02905,1011.97327,1011.95654
1965-03-01,1012.3491,1019.40906,1013.6378,1015.1721,1021.07056,1010.4682,1016.33307,1011.66205,1012.2332,1015.868
1965-04-01,1009.95154,1012.0868,1010.937,1005.7729,1019.4271,1008.4266,1013.9932,1009.9292,1009.848,1013.9578
1965-05-01,1008.1333,1012.3454,1006.4216,1006.488,1019.8246,1002.7893,1010.8434,1009.5695,1006.92456,1012.5532
1965-06-01,1007.52673,1008.2579,1001.09314,1000.83826,1015.7644,998.6782,1004.89417,1011.63403,1004.05444,1010.5296
1965-07-01,1007.1856,1004.5469,998.1982,999.6593,1014.1507,997.61346,1005.688,1011.18945,1002.3459,1010.3293
1965-08-01,1007.80273,1008.9966,1002.2014,1001.1111,1016.93524,1001.1998,1008.17236,1010.8198,1005.1875,1012.9414
1965-09-01,1009.6898,1014.42737,1006.80115,1008.63,1019.64966,1005.03986,1011.4939,1011.54974,1008.09106,1015.2825
1965-10-01,1010.59033,1016.4596,1012.33307,1015.3309,1023.24536,1008.79803,1016.188,1010.74915,1010.5284,1024.2104
1965-11-01,1011.8201,1019.1399,1016.43604,1023.3161,1027.3236,1013.75507,1019.25775,1011.1714,1012.83844,1028.3574
1965-12-01,1011.058,1019.3303,1017.64905,1032.2867,1028.6843,1014.87695,1017.71045,1010.2834,1012.50665,1022.51306
1966-01-01,1013.5468,1019.5941,1018.7003,1027.862,1029.0331,1016.2319,1018.9169,1012.00085,1014.32416,1024.4779
1966-02-01,1012.0722,1017.31146,1015.6147,1020.94727,1023.10596,1012.6687,1016.9835,1010.7873,1012.5122,1016.47845
1966-03-01,1010.8592,1015.4558,1012.99664,1011.0344,1018.2046,1009.93164,1014.58954,1010.1895,1010.8229,1012.97284
1966-04-01,1009.5918,1013.7458,1010.187,1008.4946,1017.89044,1006.62946,1013.8353,1009.52045,1009.2908,1014.2697
1966-05-01,1009.08545,1013.8272,1007.1997,1008.42456,1020.5856,1002.7872,1009.9567,1010.9356,1007.303,1012.608
1966-06-01,1006.49493,1007.1978,1000.19354,1000.4764,1017.2815,998.56244,1006.09875,1010.3498,1003.2441,1012.59106
1966-07-01,1005.1518,1004.7293,997.70056,999.44055,1013.7033,997.23303,1005.4459,1009.0792,1001.44214,1007.9207
1966-08-01,1007.3311,1006.1262,999.87115,1000.83,1013.886,999.76227,1006.54877,1009.901,1004.2749,1009.7689
1966-09-01,1008.7419,1013.27576,1006.29083,1010.17456,1020.0441,1005.21313,1012.1129,1010.6358,1007.4406,1015.11084
1966-10-01,1009.7333,1019.3807,1012.15045,1018.0056,1023.7656,1009.4428,1016.83325,1010.433,1010.0606,1023.618
1966-11-01,1009.7289,1026.7236,1017.8022,1027.5598,1030.8888,1012.0747,1017.5262,1009.931,1010.52374,1020.8947
1966-12-01,1011.109,1019.18976,1016.6674,1027.8452,1025.3785,1013.8297,1016.4215,1009.77014,1012.1398,1017.8485
1967-01-01,1012.71814,1021.36053,1019.26794,1038.602,1029.7607,1017.2015,1018.1891,1011.18713,1014.47546,1020.76196
1967-02-01,1011.56946,1019.9442,1014.8491,1024.7034,1021.70306,1012.55414,1015.5508,1010.49194,1012.742,1015.3215
1967-03-01,1010.43896,1013.95233,1010.73724,1014.12213,1019.54584,1009.47107,1014.78094,1009.8898,1010.31274,1015.2976
1967-04-01,1009.4972,1013.0003,1010.9143,1007.87555,1018.6266,1007.9553,1013.1781,1009.6256,1009.53064,1016.354
1967-05-01,1007.18915,1012.73047,1006.5955,1004.5705,1017.66156,1002.5758,1009.87085,1008.7397,1006.0144,1012.14343
1967-06-01,1005.0087,1008.3022,1000.2924,1001.36774,1015.2134,998.535,1006.055,1008.5648,1002.089,1010.4426
1967-07-01,1004.7903,1004.5168,996.1319,998.59814,1011.3315,996.04047,1005.0907,1008.6657,1000.1669,1008.8471
1967-08-01,1006.65356,1006.00354,998.3035,1001.8335,1012.03094,998.7672,1006.2074,1010.2061,1002.6411,1008.6577
1967-09-01,1008.86017,1011.5274,1004.46014,1007.53375,1016.5528,1003.81366,1009.8448,1010.7728,1006.80383,1013.1287
1967-10-01,1010.6596,1019.50305,1012.9967,1017.9656,1023.7746,1009.7606,1016.8953,1011.1203,1010.6995,1020.46155
1967-11-01,1011.6718,1018.65704,1015.2693,1027.6732,1025.4769,1012.65063,1018.3233,1010.53186,1012.6281,1022.73706
1967-12-01,1012.1311,1018.65125,1016.78143,1031.7039,1026.2147,1014.9377,1018.76514,1010.7938,1013.13245,1023.7739
1968-01-01,1012.30664,1016.23596,1015.9096,1025.777,1023.7604,1015.10315,1017.19415,1010.39453,1013.49097,1018.44214
1968-02-01,1013.07806,1021.03326,1016.96796,1025.7319,1022.6834,1014.68665,1016.15576,1011.4429,1013.90674,1013.89667
1968-03-01,1009.93585,1016.64954,1012.7882,1012.0555,1017.1283,1009.40063,1014.05334,1009.0542,1010.3516,1014.7382
1968-04-01,1009.91797,1016.20087,1011.08575,1012.70306,1020.707,1007.14575,1014.8119,1009.9015,1009.4858,1020.6154
1968-05-01,1008.7745,1013.1131,1007.3247,1005.34174,1017.8582,1003.2272,1010.2321,1009.8421,1007.3103,1012.3853
1968-06-01,1006.27484,1007.82983,1000.4478,1002.70404,1015.8602,998.58154,1006.51245,1010.0224,1003.33026,1011.88727
1968-07-01,1005.97217,1006.25916,997.9482,1000.57587,1013.8194,996.73315,1005.49414,1010.4747,1001.353,1010.08685
1968-08-01,1008.59125,1006.906,1000.0735,1001.92834,1013.8251,999.325,1006.6177,1011.81213,1004.5424,1011.6941
1968-09-01,1009.17236,1012.6987,1005.9972,1010.30365,1019.11975,1005.10486,1011.2898,1011.3613,1007.661,1014.1464
1968-10-01,1010.19495,1019.0189,1012.4877,1016.40765,1022.82367,1009.4364,1017.1984,1010.87897,1010.41034,1021.83405
1968-11-01,1012.43536,1021.07404,1017.3909,1024.3422,1028.8032,1014.96716,1020.09796,1011.6332,1013.72284,1025.5093
1968-12-01,1012.3839,1020.23755,1017.1011,1026.1097,1025.7598,1015.45026,1018.35333,1010.9377,1013.64404,1020.48016
1969-01-01,1011.82544,1023.1479,1016.77167,1027.0183,1022.94446,1014.2059,1015.8207,1009.913,1012.93054,1014.1179
1969-02-01,1012.4956,1024.1332,1016.6942,1026.9559,1021.543,1013.4921,1016.89453,1010.97314,1013.3242,1010.86584
1969-03-01,1011.2489,1015.67346,1012.26227,1014.486,1020.609,1009.7215,1015.40393,1010.8253,1011.13727,1014.4024
1969-04-01,1009.6385,1014.46735,1010.68243,1011.50726,1021.11,1006.5474,1014.9316,1009.85,1009.02014,1015.1163
1969-05-01,1007.59937,1012.7608,1005.9004,1004.73413,1020.47296,1003.10815,1011.64575,1009.28284,1006.377,1012.5418
1969-06-01,1006.0408,1007.3217,1000.96674,1003.7396,1017.72186,998.75916,1006.9143,1010.14954,1003.193,1010.4397
1969-07-01,1006.25165,1005.83923,997.5143,1000.6678,1012.9268,997.5518,1005.9546,1010.2993,1001.97186,1009.82446
1969-08-01,1008.1853,1009.1562,1001.225,1002.886,1015.2773,1001.2687,1008.19653,1010.484,1005.3313,1012.9087
1969-09-01,1009.3321,1014.043,1006.65784,1010.0229,1019.6992,1004.03906,1011.3282,1011.0842,1007.4253,1014.5796
1969-10-01,1010.17444,1017.7768,1012.17303,1014.1129,1021.9855,1009.8819,1017.0692,1010.35175,1010.74536,1022.4278
1969-11-01,1011.1872,1022.51953,1016.4734,1026.9708,1027.5032,1013.0821,1018.09436,1010.7754,1011.95337,1021.4645
1969-12-01,1012.3184,1019.0747,1018.1406,1031.8103,1028.6918,1016.19696,1019.0859,1010.9507,1013.9906,1019.7554
1970-01-01,1013.13104,1020.6761,1017.1401,1032.1185,1024.8984,1015.11505,1017.676,1011.44763,1014.05975,1016.591
1970-02-01,1012.6996,1017.6653,1015.3331,1022.3571,1023.618,1013.51544,1017.28925,1010.91406,1013.24335,1016.5245
1970-03-01,1010.8981,1018.12463,1012.462,1018.58575,1020.59827,1010.0293,1015.09784,1010.0305,1011.0567,1011.4203
1970-04-01,1009.78094,1015.9285,1010.68646,1014.2048,1022.84375,1007.1012,1014.4935,1009.86,1009.305,1020.215
1970-05-01,1006.4773,1009.6639,1004.68396,1005.7773,1019.7712,1001.29767,1009.961,1008.5474,1005.17114,1014.9826
1970-06-01,1005.38635,1007.794,999.7278,1003.66016,1016.1686,998.74255,1007.7126,1009.09766,1002.3987,1012.32117
1970-07-01,1006.28467,1004.7226,997.40985,1000.21265,1012.57135,997.7473,1004.6852,1010.21466,1002.136,1007.4
1970-08-01,1006.2901,1005.0589,998.581,1001.4473,1014.1477,999.11633,1008.144,1009.34485,1002.4961,1013.0853
1970-09-01,1007.3198,1012.5915,1004.00476,1008.9835,1017.4087,1002.6411,1009.8951,1009.6912,1004.88007,1013.3574
1970-10-01,1009.53796,1017.60944,1011.2896,1017.67303,1022.36304,1009.2771,1015.5506,1010.45953,1009.6705,1024.1991
1970-11-01,1010.9129,1019.99164,1016.48584,1024.8159,1027.4968,1013.8744,1018.3231,1010.267,1012.47925,1025.6543
