,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,1986.8944355085785,3295.4735540574598,2033.5203857421875,7332.694789341517,8542.039998372396,2822.9904174804688,3915.6475360576924,1021.7481208570076,2029.8372802734375,4633.7810169566765
1965-02-01,1982.2981292126226,3282.8050182711695,2030.72216796875,7298.498535156249,8513.555399576824,2812.094455295139,3903.179931640625,1020.1891350023674,2024.4857177734375,4604.167591441761
1965-03-01,1983.7347292432598,3287.689012096774,2028.093994140625,7254.870605468749,8514.959716796875,2807.659233940972,3904.2989877554087,1021.685914318971,2024.054443359375,4619.120094992898
1965-04-01,1979.470166973039,3267.892554498488,2022.310302734375,7191.931152343749,8494.227600097656,2799.3106418185766,3890.941209059495,1020.1256337791982,2018.4544677734375,4607.644375887784
1965-05-01,1975.0600777420343,3266.2546465473793,2013.6995849609375,7192.265101841517,8494.660949707031,2784.1512044270835,3884.684870793269,1019.6308174518624,2011.68603515625,4608.985484730114
1965-06-01,1975.7615033318014,3254.3955156880043,2004.15234375,7155.1888602120525,8463.33719889323,2771.0191514756943,3869.4293682391826,1021.6821535669192,2006.983642578125,4597.100830078125
1965-07-01,1975.7259593290441,3244.482618762601,1997.6029052734375,7145.496041434151,8442.333984375,2772.6772732204863,3865.806462214543,1021.4458427043876,2006.176025390625,4592.807284268466
1965-08-01,1976.5234853707107,3255.4252378402216,2003.53857421875,7159.527587890624,8461.245218912762,2782.808091905382,3877.93696476863,1020.9689053622159,2010.5360107421875,4603.1680020419035
1965-09-01,1978.566846660539,3272.22900390625,2013.093994140625,7210.731288364955,8490.970357259115,2790.642971462674,3889.5266019381006,1021.6017597853536,2014.5390625,4616.9819224964485
1965-10-01,1981.7064472273285,3281.6989037298385,2023.8028564453125,7256.7757742745525,8525.135294596355,2804.0513780381943,3907.2589580829326,1021.4364716500947,2021.593017578125,4646.321799538352
