,vws850-200_cluster1,vws850-200_cluster2,vws850-200_cluster3,vws850-200_cluster4,vws850-200_cluster5,vws850-200_cluster6,vws850-200_cluster7,vws850-200_cluster8,vws850-200_cluster9,vws850-200_cluster10,vws850-200_cluster11
1965-01-01,33.20505142211914,8.059890747070312,39.484954833984375,62.450584411621094,26.10165786743164,40.23107147216797,15.311077117919922,55.99506759643555,6.048542022705078,43.009300231933594,9.417200088500977
1965-02-01,39.9615592956543,6.7048516273498535,38.87444305419922,64.56082153320312,22.088748931884766,29.76279067993164,12.036797523498535,52.57198715209961,10.0590238571167,59.119781494140625,16.315887451171875
1965-03-01,30.713275909423828,6.057226181030273,43.9191780090332,63.160701751708984,26.049776077270508,32.508113861083984,12.139572143554688,56.24134826660156,8.603754043579102,45.78171920776367,13.332829475402832
1965-04-01,32.65977478027344,5.596540451049805,25.845468521118164,43.041500091552734,17.963708877563477,24.966167449951172,3.291597843170166,31.621166229248047,11.386665344238281,42.57614517211914,21.969470977783203
1965-05-01,28.482593536376953,7.305443286895752,12.993776321411133,37.89358901977539,11.554943084716797,33.80472946166992,4.805253982543945,20.230485916137695,17.00762367248535,30.693288803100586,27.26238441467285
1965-06-01,31.087364196777344,2.421753168106079,8.065455436706543,27.73490333557129,13.430209159851074,34.86299133300781,13.571833610534668,8.726790428161621,6.219486236572266,30.76557159423828,16.123327255249023
1965-07-01,27.855831146240234,16.52228355407715,8.67336654663086,10.545108795166016,4.994039058685303,21.33538818359375,23.998640060424805,10.482693672180176,4.86473274230957,19.97799301147461,20.867708206176758
1965-08-01,21.076793670654297,8.895824432373047,1.8663909435272217,7.044144153594971,3.06790828704834,20.479360580444336,10.44908332824707,3.2528669834136963,0.28755658864974976,19.15900421142578,9.657718658447266
1965-09-01,36.526615142822266,15.788505554199219,5.133769989013672,24.322969436645508,2.1678109169006348,29.1075382232666,18.32949447631836,6.312573432922363,1.211158037185669,36.06692886352539,12.203348159790039
1965-10-01,31.083398818969727,8.715093612670898,15.067797660827637,38.0532341003418,10.034475326538086,25.314128875732422,3.756340742111206,28.186256408691406,3.0128273963928223,38.04045104980469,11.953826904296875
1965-11-01,32.949398040771484,6.389603137969971,26.160167694091797,46.127410888671875,14.243315696716309,32.90400314331055,3.1876003742218018,34.80630874633789,4.645721912384033,47.776702880859375,21.014432907104492
1965-12-01,46.294273376464844,6.641047954559326,30.49533462524414,63.40548324584961,16.73221206665039,33.53160858154297,7.916472911834717,44.61022186279297,13.967137336730957,59.735618591308594,17.93593978881836
