,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,27.392822,12.672913,19.725769,23.258911,17.638092,5.5762024,10.602722,14.953186,25.752228,21.593872,27.84488
1965-02-01,27.252594,10.5972595,18.904968,22.785889,16.363739,3.992981,8.241638,12.636505,25.43338,20.717194,27.934174
1965-03-01,26.70224,9.658203,18.157013,22.584808,16.494965,3.552887,6.9118958,11.658051,25.84851,20.258636,28.205109
1965-04-01,27.972107,10.31134,19.196869,23.451996,16.72699,7.020172,7.517151,12.183441,26.312042,20.755615,28.789917
1965-05-01,28.83133,13.678345,21.462158,24.832642,17.928986,11.468933,9.988525,14.460205,26.870392,23.05783,28.77295
1965-06-01,29.145172,18.350128,23.675537,26.766113,21.070953,17.410583,12.901947,17.736908,27.585419,25.75473,28.852264
1965-07-01,28.942596,21.132324,26.453766,28.433136,24.042267,21.104889,15.803925,20.292572,28.30191,28.351807,28.529938
1965-08-01,29.045868,24.59961,27.402283,29.085785,25.401459,23.808258,19.4628,22.869232,29.29187,28.926605,28.526459
1965-09-01,28.828827,22.415161,27.405273,28.509491,25.30365,21.496063,19.637451,23.218506,28.881714,28.218597,28.839813
1965-10-01,29.084778,20.298553,25.086609,27.538513,24.334656,17.700958,18.364075,21.01358,28.447113,27.067993,28.702576
1965-11-01,29.099274,17.089233,23.80127,26.266144,21.908722,13.971222,14.999573,17.935974,27.746582,25.427887,28.806854
1965-12-01,28.251526,14.102966,21.811432,25.249756,19.444855,9.494537,12.82312,16.897156,26.580505,23.97342,28.829834
1966-01-01,27.609741,11.685669,20.293945,24.112457,17.75232,4.7990417,10.475861,14.442627,26.11148,22.33432,28.58908
1966-02-01,26.97232,10.0260315,19.533997,23.476044,16.527893,3.814148,9.095612,12.344269,25.8432,21.893066,28.353058
1966-03-01,26.990967,9.828857,20.028198,23.52295,16.649933,4.317932,9.383575,13.214691,25.900177,21.714539,28.17456
1966-04-01,27.77716,10.828888,20.802795,24.444305,16.375092,6.8056335,9.651337,12.798645,26.575928,21.850708,28.884583
1966-05-01,28.932495,14.36145,22.09378,25.565338,18.434631,11.828888,11.133484,15.005951,26.975342,23.691376,29.0495
1966-06-01,29.656158,18.245026,23.861847,27.954681,21.54663,16.722565,13.319061,17.488068,28.925446,26.077698,28.874512
1966-07-01,29.829132,20.845642,26.380768,29.541168,24.769562,20.66513,16.230865,21.60965,29.052032,28.714142,29.091858
1966-08-01,29.666748,25.565338,28.241608,29.06311,25.769073,25.147278,21.737762,25.242584,29.310211,28.542694,28.907806
1966-09-01,28.987457,23.64801,27.286499,29.418121,26.421112,22.121521,21.091248,25.116516,29.396942,29.092377,29.03537
1966-10-01,29.262817,20.312622,25.824036,28.220428,24.684326,18.134583,19.054413,22.738281,29.037903,27.73227,29.35913
1966-11-01,28.977875,17.62323,23.851746,26.288483,21.401886,14.134003,16.192047,19.695862,28.265839,24.914307,28.956696
1966-12-01,28.288513,14.023071,21.638397,24.736786,19.251587,8.538879,12.643311,16.888458,27.077698,22.854248,28.59262
1967-01-01,27.598907,11.8359375,20.04596,23.971924,18.157349,4.71521,10.803741,14.670105,26.568695,22.152435,28.58902
1967-02-01,26.894226,10.12262,19.109924,23.264252,17.047516,4.4938354,9.434967,14.367615,26.335815,21.38565,27.687042
1967-03-01,26.711426,9.797089,18.82544,22.786469,16.6203,5.2015076,10.026947,12.742432,25.647675,20.763123,27.887878
1967-04-01,27.775177,11.494873,20.00238,23.323853,17.410614,7.6470337,10.8403015,13.895325,25.947662,21.75177,28.61206
1967-05-01,29.19101,15.537018,22.115875,24.71466,18.408752,13.5086975,13.115051,16.997925,26.511597,22.740906,29.111877
1967-06-01,29.350769,19.873169,23.72403,27.379028,20.81372,18.187897,14.820343,18.924103,28.267487,25.835999,28.986694
1967-07-01,29.322723,23.095978,26.80307,28.270996,24.092133,22.25409,19.030792,22.125366,28.601044,27.984528,28.643127
1967-08-01,29.086853,27.281372,28.699219,28.028107,25.701263,25.524475,21.819366,24.374084,28.697205,27.813263,28.799866
1967-09-01,29.042267,23.57727,27.078033,28.35965,26.933807,22.944733,21.11322,24.031525,28.484344,28.30957,28.595032
1967-10-01,28.77884,20.475159,24.693604,27.871338,25.533508,17.819794,18.68872,21.301025,28.520905,27.332458,28.210419
1967-11-01,27.832275,17.296936,23.13504,25.887085,23.119507,13.28833,14.800812,18.658173,27.74414,24.91397,28.158325
1967-12-01,27.369507,13.7561035,20.679993,24.55487,20.266815,8.991241,13.294342,17.871368,26.58023,22.806,27.984528
1968-01-01,27.13092,10.935883,18.719055,23.544006,17.647736,5.7676697,11.248962,15.245422,26.211914,20.862701,28.09195
1968-02-01,26.698608,8.881744,17.586914,22.679901,16.697601,4.0578003,10.2933655,13.479645,25.107452,19.576233,27.693268
1968-03-01,26.341003,8.665619,17.534485,22.949463,16.435944,4.016754,9.733978,12.898987,25.529846,20.1391,28.077606
1968-04-01,27.693268,11.118378,19.277466,24.048004,17.123932,7.054657,11.497253,14.329407,25.827118,21.684753,28.78241
1968-05-01,28.816559,14.281403,20.586212,25.46109,18.66217,12.127869,13.240265,15.971985,26.429047,23.694366,29.46399
1968-06-01,29.729095,18.664642,22.611145,27.768463,20.550598,17.411804,16.211395,17.578003,28.510376,26.126862,29.523834
1968-07-01,29.911621,22.639832,24.885376,28.636993,24.552002,21.69168,18.911469,19.980804,28.81012,28.055847,29.609894
1968-08-01,29.06485,24.205292,26.95929,28.239838,26.423126,23.939667,22.313904,23.757172,29.226074,27.94751,29.321533
1968-09-01,28.757202,23.233887,26.408783,28.734924,25.274628,22.215454,20.870636,22.44397,29.41452,28.021698,29.104889
1968-10-01,28.679535,20.143036,24.805237,27.351013,23.433197,18.052338,18.930267,21.087769,28.493073,26.42163,28.796753
1968-11-01,27.879242,17.90445,22.640839,26.881134,21.799988,13.636932,17.712036,20.121277,28.088959,25.46408,28.908539
1968-12-01,27.454376,15.098022,21.221802,24.671204,19.53714,9.318481,15.301788,17.628937,26.662018,23.042938,28.428772
1969-01-01,27.039215,11.460846,19.847382,23.891418,18.051727,6.506653,13.208801,15.895599,26.00293,21.569183,28.44159
1969-02-01,26.534668,9.607239,19.792511,23.08487,17.337463,4.752533,11.663879,14.519379,25.253815,21.108215,28.43695
1969-03-01,26.773102,8.755035,19.32846,23.508392,17.427185,3.927002,10.696838,13.4800415,25.607086,21.884003,28.579498
1969-04-01,27.899078,9.9010315,19.559204,24.400604,18.820831,6.053894,11.934113,14.111755,26.275726,22.762878,29.36554
