,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9,vo500_cluster10,vo500_cluster11
1965-01-01,-1.7485916e-05,3.8531216e-06,1.2404889e-05,-5.0037415e-06,-2.6306894e-05,1.8022321e-05,9.380812e-06,9.048796e-06,4.1209903e-05,-3.9179504e-06,-3.3674158e-05
1965-02-01,-1.4461839e-05,2.3455723e-06,8.47449e-06,-9.454612e-06,-2.5472356e-05,2.826111e-05,3.3326578e-06,1.8295395e-07,3.0899326e-05,-5.255002e-06,-2.3928907e-05
1965-03-01,-1.4237499e-05,6.6528664e-06,3.1352392e-06,-1.2712e-05,-2.816441e-05,3.119545e-05,1.6353246e-05,-6.785049e-07,3.0899326e-05,-1.2887031e-06,-2.5274938e-05
1965-04-01,-1.115958e-05,3.7903083e-06,2.444278e-06,-1.0325042e-05,-1.3331177e-05,2.3406432e-05,5.3158074e-06,-6.134411e-06,2.1584805e-05,-1.5040714e-06,-1.6750091e-05
1965-05-01,1.0296113e-05,6.5451823e-06,1.2597739e-06,-2.5687717e-05,-2.2757959e-06,-8.198316e-06,-1.7710256e-05,-6.08954e-06,1.3930388e-05,-1.1899974e-06,-1.6803926e-05
1965-06-01,-5.281923e-06,1.2548466e-05,-4.5819907e-06,-2.353407e-05,-5.5780474e-06,1.1812641e-05,-2.042485e-06,-1.34029615e-05,1.3347111e-05,-3.541063e-06,-1.4668229e-05
1965-07-01,-2.0963198e-06,1.367458e-06,-5.120397e-06,-1.2379984e-05,-7.7277946e-08,1.8345367e-05,-8.584182e-06,-2.9869378e-05,6.4957567e-07,-9.566866e-07,-1.0378884e-05
1965-08-01,-4.375601e-06,7.729686e-06,-3.6128476e-06,-9.3559065e-06,-9.028445e-07,-1.2550481e-05,-4.5281486e-06,-2.7962597e-06,-6.825372e-06,-4.4563567e-06,-2.4552646e-06
1965-09-01,-6.4395063e-06,1.02781705e-05,-4.2409956e-06,-1.9819032e-05,1.6487844e-05,-2.4781395e-05,-2.174834e-05,-1.2056931e-05,1.3239427e-05,-9.059775e-06,5.6926947e-06
1965-10-01,5.3965705e-06,1.3445824e-05,-3.241439e-08,-1.6202706e-05,-7.7586155e-06,-1.4704121e-05,-2.4269902e-05,-4.1385647e-08,8.716772e-06,5.0376257e-06,6.796443e-06
1965-11-01,-2.6616544e-06,3.1890813e-06,4.6112837e-07,-1.3151708e-05,-1.802433e-05,-6.6189823e-06,-1.4659257e-05,-1.5242535e-05,1.1471646e-05,-1.7912243e-06,-2.2789267e-05
1965-12-01,-1.1060874e-05,1.0116644e-05,4.5081906e-06,-2.0357445e-05,-2.7258087e-05,8.277071e-06,-5.4165284e-06,-1.4009129e-07,2.3334644e-05,3.2698445e-06,-3.396131e-05
1966-01-01,-1.8063845e-05,-2.8752402e-07,1.0710661e-05,-1.4593308e-05,-3.0740273e-05,1.743177e-05,1.1126147e-05,5.1789793e-06,2.7493072e-05,2.441655e-06,-3.6646707e-05
1966-02-01,-1.4634043e-05,6.0343955e-06,7.435643e-06,-1.0927248e-05,-2.471164e-05,1.7247366e-06,-1.1041302e-05,-6.4057713e-06,1.17371565e-05,-1.6236008e-06,-2.577887e-05
1966-03-01,-1.0788754e-05,5.58632e-06,4.657584e-06,-2.0198306e-05,-1.8731887e-05,4.8531074e-06,7.443792e-06,-1.069099e-05,1.31547e-05,-3.6521524e-06,-2.3261506e-05
