,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6,mgv600_cluster7,mgv600_cluster8,mgv600_cluster9,mgv600_cluster10,mgv600_cluster11
1965-01-01,-0.008388949,0.1898551,-0.101108834,-0.09271991,0.3312897,-1.4835188,-0.47478503,0.020751595,0.07741375,-0.85626125,-0.3876575
1965-02-01,0.22179194,0.023400689,0.048273228,-0.22591281,0.45947877,-1.3198607,-0.7117359,0.11788674,0.18853049,-0.8887866,-0.49141556
1965-03-01,0.03988428,0.09139538,0.011479604,0.017955279,0.40266934,-1.2418581,-0.7243927,-0.22473541,0.13157399,-0.64182794,-0.41105828
1965-04-01,0.09021795,-0.25505328,-0.1373138,0.004856753,0.52099764,-1.4431928,-0.52188075,0.22311649,0.17587349,-0.5476362,-0.5223222
1965-05-01,0.47566795,-0.4162094,-0.0023547888,-0.039442778,0.3446827,-0.5392473,-0.38574424,-0.12244916,0.01898551,-0.2630009,-0.7770813
1965-06-01,0.18602854,-0.5914942,-0.10478821,0.12907203,-0.16615999,-0.40767327,-0.061224557,-0.12377373,0.14040443,-0.20354228,-0.70996964
1965-07-01,-0.16792607,-0.5424851,0.023989439,0.14967644,0.69201434,-0.47419614,-0.5494023,0.2291507,-0.20501404,-0.4850871,0.1293664
1965-08-01,0.11141107,0.37190992,0.0010302067,0.07152679,0.081829,-0.5604404,-0.7267476,-0.19117966,0.21825977,-0.36543423,0.13407588
1965-09-01,0.18529263,-0.49038535,0.04253342,0.19647792,-0.26756325,-0.8500797,-0.061518956,-0.07491181,0.12818897,-0.27845412,0.11229415
1965-10-01,0.9660533,0.011185264,0.21148972,0.18985507,0.073292874,-1.0767285,-0.31583643,-0.09478035,0.025461197,-0.064609624,-0.02089877
1965-11-01,0.2930244,-0.076677896,-0.1655713,0.06755309,0.76663184,-1.0316931,-0.7517672,0.44755763,0.09154253,-0.8071049,-0.2693293
1965-12-01,0.3327615,0.17366585,-0.11494322,-0.1845568,0.59649813,-1.4252378,-0.55264,0.0859499,0.22414672,-1.0052017,-0.4318099
1966-01-01,0.39725518,0.4337113,-0.17027292,-0.038915396,0.020976687,-1.543885,-0.6187401,-0.07739677,0.3373631,-0.9368626,-0.8448545
1966-02-01,0.39522988,-0.12716217,-0.017794037,-0.031826735,0.6333515,-1.4191821,-0.6151235,0.24969502,0.2222083,-0.91096723,-0.483766
1966-03-01,0.50083673,-0.19038162,0.19573426,-0.20369096,0.15869954,-1.3054739,-0.6392828,0.11877151,0.29584372,-0.7945104,-0.49143332
1966-04-01,0.24535504,-0.16940494,0.20643958,-0.02994604,0.08795743,-1.1477869,-0.46467,-0.25215435,0.07869878,-0.62539494,-0.46987802
1966-05-01,0.59298944,-0.3189904,-0.07001877,0.11906085,0.719139,-0.82575834,-0.027052736,0.1825696,0.46915466,-0.27009305,-0.3515405
1966-06-01,0.21208163,-0.20137627,0.04513607,-0.06683612,-0.40376526,-0.64318883,-0.07334614,-0.49895602,0.1336722,-0.21106891,-0.1519002
