,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11
1965-01-01,1947.5139911358172,2686.2004330283717,1985.6762455958947,3267.6529422883063,2091.7702188297194,3178.5858154296875,3473.4191894531255,1230.6141178782393,2030.1116943359375,2825.2748277452256,3495.1992692618537
1965-02-01,1946.980520395132,2680.8462042557567,1982.9629337086396,3277.4610950100805,2086.4252830038267,3168.684196472168,3475.8671201508623,1229.4788267554306,2030.5430908203125,2823.915778266059,3491.265448208513
1965-03-01,1949.1618229792668,2678.4089740953946,1983.9708515242035,3270.9456905241937,2082.460489078444,3168.6967849731445,3471.477850552263,1231.6118566001335,2030.3883056640625,2821.964857313368,3490.3638116244615
1965-04-01,1949.089871920072,2670.1473838404604,1981.4104865579043,3282.9371298513106,2070.521638831314,3156.180000305176,3497.8355670797414,1231.8533920660252,2033.2783203125,2819.8086208767363,3494.596915409483
1965-05-01,1948.3446561373196,2659.5346551192433,1978.146182789522,3296.0770145539313,2059.4938317123724,3150.285530090332,3513.935168036099,1230.9814825290587,2036.2353515625,2812.1834648980034,3495.2946103852373
1965-06-01,1949.2627657376802,2653.2710025185033,1978.3945121017157,3282.626441217238,2053.7840551259565,3142.5655364990234,3496.46901097791,1232.6499380716464,2032.67578125,2810.364956325955,3484.4998063712287
1965-07-01,1945.0613168569712,2650.053807308799,1975.591562308517,3280.8424426663305,2045.6270178970026,3139.920234680176,3493.0512526939656,1231.3620962747714,2028.876708984375,2808.9363945855034,3478.7231445312505
1965-08-01,1944.3817138671875,2654.168058696546,1978.2491048177083,3278.0326597152216,2053.001559510523,3149.0964889526367,3498.963244207974,1231.6666765910825,2026.62646484375,2806.222364637587,3488.390692349138
1965-09-01,1943.6571561373196,2661.751837479441,1977.5807100183822,3278.816863029234,2065.9070073341836,3152.799415588379,3502.9429468615303,1231.7103688309833,2028.6773681640625,2801.2086656358506,3489.5278404498927
1965-10-01,1943.7172522911658,2678.521086040296,1982.1220846737133,3290.081983996976,2077.9385313695793,3168.1833267211914,3514.914466594828,1231.8058293040206,2027.410400390625,2815.5753241644966,3503.5610856681037
1965-11-01,1948.663799579327,2685.2704499897204,1983.8232900582107,3293.0191532258063,2086.388163663903,3174.606132507324,3520.6561910695045,1231.834374404535,2036.467041015625,2826.7088148328994,3513.406266837285
1965-12-01,1948.5171978290264,2688.197888826069,1984.2445523131128,3284.8902548513106,2095.2689034598216,3178.592300415039,3497.0656822467677,1230.2324620688835,2033.6712646484375,2827.525838216146,3499.850990032328
1966-01-01,1951.9235464242788,2687.3673288445725,1988.3261287913604,3274.328416393649,2091.4919483418366,3179.6276092529297,3470.1866412984914,1232.4152504525534,2034.04736328125,2830.759684244792,3496.5965534078664
1966-02-01,1950.219491811899,2681.142224763569,1984.9505256204043,3294.9496361517135,2082.679592833227,3170.7252502441406,3511.1654347386857,1231.3667855611661,2036.2237548828125,2826.4819675021704,3501.9318679283406
1966-03-01,1948.779296875,2667.8490889699833,1981.5416523054535,3276.753874747984,2070.8928322305487,3157.936668395996,3484.7864611395476,1230.8466097203698,2031.9595947265625,2818.468899197049,3487.8085432381467
1966-04-01,1948.8052368164062,2667.18605443051,1980.1500507429535,3287.6053348664313,2067.4802196269134,3154.0294647216797,3500.2818140490303,1230.7772008384147,2034.696044921875,2818.024359809028,3499.5815934806037
1966-05-01,1948.5270573542668,2661.9802374588817,1978.0748554304535,3286.378725113407,2062.7253318319517,3149.2616653442383,3504.6317264951513,1232.0205316310976,2032.145263671875,2811.6809421115454,3492.6471578663795
1966-06-01,1948.5643826998196,2655.125668174342,1979.8812567018995,3280.4472892515123,2051.448899872449,3147.480010986328,3496.473009832974,1232.544912943026,2031.2320556640625,2809.7788492838545,3489.1513166756467
1966-07-01,1944.3407498873196,2651.9720780222037,1976.3525869332107,3285.1330172631046,2047.4372708067604,3142.420768737793,3506.7509092133623,1230.5083112018865,2029.7994384765625,2809.8953247070312,3486.283085264009
1966-08-01,1943.3732252854566,2648.440069901316,1976.7828249463848,3281.9633237777216,2050.6772411112884,3144.5552825927734,3505.570615571121,1231.35390863186,2025.0985107421875,2797.4863688151045,3485.930133688039
1966-09-01,1943.0145263671875,2661.268214175576,1977.0623898973652,3277.8698336693546,2069.144735530931,3153.7506103515625,3501.858415274785,1231.7766143054498,2025.380859375,2798.2330322265625,3491.5920915274787
1966-10-01,1943.291766826923,2676.2679250616775,1980.764590992647,3278.0468356224796,2078.781190210459,3167.5952911376953,3507.5647814520476,1231.0367119021532,2026.730224609375,2815.0880601671006,3503.5598228717677
1966-11-01,1944.7702261117788,2683.4050228721217,1980.4610906862745,3277.8164771295365,2087.257852359694,3170.3004837036133,3506.2348464439656,1230.1095357755337,2030.6534423828125,2821.3394165039062,3505.634386786099
1966-12-01,1946.7118483323316,2686.2568102384867,1980.7334750306372,3272.910628780242,2094.377291932398,3171.284294128418,3476.0965281519398,1229.3232987566694,2030.5047607421875,2823.5477023654516,3497.8305158943967
1967-01-01,1947.094491811899,2694.688817074424,1985.628853592218,3276.823966733871,2102.5114098373724,3184.897232055664,3478.8239577720906,1229.5694118592799,2030.7869873046875,2829.524909125434,3497.1915409482763
1967-02-01,1948.3590932992788,2690.0896574321546,1984.9466959635417,3277.7765089465724,2094.242765465561,3177.738571166992,3483.4295864762935,1230.4164235184833,2033.022216796875,2829.1812472873266,3504.240891029095
1967-03-01,1946.4371901292066,2676.200304533306,1983.4482230392157,3285.7693579889115,2077.445516780931,3166.5809631347656,3504.00074925916,1230.2574715963224,2033.283447265625,2825.398423936632,3501.5930175781255
1967-04-01,1948.1731708233172,2673.234638414885,1981.2356387867646,3288.7386198966733,2071.6157874282526,3159.553909301758,3521.5885556977373,1231.1359684641768,2035.4703369140625,2822.715589735243,3513.1448679956898
1967-05-01,1944.5887638972356,2657.2011847245067,1977.3697198606005,3283.6431687878026,2056.8689463089922,3146.1124420166016,3508.11451879041,1230.2946137218942,2027.92822265625,2806.481594509549,3491.4277175377156
1967-06-01,1944.4506131685696,2647.835339997944,1974.840829886642,3273.5845750378026,2047.6751833545918,3137.9297256469727,3486.5194386449357,1230.4463084151105,2025.48681640625,2800.431315104167,3474.8305748248927
1967-07-01,1940.9847552959734,2644.712267423931,1973.7126369102327,3279.8792685231856,2043.992770448023,3137.650680541992,3507.2286671605607,1230.1182444502667,2024.6766357421875,2796.050008138021,3481.6420982623927
1967-08-01,1942.1467707707332,2649.1569117495887,1974.1291120940564,3276.397705078125,2049.503497688138,3136.455726623535,3491.34416251347,1230.816054925686,2022.74560546875,2799.706353081597,3474.3808088631467
1967-09-01,1939.715576171875,2661.5462453741775,1976.8627690333947,3275.897216796875,2066.9662786989797,3151.5174865722656,3501.574917497306,1231.35759307117,2019.422119140625,2793.7901814778647,3486.1532277074357
1967-10-01,1944.4757314828726,2677.4479916221217,1979.2717428768383,3285.4521720640123,2081.638507453763,3165.9934997558594,3504.602261247306,1231.0152751643484,2030.3466796875,2810.0379096137153,3502.4900239089443
1967-11-01,1945.2606201171875,2689.156622635691,1982.0732565487133,3280.6422079763106,2094.047452965561,3173.1863021850586,3506.218851023707,1230.082553770484,2032.9906005859375,2824.9194675021704,3517.2674771012935
1967-12-01,1948.248056265024,2692.131122789885,1986.8174833409926,3279.6910439768144,2100.681849888393,3185.0194931030273,3493.1712183459053,1231.277056438167,2032.8619384765625,2827.001953125,3503.5669787176726
1968-01-01,1945.2653151292066,2682.3632491262333,1984.2233695235907,3256.9820280997983,2091.466288663903,3174.7867584228516,3463.0139581088365,1229.2471164610329,2025.8114013671875,2824.1934882269966,3484.4760237068967
1968-02-01,1948.5558143028845,2691.4751554790296,1986.6602280560662,3243.9561413180445,2098.4105947066328,3179.1749954223633,3443.778833849677,1231.4856180330603,2027.6800537109375,2827.5843302408857,3496.359779094828
1968-03-01,1949.639892578125,2673.8236276726975,1982.3340322457107,3296.060279107863,2075.30517578125,3163.072967529297,3510.150988348599,1230.7006091606327,2037.3077392578125,2822.949896918403,3500.3287479795263
1968-04-01,1947.2756019005408,2677.8056897615133,1982.9363654641543,3293.0370699974796,2074.7797751913267,3165.9543991088867,3514.256339237608,1231.3082066977897,2033.4619140625,2821.9358656141494,3508.721502896013
1968-05-01,1945.9973848783052,2658.7167840254933,1978.64990234375,3278.3904044858873,2059.0166364397323,3149.0007400512695,3503.605914938039,1230.9410653463224,2027.7493896484375,2808.505588107639,3490.863878973599
1968-06-01,1946.9643226036658,2655.2437230160363,1978.6631864659926,3278.6449801537296,2053.3078563456634,3146.3287353515625,3500.0141012257545,1231.8640360018103,2029.281982421875,2809.543694390191,3490.085996430496
1968-07-01,1944.427255483774,2645.5224288137333,1975.536870021446,3289.927033455141,2046.669847138074,3139.107894897461,3507.8200767780177,1231.09357880383,2028.40380859375,2798.394266764323,3480.1999848464443
1968-08-01,1942.767333984375,2649.31640625,1974.7337191712622,3274.6121314264115,2053.5265864158164,3137.7893447875977,3494.712882206358,1231.3750104206365,2025.14501953125,2800.8138020833335,3483.5813325026943
1968-09-01,1941.493459848257,2664.7404720908717,1976.0142606847426,3275.325652091734,2068.137655452806,3150.0303268432617,3509.597673087285,1231.3862870379194,2023.18115234375,2801.3198852539062,3498.5839843750005
1968-10-01,1943.2059654822715,2676.9351356907896,1981.1510273054535,3282.0261309223793,2080.822131098533,3168.744659423828,3505.9042042699357,1231.2831971703506,2027.27294921875,2811.2579345703125,3500.763781317349
1968-11-01,1945.7032423753003,2685.9880949321546,1984.2087689568014,3280.436066658266,2086.4266531808034,3177.485466003418,3499.7703815328664,1231.6182950647867,2030.7559814453125,2823.942057291667,3512.1474693561427
1968-12-01,1945.0860830453726,2678.824173776727,1983.9421290977327,3272.9320895287296,2085.6623435507017,3171.5124130249023,3504.186380320582,1229.7413895769819,2028.1334228515625,2822.9088677300347,3498.308694773707
1969-01-01,1947.4341759314902,2680.257696854441,1983.9148427925857,3279.691634639617,2089.9777782206634,3169.1184997558594,3488.3544921875005,1229.976523794779,2030.997802734375,2824.100070529514,3493.8556539601295
1969-02-01,1947.2189096304087,2684.3793367084704,1985.3555118336396,3281.3909715221776,2092.3080755739797,3170.486831665039,3493.938788052263,1230.8383476443407,2031.04931640625,2823.8389756944443,3499.7268150592677
1969-03-01,1950.6393432617188,2678.302001953125,1984.4137752757354,3289.212922127016,2080.8687171157526,3166.128349304199,3499.6784078663795,1231.8958561594893,2035.3873291015625,2823.049079047309,3500.658548289332
1969-04-01,1950.5812424879807,2671.1959035773025,1983.2281374463848,3295.6383489793348,2069.73764847736,3161.5686416625977,3505.022772427263,1231.9444609851373,2036.685791015625,2823.8379584418403,3500.3754714439656
1969-05-01,1948.782935509315,2655.634829872533,1978.3915201822917,3289.6571005544356,2055.2177584901146,3147.641372680664,3502.585996430496,1230.9204473728087,2033.4482421875,2810.0894504123266,3486.2601444639013
1969-06-01,1948.049105130709,2652.0382529810854,1977.6809991574755,3285.4824927545365,2053.045654296875,3144.0874099731445,3498.6027158539873,1231.4610178877667,2033.0009765625,2808.204989963108,3485.827215786638
