,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8,abs_vo500_cluster9,abs_vo500_cluster10,abs_vo500_cluster11,abs_vo500_cluster12
1965-01-01,-3.548394e-05,-6.749571e-05,-5.169859e-07,-6.936688e-05,-5.0262202e-05,-1.9302825e-06,-4.4780452e-05,-7.833433e-05,-6.795516e-05,-3.7014226e-05,-5.080097e-05,-1.3505027e-05
1965-02-01,-2.8044884e-05,-8.1709775e-05,6.6259454e-06,-6.925919e-05,-4.6986865e-05,-1.3380268e-06,-4.05629e-05,-8.317106e-05,-6.139551e-05,-4.7324804e-05,-4.8351198e-05,-8.10297e-06
1965-03-01,-3.676715e-05,-7.7905e-05,4.571004e-06,-7.283963e-05,-4.6583056e-05,-6.147842e-06,-4.7319965e-05,-7.76972e-05,-6.8574336e-05,-3.8503833e-05,-5.9774495e-05,-1.3684503e-05
1965-04-01,-2.7237267e-05,-8.7013126e-05,1.1610682e-06,-7.11885e-05,-5.1931278e-05,-5.4479024e-06,-3.748498e-05,-8.102638e-05,-7.905541e-05,-3.7427006e-05,-4.3406784e-05,-1.0660426e-05
1965-05-01,-1.8389375e-05,-8.495819e-05,-3.415429e-06,-6.077024e-05,-4.334361e-05,-1.227676e-05,-4.1576906e-05,-8.829494e-05,-7.5403186e-05,-3.0840438e-05,-5.88233e-05,-1.8458419e-05
1965-06-01,-1.2924498e-05,-8.928343e-05,-1.1509546e-05,-8.292587e-05,-4.1109208e-05,-1.3721496e-05,-3.2935404e-05,-0.00010118989,-7.5600605e-05,-1.9910687e-05,-6.251142e-05,-1.6412449e-05
1965-07-01,-1.9636693e-05,-7.476427e-05,8.241179e-06,-8.511541e-05,-3.821973e-05,-1.929405e-05,-3.8660513e-05,-8.828596e-05,-7.395845e-05,-2.872269e-05,-6.5750864e-05,-2.4542465e-05
1965-08-01,-9.146643e-06,-8.045348e-05,-1.2887031e-06,-6.1120205e-05,-5.9944632e-05,-1.846849e-05,-3.4721135e-05,-8.428377e-05,-7.091642e-05,-2.4128243e-05,-7.903168e-05,-1.823408e-05
1965-09-01,-1.5885762e-05,-7.861391e-05,-2.150162e-06,-6.631588e-05,-5.5574525e-05,-1.20434415e-05,-3.9172006e-05,-8.7101456e-05,-7.307904e-05,-3.0571235e-05,-5.5171076e-05,-1.5147181e-05
1965-10-01,-1.4620495e-05,-7.2852905e-05,-3.1910895e-06,-6.4898064e-05,-5.4757937e-05,-1.1962686e-05,-4.475353e-05,-9.709796e-05,-6.091094e-05,-3.781287e-05,-5.7486242e-05,-1.2167975e-05
1965-11-01,-2.0973752e-05,-7.952921e-05,2.2648092e-06,-7.030012e-05,-5.7548703e-05,-6.96443e-06,-4.7732745e-05,-9.023322e-05,-6.144038e-05,-3.9616545e-05,-5.395068e-05,-1.317301e-05
1965-12-01,-1.9995638e-05,-7.567957e-05,3.4044497e-06,-6.080614e-05,-5.441694e-05,-1.095765e-05,-3.7565744e-05,-9.819274e-05,-6.4078595e-05,-3.2581305e-05,-6.3561325e-05,-1.7507218e-05
1966-01-01,-3.6977854e-05,-6.5893895e-05,2.501656e-07,-5.788629e-05,-4.8066096e-05,-1.26807645e-05,-3.7826016e-05,-8.290338e-05,-6.992536e-05,-3.6827227e-05,-4.6395216e-05,-1.7759541e-05
1966-02-01,-3.3222175e-05,-8.01508e-05,2.0424632e-06,-6.1356826e-05,-6.167126e-05,-7.898594e-06,-3.5903373e-05,-8.298485e-05,-7.18643e-05,-3.740565e-05,-4.7568356e-05,-2.0138408e-05
1966-03-01,-3.3686545e-05,-7.471688e-05,4.600559e-06,-7.135296e-05,-4.9165916e-05,-6.3832886e-06,-3.3671146e-05,-8.2496044e-05,-7.14814e-05,-3.287603e-05,-4.4578475e-05,-2.058648e-05
1966-04-01,-2.8936956e-05,-7.464356e-05,5.097514e-06,-6.482737e-05,-4.2738087e-05,-1.0464835e-05,-4.706449e-05,-7.368935e-05,-6.116755e-05,-4.0688814e-05,-6.390269e-05,-2.1278958e-05
1966-05-01,-1.5551761e-05,-7.698984e-05,-2.1938758e-06,-6.183749e-05,-5.035535e-05,-8.216317e-06,-5.5284614e-05,-8.595029e-05,-7.786035e-05,-2.8354554e-05,-6.48966e-05,-8.46404e-06
1966-06-01,-1.7254444e-05,-9.239544e-05,-4.3120963e-08,-6.397195e-05,-4.8758575e-05,-1.5466972e-05,-3.7100952e-05,-8.137993e-05,-7.786035e-05,-3.237093e-05,-7.031423e-05,-2.9849396e-05
1966-07-01,-1.2659646e-05,-7.712019e-05,6.262504e-06,-6.272549e-05,-5.547154e-05,-2.741833e-05,-3.5968544e-05,-7.99135e-05,-7.625543e-05,-2.2725113e-05,-6.967063e-05,-4.1890373e-05
