,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8,vo600_cluster9,vo600_cluster10,vo600_cluster11,vo600_cluster12
1965-01-01,1.3046447e-06,8.469942e-07,4.5530614e-06,6.6298526e-08,8.546274e-06,-1.9393337e-07,2.1584805e-05,-1.7979459e-05,8.424104e-08,6.778493e-06,6.383656e-06,1.13819115e-05
1965-02-01,3.996698e-06,2.785273e-06,7.1553804e-06,1.2772805e-05,1.968685e-06,-4.438414e-06,2.457299e-05,-1.5179721e-05,2.7314309e-06,1.0107673e-05,-3.2628814e-06,1.8013343e-05
1965-03-01,-1.988643e-06,8.277071e-06,5.019683e-06,-1.933446e-05,1.4343175e-05,5.6837234e-06,4.8402144e-06,-9.239251e-06,5.5087e-07,6.7067012e-06,4.7594513e-06,1.6532715e-05
1965-04-01,6.464419e-06,-2.491157e-06,-5.066562e-06,3.126268e-06,-2.1232408e-06,-4.3666223e-06,1.0771713e-05,8.2904444e-07,-1.7463535e-06,9.7846205e-06,1.5917976e-06,1.2360026e-05
1965-05-01,3.2160024e-06,-4.590962e-06,6.302893e-06,1.5087979e-05,2.3679604e-07,-4.115369e-06,1.2916382e-05,1.843051e-06,-4.931957e-06,-5.8113583e-06,1.3203535e-05,1.5289843e-06
1965-06-01,5.3516997e-06,-7.031762e-06,-1.2079472e-06,-4.851194e-06,6.585469e-07,-5.6767603e-06,1.02190825e-07,6.5003114e-06,-9.059775e-06,7.303388e-07,1.4370096e-05,-2.6167909e-06
1965-07-01,1.0628137e-05,-7.5522257e-06,-2.2129752e-06,5.3247786e-06,6.1862374e-06,-8.341893e-06,1.35086375e-05,-2.1681117e-06,6.141374e-06,7.720715e-06,-9.522773e-08,1.0269192e-05
1965-08-01,1.6155827e-05,-7.951603e-07,-3.3436445e-06,6.8502777e-06,4.5081906e-06,2.9288494e-06,8.573195e-06,8.295021e-06,4.122332e-06,-8.171395e-06,4.3735854e-06,2.337054e-05
1965-09-01,4.122332e-06,-4.6806963e-06,9.865384e-06,9.578231e-06,8.223229e-06,-4.4519402e-07,8.447569e-06,-1.0553922e-06,5.6881254e-07,-3.2359603e-06,4.4318585e-07,1.356248e-05
1965-10-01,8.833427e-06,1.2687451e-06,7.559189e-06,1.1112701e-05,8.582174e-06,1.8161372e-06,1.7510829e-05,-9.391799e-06,1.0628137e-05,2.0135485e-06,7.514318e-06,9.416712e-06
