,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11,msl_cluster12
1965-01-01,3634.7080775669638,1203.3479963030134,1813.5753086635043,1384.774738468536,2613.598163311298,2900.694580078125,1303.1939500378023,2036.359619140625,4069.504638671875,2188.101461659307,3155.1977157592773,1369.0358754750844
1965-02-01,3624.2133004324774,1201.0933285667784,1810.0306919642856,1382.231662697988,2605.5146046173877,2898.491908482143,1301.2254678049394,2031.6217041015625,4053.327880859375,2186.6631549337635,3153.159523010254,1366.2412076383023
1965-03-01,3643.5385567801336,1203.5249982561384,1817.7945818219864,1385.8243759364298,2612.2710399138623,2902.395717075893,1303.283967048891,2038.671630859375,4069.20263671875,2189.503412661345,3162.4059677124023,1370.557300464527
1965-04-01,3638.866315569196,1203.7618727911088,1817.7061898367745,1387.8583516160104,2614.899620643029,2913.959612165179,1303.5438193044354,2042.400390625,4070.58349609375,2202.1660846212635,3180.6739807128906,1372.5585112700592
1965-05-01,3626.7429896763388,1204.6631585984003,1819.7736467633927,1390.5880444670377,2610.3683080428686,2896.4639718191966,1302.9073210685483,2041.34375,4052.441162109375,2201.995053498641,3178.072166442871,1374.8540929845863
1965-06-01,3649.537222726004,1207.9872494652159,1822.3905290876114,1393.880096853596,2610.978033603766,2904.6262904575897,1305.8447659400201,2042.0877685546875,4056.064208984375,2208.362877887228,3189.100456237793,1377.0275219066723
1965-07-01,3655.2701677594864,1208.5647583007812,1828.905814034598,1395.392681801156,2626.207244090545,2914.3059430803573,1306.057877079133,2052.33251953125,4077.46337890625,2212.578549592391,3196.626853942871,1380.344535209037
1965-08-01,3661.6306849888388,1207.8355335053943,1829.83158656529,1394.3573416095892,2621.383275741186,2898.344900948661,1305.2540637600805,2056.2666015625,4067.967041015625,2205.6093962296195,3179.7861099243164,1379.6458476298565
1965-09-01,3645.4125540597097,1208.234369187128,1826.1991228376114,1394.0382866010275,2620.3370705629004,2903.138078962054,1306.0595703125,2048.97802734375,4065.73095703125,2204.347560716712,3179.2736053466797,1378.9083119985219
1965-10-01,3639.588928222656,1206.839570545015,1822.7201189313614,1392.0051470194778,2620.8574343950318,2903.4648786272323,1305.1839323966733,2047.369873046875,4070.81201171875,2200.89575726053,3171.294593811035,1376.9542797191723
1965-11-01,3637.1662684849325,1205.7684762137278,1822.0869881766182,1390.1574539811645,2620.299040965545,2902.808489118304,1304.5374322706652,2047.4232177734375,4077.627197265625,2196.867967688519,3165.9894943237305,1375.600289009713
1965-12-01,3617.022051130022,1203.6585489908855,1814.5031520298548,1386.5015317315924,2606.9800743689902,2895.716203962054,1302.2903540826612,2038.6600341796875,4053.21337890625,2188.8674528702445,3153.939628601074,1370.6900931693413
1966-01-01,3618.267386300223,1204.7701154436384,1815.676552908761,1387.468479104238,2614.2071063701924,2907.083740234375,1304.4852570564515,2037.5416259765625,4070.84130859375,2190.4299528702445,3159.9023818969727,1371.8097583667652
1966-02-01,3619.7880336216513,1202.662876674107,1811.9784763881137,1384.462372244221,2612.3258150540864,2899.785853794643,1302.7709173387098,2038.25244140625,4069.430419921875,2189.510444972826,3156.1559677124023,1368.629909206081
1966-03-01,3638.6010306222097,1202.5240943545386,1816.322762625558,1385.8576526380566,2613.9732947716343,2902.598876953125,1302.4132907006049,2040.3292236328125,4066.805908203125,2194.817186438519,3167.096519470215,1370.4537056587837
1966-04-01,3626.875305175781,1203.6997477213542,1816.9443402971538,1388.2410336847174,2615.491818159054,2911.2090192522323,1302.630103326613,2039.4039306640625,4069.73291015625,2197.95386272928,3175.91552734375,1373.0010161528717
1966-05-01,3629.2622157505575,1206.5862746465775,1818.66705758231,1392.0099127782535,2613.1039350460737,2909.803641183036,1304.758064516129,2038.73828125,4060.219482421875,2207.1659253991165,3190.251350402832,1375.712791649071
