,mgv500_cluster1,mgv500_cluster2,mgv500_cluster3,mgv500_cluster4,mgv500_cluster5,mgv500_cluster6,mgv500_cluster7,mgv500_cluster8,mgv500_cluster9,mgv500_cluster10,mgv500_cluster11,mgv500_cluster12
1965-01-01,0.24519268,0.18647006,0.10758452,-0.1401101,-0.047978878,0.25608358,-0.18249634,0.13010225,-0.46566004,-0.19883272,-0.14584991,0.27977866
1965-02-01,0.1217133,0.013834405,0.15850687,-0.29125828,-0.09478035,0.3223121,-0.16925064,0.71938884,-0.32481405,-0.021193122,0.054307412,0.4374025
1965-03-01,-0.15350294,0.091101006,-0.15688801,-0.2497551,-0.047095824,0.5217335,0.054896068,-0.22797327,-0.5816335,0.21649365,-0.22591284,0.09095384
1965-04-01,0.04429952,-0.030317927,0.056367684,-0.22605999,-0.04842038,0.4871475,-0.23856983,-0.009419203,-0.026932906,-0.24578138,0.08786321,0.7376385
1965-05-01,0.015747666,-0.20987077,-0.02928772,-0.051805425,-0.095369056,0.0952219,-0.44726315,-0.060930252,-0.031936835,0.005592632,-0.13554767,0.2836052
1965-06-01,-0.099048376,-0.2141389,-0.04032583,0.012362671,-0.048567604,-0.08491969,-0.10640714,0.5564667,-0.16939783,-0.05666213,-0.083300754,0.32540283
1965-07-01,-0.4188586,-0.20795754,-0.087716006,0.030612279,-0.06622851,0.25505337,0.0060341833,-0.01133244,-0.031642534,-0.14143467,-0.11406021,0.28080887
1965-08-01,-0.49288732,-0.37397033,0.20530836,0.27712953,-0.07005505,0.24740028,-0.40369958,0.6331447,-0.25343457,-0.45668238,-0.5146691,0.12951359
1965-09-01,-0.057545207,-0.03488035,0.0017660856,-0.101550385,-0.18190765,0.40016738,-0.15188405,0.28831476,-0.26020446,-0.21855411,-0.09831254,-0.05725088
1965-10-01,0.14143464,-0.14481969,0.08344793,0.1262757,-0.21987867,-0.052835654,0.23430176,0.53483206,0.10964499,-0.31730816,-0.29140547,-0.013098526
1965-11-01,-0.004856753,0.17513761,-0.43725538,0.10905631,-0.08742163,0.36734748,-0.328935,0.3351163,-0.10302212,-0.1170037,-0.24578138,-0.289345
1965-12-01,0.020310069,0.3027379,0.0853612,-0.05931134,-0.067847446,0.43284017,-0.5290922,0.3546905,-0.3577811,0.038706876,0.13451748,0.34188628
1966-01-01,0.13945885,0.031971384,0.21555364,-0.015045357,-0.015334701,0.05598607,-0.022568036,0.19906159,0.117035486,0.14958553,0.08564277,0.31826708
