,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11,sst_cluster12
1965-01-01,15.666199,27.216187,23.543304,27.606354,18.434937,24.207947,27.805939,16.4346,14.571472,28.110321,19.50122,26.304077
1965-02-01,16.377716,27.806458,23.576752,27.608856,18.953857,24.588654,28.137268,17.361176,14.847412,28.034973,19.937317,26.809021
1965-03-01,16.011475,27.423737,24.231384,27.64029,18.78122,24.977325,28.311401,17.348694,14.2491455,27.466644,19.844513,26.615936
1965-04-01,14.572968,27.851349,22.858246,28.358795,18.233856,24.742828,28.181183,16.405151,13.627441,28.615753,19.591522,26.11496
1965-05-01,13.356018,26.77359,21.776978,28.339325,16.977966,23.89209,27.13034,15.283508,13.076599,28.40271,18.927917,24.760284
1965-06-01,12.697876,25.509216,20.462738,28.096344,15.881744,22.562347,26.04361,14.45871,12.379547,27.396301,17.264374,23.682526
1965-07-01,12.015808,24.73584,19.65091,28.174194,15.352844,21.572906,25.187897,14.065033,11.403564,25.934845,16.94754,22.939087
1965-08-01,12.669922,23.935486,18.801666,27.76654,15.610321,20.673798,25.07013,14.373901,11.3377075,25.530182,16.474518,22.025482
1965-09-01,11.939453,24.131592,17.932495,27.787994,15.60434,20.463715,25.682373,14.118927,10.970459,26.019653,17.139648,22.37027
1965-10-01,12.100128,24.524261,19.652924,27.50058,15.220123,21.71164,26.032623,13.752686,11.179535,27.145325,16.86969,22.780914
1965-11-01,13.267181,25.408447,20.381378,27.658752,16.340302,22.619751,27.452698,14.78952,11.634094,28.850769,18.040253,23.915527
1965-12-01,15.237091,26.781067,22.21756,28.027985,18.542725,23.849182,28.400208,16.262451,13.225281,29.034882,20.192291,25.545654
1966-01-01,16.781555,26.987457,23.678772,28.06662,19.913208,24.766022,28.276428,17.206177,14.264618,28.049988,21.479553,26.58603
1966-02-01,17.809296,27.997528,24.645996,28.76709,21.050385,24.848236,28.441315,18.553131,14.403809,28.42923,22.356018,27.325836
1966-03-01,16.886444,27.612762,24.373688,28.79483,20.41397,24.898163,29.196747,18.387238,14.464325,28.239105,21.990906,26.570892
1966-04-01,15.925781,27.531067,23.403442,28.78122,19.648468,24.689392,28.85434,17.669617,13.499115,28.970825,21.20874,26.660156
1966-05-01,14.917694,26.680817,22.342896,28.881561,17.354431,23.635895,27.503845,15.645386,12.721497,28.330872,19.638367,25.250153
1966-06-01,13.348328,25.534058,21.285889,28.33844,16.337769,22.878448,26.705536,14.501648,12.362946,27.013153,18.88144,23.906708
1966-07-01,12.551025,24.389832,19.981812,28.68692,15.69278,21.674194,25.744354,14.105774,11.696259,26.121063,17.724579,22.430634
1966-08-01,12.513214,23.619781,18.998932,27.684387,15.540497,20.880463,25.51944,14.1315,10.835419,25.947083,16.928314,22.074127
1966-09-01,12.4340515,23.920319,19.262177,27.444824,14.906586,20.885986,25.274872,13.657471,10.456696,26.32077,16.043274,22.138153
1966-10-01,12.641296,24.312164,20.202179,27.735321,15.170837,21.305573,26.037872,14.191498,11.154144,27.656128,16.213715,22.556732
1966-11-01,13.038696,25.74939,21.009033,28.286499,16.579346,22.473022,27.479126,14.791626,12.651886,29.388885,17.96109,23.784668
1966-12-01,15.615112,27.45694,23.316193,28.144287,17.542542,23.966217,28.11856,15.638336,13.904053,29.593628,19.25058,26.275879
1967-01-01,17.244354,27.464172,23.91632,28.220917,19.268677,24.536346,27.82428,17.044006,15.101807,28.360657,20.5578,27.117096
1967-02-01,17.971527,28.164825,24.21231,28.348145,19.895203,24.873901,28.28003,18.2565,16.192108,27.730103,21.364136,27.460663
1967-03-01,17.331482,28.0336,23.362915,28.62259,20.230774,24.776733,29.201538,18.202423,15.460419,27.872345,21.676147,27.16269
1967-04-01,15.974243,27.826782,22.238068,28.987183,19.704895,24.0766,28.74878,17.662018,14.148254,28.432281,21.565948,26.389404
