,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10,ssta20_cluster11,ssta20_cluster12
1965-01-01,-10.852478,0.69750977,-2.9753723,1.087677,-8.08374,-2.31073,1.287262,-10.084076,-11.947205,1.5916443,-7.017456,-0.21459961
1965-02-01,-10.445038,0.9837036,-3.2460022,0.7861023,-7.8688965,-2.2341003,1.3145142,-9.461578,-11.975342,1.2122192,-6.885437,-0.01373291
1965-03-01,-11.001404,0.41085815,-2.7814941,0.6274109,-8.231659,-2.035553,1.298523,-9.664185,-12.763733,0.45376587,-7.1683655,-0.39694214
1965-04-01,-12.961914,0.3164673,-4.6766357,0.8239136,-9.301025,-2.7920532,0.64630127,-11.12973,-13.90744,1.0808716,-7.9433594,-1.4199219
1965-05-01,-14.089722,-0.67214966,-5.668762,0.8935852,-10.467773,-3.55365,-0.31539917,-12.162231,-14.369141,0.9569702,-8.517822,-2.6854553
1965-06-01,-14.296265,-1.4849243,-6.5314026,1.1022034,-11.112396,-4.431793,-0.950531,-12.535431,-14.6145935,0.40216064,-9.729767,-3.311615
1965-07-01,-14.535889,-1.8158569,-6.9007874,1.6224976,-11.198853,-4.9787903,-1.3638,-12.486664,-15.148132,-0.6168518,-9.6041565,-3.6126099
1965-08-01,-13.773895,-2.5083313,-7.642151,1.3227234,-10.833496,-5.7700195,-1.3736877,-12.069916,-15.10611,-0.91363525,-9.969299,-4.418335
1965-09-01,-14.656799,-2.4646606,-8.663757,1.191742,-10.991913,-6.132538,-0.9138794,-12.477325,-15.625793,-0.5765991,-9.456604,-4.2259827
1965-10-01,-14.784241,-2.3601074,-7.2314453,0.61621094,-11.664246,-5.1727295,-0.8517456,-13.131683,-15.704834,0.2609558,-10.014679,-4.1034546
1965-11-01,-13.816345,-1.6750793,-6.7021484,0.57522583,-10.743225,-4.4637756,0.36917114,-12.294006,-15.449432,1.7672424,-9.043274,-3.1679993
1965-12-01,-11.77298,-0.2290039,-4.792511,1.0179138,-8.467346,-3.1608887,1.3901367,-10.74762,-13.78479,2.0248108,-6.8177795,-1.4644165
1966-01-01,-10.260651,-0.054748535,-3.3634338,1.0244141,-7.128998,-2.276184,1.2342224,-9.836029,-12.777588,1.007782,-5.5626526,-0.45617676
1966-02-01,-9.407074,0.78115845,-2.5703735,1.5507202,-6.165985,-2.3681335,1.2249451,-8.663239,-12.812561,1.2128601,-4.8603516,0.10946655
1966-03-01,-10.488373,0.23794556,-3.0011292,1.4200134,-6.960846,-2.476654,1.8219299,-8.987579,-12.910492,0.86428833,-5.383911,-0.80392456
1966-04-01,-11.762054,-0.1567688,-4.2843933,1.0933838,-8.039368,-2.9984436,1.1665039,-10.018219,-14.188721,1.2829895,-6.4790955,-1.0276794
1966-05-01,-12.605835,-0.8427124,-5.1806335,1.3580322,-10.169098,-3.8876343,-0.019683838,-11.878143,-14.802032,0.8073425,-7.8851624,-2.2733765
1966-06-01,-13.877808,-1.6920776,-5.9402466,1.1123047,-10.888367,-4.347687,-0.52059937,-12.724487,-14.86319,-0.21298218,-8.344696,-3.3194275
1966-07-01,-14.29953,-2.4607239,-6.868744,1.8363647,-11.157776,-5.176361,-1.1062012,-12.7447815,-15.154297,-0.7294922,-9.125977,-4.419922
1966-08-01,-13.972473,-2.8659058,-7.4867554,1.1987,-10.94519,-5.6052246,-0.96624756,-12.354187,-15.650269,-0.53860474,-9.557373,-4.41156
1966-09-01,-14.02478,-2.5385132,-7.1966553,0.98599243,-11.552246,-5.5728455,-1.18396,-12.801361,-16.002136,-0.13806152,-10.415558,-4.3206787
1966-10-01,-14.096527,-2.4256592,-6.5356445,0.99749756,-11.566986,-5.432251,-0.6999512,-12.546326,-15.583679,0.91830444,-10.524109,-4.1810913
1966-11-01,-13.895081,-1.1843872,-5.9247437,1.3527222,-10.354431,-4.4607544,0.5453491,-12.142151,-14.281891,2.4551086,-8.972687,-3.149109
1966-12-01,-11.30481,0.5370178,-3.6037292,1.2243652,-9.37738,-2.9537048,1.1986389,-11.281586,-13.015869,2.673706,-7.669342,-0.64404297
1967-01-01,-9.530792,0.6890259,-2.8588257,1.4457703,-7.5064697,-2.2388,1.0491333,-9.73114,-11.67334,1.5855103,-6.217346,0.34194946
1967-02-01,-8.904663,1.2886353,-2.6638794,1.4719543,-6.9809875,-2.0022888,1.4038391,-8.61969,-10.684082,0.85391235,-5.5120544,0.58447266
1967-03-01,-9.802887,0.89923096,-3.7714539,1.4882202,-6.903595,-2.3576355,2.0671692,-8.931946,-11.67395,0.7379761,-5.4582214,0.028320312
1967-04-01,-11.519226,0.333313,-5.2554016,1.4937134,-7.788574,-3.41687,1.25531,-9.831451,-13.345215,0.93881226,-5.9275208,-1.104065
1967-05-01,-13.531311,-1.4083557,-6.2478027,1.6912537,-8.904205,-3.7321777,0.4421997,-10.81134,-14.062683,0.5373535,-7.3280945,-2.7355347
1967-06-01,-14.1215515,-2.075714,-7.2111816,1.7681274,-9.939178,-4.097046,-0.22317505,-11.714081,-14.62439,-0.294281,-8.184784,-3.4474792
1967-07-01,-13.855743,-1.9551392,-7.482239,1.9372864,-10.539276,-5.3136597,-0.9159241,-12.615204,-14.646545,-0.9324646,-9.305756,-3.764618
