,vws_v250-50_cluster1,vws_v250-50_cluster2,vws_v250-50_cluster3,vws_v250-50_cluster4,vws_v250-50_cluster5,vws_v250-50_cluster6,vws_v250-50_cluster7,vws_v250-50_cluster8,vws_v250-50_cluster9
1965-01-01,-6.837725639343262,-6.4285807609558105,-2.7389168739318848,-8.294017791748047,6.966504096984863,4.480727195739746,1.3731378316879272,4.575654029846191,-2.3312435150146484
1965-02-01,-3.80887508392334,-1.074373722076416,9.720873832702637,8.82237434387207,-1.2730591297149658,-4.711054801940918,-0.27668797969818115,-3.1708741188049316,3.788270950317383
1965-03-01,-3.857442855834961,-4.749320030212402,4.653656959533691,3.6484551429748535,2.5085887908935547,-3.348219394683838,-1.9971575736999512,-0.12436223030090332,1.54901123046875
1965-04-01,0.0390012264251709,-0.2111952304840088,-3.779440402984619,-3.572660446166992,6.541905403137207,0.8705370426177979,-4.438046455383301,-0.24651718139648438,-2.643253803253174
1965-05-01,-2.3893775939941406,-5.4601731300354,3.9413318634033203,9.009284973144531,-1.2134535312652588,-8.326395988464355,-1.3643072843551636,0.6357936859130859,-7.434518337249756
1965-06-01,2.1664083003997803,0.9271992444992065,1.2531907558441162,4.582276821136475,-1.9802325963974,-5.767767906188965,0.30612289905548096,1.9147398471832275,-5.346112251281738
1965-07-01,3.32835054397583,1.5762386322021484,0.07505905628204346,6.2497639656066895,1.4710087776184082,-0.4658071994781494,-4.322514533996582,1.6770532131195068,0.5504324436187744
1965-08-01,0.47905290126800537,0.4415234327316284,-1.4820469617843628,4.477047443389893,-0.04194474220275879,0.3259916305541992,-6.951786041259766,0.4694865942001343,0.8543479442596436
1965-09-01,1.1008650064468384,-1.6152397394180298,1.0383158922195435,3.1421751976013184,-3.2444615364074707,-4.5535783767700195,-5.731709957122803,-0.2752162218093872,-1.1560554504394531
1965-10-01,0.6534547805786133,-4.055392742156982,7.488973617553711,2.6197056770324707,-6.34027624130249,-5.994416236877441,3.8471407890319824,-0.8219693899154663,-10.42142391204834
1965-11-01,-1.6071453094482422,-1.5048589706420898,-3.29376482963562,-0.6998145580291748,-2.8699021339416504,3.4711098670959473,1.9441750049591064,0.24946069717407227,-2.2186551094055176
1965-12-01,-3.854499101638794,-7.418329238891602,-2.791163921356201,0.8300642967224121,0.305387020111084,-3.8471407890319824,-3.2334227561950684,-2.3481686115264893,3.3401248455047607
1966-01-01,-7.070592880249023,-12.079683303833008,-1.3757820129394531,1.8162922859191895,3.700577974319458,-2.117199659347534,3.675985336303711,5.159543991088867,-4.402213096618652
