,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9
1965-01-01,26.480713,27.447205,28.105835,28.155212,11.975891,25.938843,21.613342,24.02481,26.897827
1965-02-01,26.552551,27.819916,28.519958,28.481049,9.825836,27.02008,20.501648,24.289764,26.917786
1965-03-01,27.2117,28.452118,28.51947,28.864258,10.958984,27.76654,21.21167,25.126038,27.504578
1965-04-01,28.686127,29.636139,29.205536,29.715485,12.992767,29.103241,22.375732,26.49469,28.680145
1965-05-01,29.470978,29.654602,28.622253,29.7594,18.714355,29.090271,25.848022,28.223083,29.834229
1965-06-01,27.655762,28.614777,28.297424,29.00946,23.874634,27.187225,29.26242,28.861755,29.482971
1965-07-01,26.421326,28.375275,28.325378,28.50351,26.921295,25.940826,31.543182,28.558868,28.068909
1965-08-01,25.859497,28.192139,27.868805,28.388733,26.451263,26.25766,33.275085,27.184235,27.301514
1965-09-01,26.565521,28.51648,28.128784,29.175598,25.061646,26.862427,32.957733,27.185242,27.655273
1965-10-01,28.381744,28.747498,28.463593,29.055359,22.746979,27.95166,31.6315,28.488037,29.159637
1965-11-01,28.166199,28.891205,28.409698,29.251434,18.470856,29.100769,28.6008,27.849854,28.927124
1965-12-01,27.305481,28.235046,28.481049,28.491028,14.962677,27.677216,24.937408,25.875458,27.86383
1966-01-01,26.687897,28.079224,28.524536,28.622375,13.225769,27.148804,22.713043,24.580444,27.320282
1966-02-01,26.962738,28.046448,28.960754,28.908813,11.432526,27.784729,22.209778,24.328796,27.7807
1966-03-01,27.502838,28.856354,29.181122,29.514465,13.265106,28.670776,22.873932,24.757446,27.884583
1966-04-01,29.050507,30.1055,29.24414,29.971344,14.643341,30.125153,23.863342,26.73227,28.981415
1966-05-01,29.911835,29.818054,29.305664,29.900238,20.0625,29.365173,26.97937,28.091858,29.855347
1966-06-01,28.609253,28.752472,28.888123,29.203796,24.670715,28.08075,29.70105,28.675323,29.477142
1966-07-01,26.893646,28.378296,29.071686,29.128174,27.849792,26.781189,31.466064,28.792297,28.316772
1966-08-01,25.7948,28.190186,28.235077,28.850311,28.336426,26.028778,33.609833,27.488708,27.54065
1966-09-01,26.88507,28.401978,28.597137,28.831635,26.478119,26.483643,33.228058,28.072693,28.127136
1966-10-01,28.022247,28.391388,28.613281,28.633453,23.496216,27.572937,31.07019,28.704071,28.97638
1966-11-01,27.813965,28.715149,27.999573,28.546204,21.200684,28.340454,28.47409,26.732788,28.17807
1966-12-01,26.580475,28.25827,28.05655,28.6521,16.978241,27.344482,25.124573,25.008606,27.297577
1967-01-01,26.020782,27.803741,28.129272,27.916931,13.420044,25.989258,22.491486,23.852722,26.501099
1967-02-01,26.310272,27.65097,28.51941,28.024109,10.685028,26.421448,21.322052,23.679443,27.15866
1967-03-01,27.731628,28.041626,29.000214,29.079346,11.181854,28.044128,21.15979,25.532501,28.21341
1967-04-01,29.159973,29.691833,29.240112,30.320892,13.9313965,29.959778,22.159943,26.246674,29.30069
1967-05-01,30.120544,30.091492,29.342255,29.956787,19.454987,30.562286,25.395264,28.255463,30.196167
1967-06-01,28.584015,29.02475,28.977661,28.916077,24.819305,28.025604,28.31958,29.22757,29.651276
1967-07-01,25.986755,28.497375,28.850952,28.76883,26.817596,26.10495,31.4888,29.135925,27.979034
1967-08-01,25.24701,27.732117,28.54596,28.208893,27.43161,26.089905,33.572235,27.808746,26.838654
1967-09-01,25.382751,28.384186,28.581024,28.832428,25.963196,25.860535,33.089935,27.919922,27.452148
1967-10-01,27.143158,28.404724,28.258972,28.638123,22.324707,27.292389,31.242401,28.291534,28.312073
1967-11-01,27.547821,28.384186,28.271515,28.301056,19.55014,27.86734,29.020752,26.987396,27.981537
1967-12-01,26.473053,28.17685,28.540436,28.394714,16.20514,26.486572,24.600952,25.628143,27.617432
1968-01-01,26.09372,27.779358,28.142883,28.078094,13.276367,25.621368,21.5878,24.041077,26.918243
1968-02-01,26.294037,27.559723,28.434692,28.262085,11.847931,26.773804,19.913055,23.403534,26.416199
1968-03-01,26.975098,28.354095,28.638977,28.723053,11.614471,27.869354,20.85379,24.458527,27.484558
1968-04-01,28.876892,29.589142,29.062866,29.796875,13.691345,29.633148,22.908417,26.476532,28.89569
1968-05-01,29.698425,29.48822,28.839783,29.1781,20.78061,29.456085,26.396423,28.240326,29.456085
1968-06-01,28.38031,28.637482,28.496521,28.480194,24.016357,27.874817,28.617706,29.117767,29.19986
1968-07-01,26.601196,28.58258,28.260101,28.27594,25.924072,26.111511,30.924072,29.164246,27.749664
1968-08-01,26.052155,28.25119,27.635895,28.642944,27.54242,26.049194,31.850006,27.16159,27.110626
1968-09-01,26.145142,28.474274,27.820892,28.552917,25.87857,26.566559,32.23877,27.490479,27.31195
1968-10-01,27.6745,28.10727,27.904968,28.381287,22.82779,27.552307,30.423523,28.156738,28.384247
1968-11-01,27.997467,28.175018,27.970764,28.796265,19.372437,28.379791,28.1503,27.111633,28.26654
1968-12-01,27.288208,27.755096,28.121124,28.728516,15.558014,27.730377,25.414124,26.236664,27.5177
1969-01-01,26.886414,27.656036,28.762543,28.568237,13.979462,26.939209,22.926422,24.400085,26.606445
1969-02-01,26.751556,28.196991,29.161987,28.962524,11.589539,27.170471,21.26358,23.646332,26.507477
1969-03-01,27.575531,28.922546,29.351196,29.22403,10.829651,28.908691,22.406494,25.596832,28.146759
1969-04-01,30.048035,30.09726,29.665497,30.400787,11.832581,30.30133,23.082306,28.428253,29.636292
1969-05-01,30.834076,30.331055,29.480408,30.237213,18.90802,30.543854,26.708984,29.414764,30.536163
1969-06-01,28.600525,28.969696,29.073273,29.359406,23.816559,27.919098,29.334259,29.347107,29.457336
1969-07-01,26.807434,28.194427,29.075348,28.858429,25.299957,26.504913,31.244263,28.48056,28.28775
1969-08-01,26.078308,28.475922,29.185577,28.556946,26.194702,25.95935,32.969666,26.850525,27.104828
1969-09-01,26.697205,28.580017,28.979462,28.832794,24.59082,26.526459,32.44052,27.248932,27.500671
1969-10-01,28.179047,28.94101,28.726166,28.847168,20.638031,27.773987,30.548462,27.999573,28.379547
1969-11-01,28.196472,28.400543,28.448242,29.091217,17.81842,28.883057,27.554016,28.092896,28.542084
1969-12-01,27.262238,27.77295,28.323639,28.474915,14.625519,27.132019,24.769775,26.125488,27.640137
1970-01-01,27.511658,27.497192,28.855743,28.567505,12.191467,26.790009,22.522705,25.295074,27.108734
1970-02-01,27.445007,27.786957,28.791687,28.903778,10.360779,27.494598,22.188995,24.529022,27.44812
1970-03-01,28.147003,28.713165,29.367645,29.271057,10.718231,28.631042,21.958618,25.407684,28.072632
1970-04-01,30.132172,29.688965,29.397095,30.172455,13.312927,30.533539,24.01712,27.936768,29.402771
1970-05-01,30.257172,29.384705,29.192535,29.76593,18.466156,30.014893,26.634003,28.84076,29.954468
1970-06-01,28.216248,28.653748,29.05719,28.768951,22.770142,27.558136,28.854706,29.529846,29.279846
1970-07-01,26.425842,28.406342,29.025696,28.929596,26.284302,25.627228,31.284088,28.83612,27.806091
1970-08-01,25.716064,28.166656,28.899658,28.709564,27.945557,25.6391,33.387024,28.222961,27.200684
1970-09-01,26.030151,28.048859,28.3526,28.588684,24.661255,26.223328,33.26355,28.01477,27.04776
1970-10-01,27.554016,28.161469,28.27304,28.182129,21.427063,26.816864,30.193634,28.046295,27.880463
1970-11-01,27.810211,28.36499,28.276154,27.867035,19.671783,27.828827,27.884613,27.118011,27.574677
1970-12-01,27.008514,28.147003,28.492584,27.998749,17.427338,26.88144,25.542511,25.996582,27.05243
1971-01-01,26.521606,27.680847,28.535187,28.258972,13.9982605,26.195465,22.726654,24.291077,26.663422
1971-02-01,26.604614,27.574585,28.56485,27.982758,10.9296875,26.801758,21.616333,24.384949,26.757782
1971-03-01,27.384369,28.12851,28.807465,28.871704,10.925232,28.276276,22.078827,25.268951,27.66156
1971-04-01,29.228455,29.62082,29.107391,29.966705,13.151306,30.146576,23.57309,27.230194,29.134583
1971-05-01,30.088257,29.307037,29.252167,29.686035,19.014221,30.183136,26.977173,29.115814,30.13321
1971-06-01,27.860199,28.624634,28.812408,28.919617,23.712433,28.049469,29.279846,29.720123,28.9888
1971-07-01,26.29776,28.31134,28.673553,28.801544,26.095154,26.43216,31.370544,28.521362,27.54248
1971-08-01,25.588165,28.437836,28.43686,28.426971,27.166443,26.108978,33.502228,28.14679,27.156555
1971-09-01,26.362,28.286163,28.353363,28.770386,25.729492,26.15149,32.00946,27.666992,27.302826
1971-10-01,27.368042,28.32962,27.7016,28.05835,21.727997,26.754333,29.902954,27.665527,28.00647
1971-11-01,27.259338,27.950623,28.07367,28.18338,18.787903,27.676392,27.483185,27.040436,27.917511
1971-12-01,27.140747,27.58496,28.033142,28.21402,15.207916,27.244019,24.814362,25.64154,27.0607
1972-01-01,26.819244,27.383575,28.539001,28.661926,11.240051,27.164062,21.685333,24.285065,26.757568
1972-02-01,26.876648,27.748962,28.573914,28.55478,9.493042,27.409882,20.21283,23.717865,26.515564
1972-03-01,27.744171,28.07846,28.803955,28.836945,9.324219,28.198486,20.421814,25.099976,27.08899
1972-04-01,29.282196,29.701141,29.31424,29.850342,12.6006775,29.960815,22.730286,27.04306,28.68631
1972-05-01,30.356812,29.656647,29.327637,30.057892,18.230988,30.408447,25.043549,28.193726,29.704468
1972-06-01,28.7695,29.321411,29.30371,29.26593,22.8154,28.254913,28.401764,29.112427,29.275482
1972-07-01,26.408447,28.812561,29.130096,28.531342,24.546173,26.965118,31.001953,28.799164,27.53421
1972-08-01,25.889069,28.242981,28.252533,28.899109,26.01532,26.7193,32.426636,26.905823,27.072723
1972-09-01,26.947906,28.247742,28.282654,29.120544,22.674347,27.453888,32.034943,27.341492,27.319977
1972-10-01,28.639923,28.493103,28.267853,28.879028,19.801056,28.528473,30.229584,28.264984,28.88095
1972-11-01,28.55719,28.77478,28.560059,29.194672,16.653748,28.934021,27.69394,27.259216,28.714996
1972-12-01,27.922546,28.35727,28.86325,29.077026,12.589661,27.940247,24.135834,26.138702,27.593536
1973-01-01,26.42572,27.970856,29.04364,28.712585,9.553589,27.303864,21.127716,24.484467,26.452911
1973-02-01,26.847076,27.540253,29.430054,28.63977,9.24823,27.689789,20.640839,24.086914,26.755798
1973-03-01,27.699493,28.731506,29.76596,29.467926,9.801147,28.7854,21.479645,25.122345,27.320374
1973-04-01,29.45868,30.126648,29.816925,30.22519,12.259369,30.026154,23.219452,26.964539,29.103363
1973-05-01,30.076172,29.726654,29.479553,29.796051,18.36853,29.625183,26.51065,28.849945,29.739258
1973-06-01,27.96405,28.484436,28.854828,28.823273,23.07721,27.989288,28.127167,29.245087,28.794128
1973-07-01,26.146576,28.100952,28.935883,28.408203,26.411163,26.169891,31.306732,28.358704,27.053864
1973-08-01,25.709229,28.19461,28.358704,28.260162,26.929108,25.68106,33.465424,27.64804,26.67038
1973-09-01,26.031555,28.360657,28.244629,28.65384,24.461182,25.624268,32.520782,27.304352,27.133972
1973-10-01,27.898499,28.243164,28.134918,28.386871,22.114594,26.899506,31.022736,27.915009,28.121338
1973-11-01,27.687347,28.023254,28.141235,28.416473,18.081635,28.149963,27.19513,26.836395,27.830566
1973-12-01,26.210663,28.01355,27.897064,28.198029,15.096222,26.544647,23.699036,25.474274,26.859192
1974-01-01,26.018036,27.519257,28.025848,27.775238,11.732269,25.907898,21.627472,24.025879,26.726318
1974-02-01,26.270111,27.623505,28.30191,27.927979,10.8967285,27.194733,20.64508,23.836456,26.546173
1974-03-01,27.28186,28.213318,28.813904,28.917694,10.703888,28.493805,21.344543,24.780151,27.669525
1974-04-01,29.170746,29.517303,28.833984,29.454132,12.942261,29.795807,23.407196,26.519257,29.138428
1974-05-01,29.712097,29.507019,28.76596,29.345001,18.22464,29.91034,25.466888,28.09195,29.641602
1974-06-01,28.126678,28.462952,28.789917,28.603455,21.962769,28.472748,28.589722,29.044952,29.128632
1974-07-01,26.384644,28.355286,28.572113,28.629395,25.42627,26.721405,30.623505,28.04544,27.614716
1974-08-01,25.680786,28.256897,28.405212,28.493317,26.534912,25.944122,33.01654,27.75763,26.79483
1974-09-01,25.906433,28.444366,28.149689,28.36261,24.720947,26.369476,32.348877,27.4747,26.759094
1974-10-01,27.300964,28.580444,27.967133,28.306824,21.908417,26.935791,30.157532,27.810486,27.84671
1974-11-01,27.257385,28.348907,27.84134,28.623505,18.157593,27.503113,27.744415,27.32837,27.812927
1974-12-01,26.5271,27.603943,28.040558,28.085571,14.918732,26.863861,24.695984,25.500671,26.728271
1975-01-01,26.278442,27.014404,28.339691,27.78714,12.110352,26.011597,21.866913,24.154968,26.14737
1975-02-01,26.442993,27.46701,28.353851,28.086517,10.703491,26.860718,20.68872,23.755157,26.39679
1975-03-01,27.051666,28.124725,29.066254,28.715942,10.626648,28.093597,21.292664,24.094604,27.120026
1975-04-01,28.782898,29.26944,29.1445,29.41983,13.980194,29.761658,23.193146,25.97342,28.173737
1975-05-01,29.441986,29.282654,28.842285,29.149689,19.372375,29.391083,26.8461,28.408539,29.22702
1975-06-01,28.43399,28.181305,28.465576,28.785706,25.33081,27.85788,27.926239,28.040802,29.113861
1975-07-01,26.569824,27.823456,28.695679,28.768738,28.428345,26.467041,31.851196,28.395813,27.938019
1975-08-01,25.690521,27.549042,28.032318,28.194489,28.434937,25.40152,32.6593,27.403381,27.080414
1975-09-01,26.075714,27.781952,28.014404,28.248718,25.513245,25.99887,32.83374,27.566956,27.112946
1975-10-01,26.845154,28.21524,27.8013,27.93283,21.558105,26.333618,29.66452,27.55423,27.632965
1975-11-01,27.235992,27.97525,27.53302,27.764526,18.160248,26.86731,27.353394,26.931427,27.5401
1975-12-01,26.622162,27.42694,27.706055,27.875305,14.644501,26.26477,24.129974,25.56369,27.045044
1976-01-01,26.107971,26.826508,27.643005,27.636047,12.711395,25.649994,21.208496,23.868317,26.25119
1976-02-01,26.467987,27.394867,28.027863,28.121368,9.942688,26.74942,20.455658,23.661469,26.882202
1976-03-01,27.308838,28.180023,28.53061,29.013947,9.988922,28.365509,20.288574,25.033417,27.643005
1976-04-01,28.980621,29.214813,29.115387,29.657867,12.963013,29.300842,22.786804,26.843903,28.635529
1976-05-01,29.655884,29.1109,29.005493,29.51715,17.727234,29.307312,26.00058,28.442078,29.900055
1976-06-01,28.045288,28.821503,28.648956,28.85382,22.469055,27.833466,28.434143,29.119354,29.272003
1976-07-01,26.558472,28.611145,28.483856,28.430145,25.372528,26.12091,30.640472,28.890106,28.232239
1976-08-01,25.673859,27.880188,28.264557,28.85382,27.44461,25.430695,32.42511,27.973663,27.354584
1976-09-01,25.882233,28.285461,28.163116,28.566406,26.192505,25.957306,32.14865,27.553986,26.999054
1976-10-01,27.558472,28.12384,28.396332,28.575348,21.980255,27.600739,30.553436,28.11142,28.444092
1976-11-01,27.685272,28.332703,28.512695,28.694214,18.075287,27.952301,27.205902,27.28299,28.78122
1976-12-01,27.00055,27.478424,28.469452,28.353088,13.642273,27.418732,24.232819,25.585846,27.502777
1977-01-01,26.941925,27.133636,28.717346,28.366058,10.531982,26.76532,21.090637,24.825897,26.59842
1977-02-01,26.796936,27.017822,28.92804,28.252228,9.304871,26.778442,19.722961,24.379242,26.527374
1977-03-01,27.911621,27.787567,29.16449,29.132385,10.1310425,28.247345,21.859894,25.4234,28.133972
1977-04-01,29.458374,29.580505,29.869507,30.020844,14.090118,29.290527,23.429016,26.821747,29.182983
1977-05-01,30.289398,29.54303,29.387817,29.30075,18.917206,29.658356,26.02771,28.264862,30.101593
1977-06-01,28.439545,28.693512,28.863312,28.7052,24.36612,27.591003,28.940674,28.933868,29.294891
1977-07-01,26.492828,27.939362,28.733429,28.697418,25.709015,25.73236,30.637787,28.455109,27.952026
1977-08-01,26.285583,27.865906,28.42154,28.625397,26.01944,25.694885,32.681305,27.090332,27.367676
1977-09-01,26.325958,28.199677,28.48285,28.698883,23.543854,26.159058,31.912537,27.190063,27.390533
1977-10-01,28.213776,28.634155,28.263885,28.929016,19.497192,27.58905,30.356567,28.548035,28.623932
1977-11-01,28.318878,28.122803,27.926239,28.733917,17.055176,27.519958,27.388092,27.988007,28.476044
1977-12-01,27.473236,27.50827,28.120361,28.531494,13.632294,27.385193,24.602112,26.101166,27.689758
1978-01-01,26.888977,27.514862,28.799957,28.133972,11.449341,26.710175,22.777527,24.778381,26.803925
1978-02-01,26.60382,27.892792,28.784515,28.263031,11.199493,27.126282,22.231873,23.905548,26.414368
1978-03-01,27.431244,28.57959,29.33548,28.966217,12.183502,28.623566,21.981018,24.708801,27.3172
1978-04-01,29.2016,29.484802,29.75354,29.743378,15.267944,29.728882,23.623291,27.06781,29.068695
1978-05-01,29.54715,29.386688,29.029541,29.406525,19.548065,29.154236,26.174164,28.684937,29.811523
1978-06-01,27.674347,28.933838,28.614868,28.852173,24.32071,27.472809,28.937714,29.218994,28.721191
1978-07-01,25.742096,28.46988,28.133972,28.203094,27.81839,26.019531,31.67514,27.896667,27.351501
1978-08-01,25.612091,27.902466,28.360168,28.1857,26.448212,25.692322,32.10141,26.816498,27.013672
1978-09-01,26.246185,27.88266,28.309418,28.304596,24.279144,26.734314,31.434448,27.44815,26.947937
1978-10-01,27.458801,28.23352,28.149445,28.039734,21.39914,27.616364,29.947327,27.910217,28.024261
1978-11-01,27.790344,28.183746,28.34903,28.570892,17.534637,28.277527,26.759949,26.446747,27.655518
1978-12-01,27.148987,27.798553,28.543823,28.33841,14.434235,27.171722,24.118683,25.107056,27.300262
1979-01-01,27.021332,27.215698,28.578766,28.36795,11.538666,26.853058,22.282715,24.427185,26.7612
1979-02-01,26.271362,27.780945,29.023132,28.500458,12.224304,27.50534,21.849487,24.18637,26.605011
1979-03-01,27.355927,28.665802,29.42157,29.246521,11.726257,28.41681,22.188904,25.121521,27.465698
1979-04-01,29.216553,30.141083,29.654144,29.97522,15.066986,29.78955,23.873535,26.785858,28.797333
1979-05-01,29.97763,29.685577,29.04007,29.274567,19.31189,29.985382,26.208038,28.619385,29.444305
1979-06-01,29.079224,29.316162,29.156128,28.842773,24.56546,27.647491,29.41095,29.618866,29.38675
1979-07-01,26.41159,28.82489,28.917725,28.672577,25.942078,25.633575,30.830597,28.019318,27.388336
1979-08-01,25.245789,28.389221,28.200653,28.34909,26.295532,25.227417,32.516174,26.81726,26.735077
1979-09-01,26.012207,28.692902,28.071564,28.514954,24.125458,26.510223,32.364838,27.500519,27.463287
1979-10-01,27.48117,28.755737,28.039154,28.402283,20.84082,27.111267,31.016754,27.879578,28.284302
1979-11-01,27.705994,28.594727,27.609283,28.496094,17.499146,27.667328,28.495117,27.2128,28.227722
1979-12-01,26.713318,28.055115,28.152802,28.257233,14.514313,26.689636,25.069794,25.444519,27.3685
1980-01-01,26.722168,27.49768,28.795258,28.24643,11.930023,26.366852,21.485779,24.138885,26.814728
1980-02-01,27.058716,27.443237,28.70816,28.32016,10.975372,27.150269,20.286194,23.694458,26.929535
1980-03-01,27.438293,28.481506,29.272339,28.74527,11.0224,27.761444,20.879547,24.964844,27.7471
1980-04-01,29.212433,29.568268,29.100098,29.684082,13.430511,29.523224,23.465332,27.071075,28.984802
1980-05-01,30.620392,29.855804,29.572235,29.792938,17.785522,30.113647,26.489594,29.3154,30.354645
1980-06-01,28.140015,29.50888,29.349518,29.02539,23.299042,27.361572,29.248077,29.916168,29.679626
1980-07-01,27.021576,28.658173,29.229767,28.616608,27.319519,26.027374,32.480682,27.804993,27.616425
1980-08-01,26.086731,28.484955,28.833862,28.770996,27.686218,25.839294,33.20865,26.816193,27.538727
1980-09-01,26.422272,28.68637,28.448853,28.761597,23.778107,26.483154,32.799377,27.053253,27.664948
1980-10-01,27.728271,28.823975,28.139526,28.604218,20.47522,27.470459,31.180115,28.212769,28.646301
1980-11-01,28.224152,28.581482,28.211304,28.599792,18.373444,28.352844,27.985626,28.058868,28.459229
1980-12-01,27.227966,28.044525,28.275146,28.169708,15.102234,27.35019,24.062164,25.737854,27.458557
1981-01-01,26.735596,27.161102,28.244324,27.956207,12.367462,26.641785,21.484467,24.346619,26.732513
1981-02-01,26.673035,27.408691,28.539612,27.964417,10.835144,26.917572,21.275818,24.089264,26.832489
1981-03-01,27.784485,28.498596,29.25119,28.629333,11.014038,27.907501,21.712097,25.188904,27.974152
