,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9
1965-01-01,1021.80664,1011.177,1021.0829,1014.23444,1018.8404,1016.4521,1017.66455,1028.5845,1016.4305
1965-02-01,1016.4894,1009.5441,1013.9696,1010.9457,1015.8041,1015.548,1011.5907,1022.7356,1012.6022
1965-03-01,1019.59705,1011.3594,1015.06915,1011.1144,1016.3108,1013.907,1014.3616,1015.7297,1011.2657
1965-04-01,1011.52185,1009.8108,1009.4034,1008.8142,1011.1206,1011.177,1012.1755,1006.2492,1009.4517
1965-05-01,1011.1621,1009.40955,1012.30444,1004.70435,1011.3879,1006.367,1011.74695,1006.0346,1003.6718
1965-06-01,1007.3692,1011.6353,1010.0229,1003.1819,1007.73206,1001.33185,1008.3056,999.9607,998.8705
1965-07-01,1004.1394,1011.27936,1007.373,1004.21936,1004.1691,997.0478,1009.09326,999.3883,997.9607
1965-08-01,1008.41724,1010.8589,1009.5398,1006.05383,1008.5388,1000.03015,1011.53485,1000.99023,1001.6122
1965-09-01,1014.16125,1011.5591,1013.0772,1006.5965,1013.2453,1005.0337,1013.53986,1008.9761,1005.5261
1965-10-01,1016.7319,1010.8304,1018.68164,1009.32587,1015.11194,1011.5597,1022.79083,1015.9908,1009.36053
1965-11-01,1018.36475,1010.9885,1024.6538,1012.6611,1018.699,1015.97034,1024.7152,1024.8126,1014.3212
1965-12-01,1018.65314,1010.15814,1027.7391,1011.7104,1018.9043,1018.1043,1018.6996,1033.8695,1015.5641
1966-01-01,1019.04083,1011.738,1025.1332,1014.0882,1019.94836,1018.137,1020.63306,1029.3279,1016.9216
1966-02-01,1016.5623,1010.3836,1018.6766,1011.7136,1016.5285,1016.1661,1014.8161,1022.09265,1013.32776
1966-03-01,1015.31055,1009.8046,1010.1482,1009.39966,1013.7696,1014.2672,1011.99835,1011.10583,1010.6721
1966-04-01,1013.3446,1009.3521,1009.64435,1008.3482,1012.3307,1009.7057,1012.183,1008.65295,1007.68414
1966-05-01,1013.56555,1010.9856,1011.497,1005.2757,1012.3357,1006.9243,1010.6395,1008.5754,1003.78046
1966-06-01,1006.69147,1010.44995,1009.1838,1005.1261,1006.37476,1000.46643,1011.0739,1000.3424,998.91986
1966-07-01,1004.1666,1009.2482,1006.63196,1003.63336,1004.22546,996.28796,1006.18445,999.39044,997.6543
1966-08-01,1005.06104,1009.8759,1007.36993,1005.1174,1006.2089,997.96967,1009.4153,1000.27234,1000.0577
1966-09-01,1012.8959,1010.7478,1015.8832,1006.7697,1011.81055,1004.34314,1014.54944,1009.8616,1005.5505
