,zgu50_cluster1,zgu50_cluster2,zgu50_cluster3,zgu50_cluster4,zgu50_cluster5,zgu50_cluster6,zgu50_cluster7,zgu50_cluster8,zgu50_cluster9
1965-01-01,-0.06908722,-0.0746273,0.06322136,-0.015642356,0.34119987,0.046927072,0.040735245,-0.0117319105,0.018249512
1965-02-01,0.15414277,0.16489697,-0.0205307,-0.30665606,-0.003584671,-0.0042364122,-0.14469223,-0.13719673,-0.25093
1965-03-01,0.103630826,0.09320259,0.06094017,-0.03910599,0.10265312,-0.035847284,0.014339065,-0.014990616,-0.16978493
1965-04-01,-0.040409468,0.028351594,0.08049317,-0.06387291,0.0834259,0.023463631,-0.10982285,0.045949362,0.040735625
1965-05-01,-0.024115752,0.06224365,0.20889091,-0.097113416,0.19422646,0.08440361,-0.051815033,0.014990616,0.032588195
1965-06-01,-0.33891907,0.04986,0.032914735,-0.016294098,0.0074954988,-0.03161049,-0.11536255,-0.03584709,0.036499023
1965-07-01,-0.056378175,0.058984376,0.031285096,0.02411499,0.055400085,-0.007821655,-0.004888153,0.002281189,-0.019227218
1965-08-01,0.09255066,0.03291397,-0.015641784,0.06485061,0.023463821,0.014338684,-0.048230745,0.008798981,0.077560045
1965-09-01,-0.1854271,0.039431762,0.06257019,-0.027700042,0.07951584,0.017923737,-0.017597962,-0.027700042,-0.019879151
1965-10-01,0.059962463,0.031285096,-0.013035583,-0.06256981,0.13784866,0.005214691,-0.002281189,0.008146668,-0.23626518
1965-11-01,0.02281189,0.04269104,0.014338684,0.054096602,0.1440405,0.0009780884,-0.041387178,-0.025093079,0.07690811
1965-12-01,0.07397537,0.032588195,0.25288543,0.13296032,0.38617173,0.037802886,-0.003584671,-0.01238327,0.22583695
1966-01-01,0.13555908,0.081401065,0.15689392,0.052188493,0.3535034,0.052188873,0.12374268,0.05415802,0.010174942
1966-02-01,0.05350113,0.036761474,0.16542816,-0.06498947,0.2688202,0.053501893,-0.113895796,0.05153198,0.23731041
1966-03-01,0.005251312,0.0656456,0.18643455,-0.08369865,0.09912567,0.0029541017,-0.03643341,0.028884124,0.033807565
1966-04-01,0.0029541017,-0.0042671203,0.12932244,0.00787735,0.21203652,0.017396545,-0.03512039,-0.00032806396,0.16575623
1966-05-01,0.022319794,-0.111270145,0.13654403,-0.045952223,-0.025601959,0.07582168,-0.038074493,-0.009518432,0.13326111
1966-06-01,-0.3141159,0.1122551,0.16017608,-0.016739655,0.13884124,0.0157547,-0.07779007,0.057768248,0.040700532
1966-07-01,-0.20973893,-0.013129425,-0.12997894,0.0899353,0.0055801393,-0.05973778,0.1027359,-0.019693756,0.106674194
1966-08-01,0.27505645,-0.07286682,0.13982621,0.016739655,0.0091903685,-0.14048271,-0.06433334,0.042341612,-0.009518814
1966-09-01,-0.19070205,0.12144508,0.09059143,0.0157547,0.1414669,0.056455612,-0.045295715,0.05547104,-0.046608735
1966-10-01,0.027571106,-0.028884124,-0.11192665,0.05908165,-0.07910347,-0.05284538,0.040700532,-0.055142593,0.07417984
1966-11-01,0.08172913,0.025601959,0.08271408,0.31214675,0.34759578,-0.067287065,0.19529685,0.02067871,0.23960781
1966-12-01,0.10897217,0.050875474,0.17002316,0.04004402,0.19299927,-0.14376469,0.034464262,-0.0055799484,0.13424607
1967-01-01,0.25535735,0.18547706,0.06988029,-0.23315258,0.102861404,-0.054533005,-0.14759827,-0.03820572,0.016000558
1967-02-01,-0.03787918,-0.0016326904,-0.05518589,0.0052248,0.15151635,0.18221168,-0.13551578,0.0045717238,0.14204673
1967-03-01,0.03494034,0.12082119,0.13845482,-0.08424835,0.24294892,-0.052247047,-0.06988029,-0.05910454,-0.021878432
1967-04-01,-0.0483284,0.08130951,0.17241554,-0.0013061523,0.09665718,0.08000336,-0.037552644,-0.07673798,0.06204338
1967-05-01,0.06563492,-0.02057228,0.04310379,-0.07085991,0.0173069,0.009469795,-0.030368041,0.0026123046,0.07216644
