,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9
1965-01-01,-0.0022242249542614445,0.00018467438237096826,1.898204749927067e-06,0.0024115339329000562,-0.0006508299520646688,0.0016119927749969065,-9.305450640660967e-06,5.074630659388883e-06,0.005393436003942043
1965-02-01,-0.0010601243047858588,0.00014264369383454323,3.902540397504595e-06,-0.00266389106400311,0.00032532118439121405,0.002591004522400908,-1.1444836408064854e-05,2.354389039282978e-06,0.01032169529935345
1965-03-01,-2.847491202828678e-05,2.63559776123237e-05,2.4421366617843887e-06,-0.0041588795284042135,0.0010572243809292559,0.0048568195779807866,-8.028378284134806e-06,8.78794632323358e-06,0.01038181726471521
1965-04-01,-0.00036591147818398895,7.491232211647842e-05,7.524370933727671e-07,0.0019601657186285593,0.001369054189126473,0.0004992762114852667,-7.397090134121052e-06,1.5090060211756889e-05,0.010974070755764842
1965-05-01,0.0010849406862689648,-9.981453891109244e-05,1.1786141840275377e-07,-0.010766086779767647,0.0009844826308835763,0.004794004780706018,5.135881311136874e-06,1.0171061906779263e-05,0.006157082680147141
1965-06-01,0.0013998872418596875,-0.00021113541711551638,-7.900971026073319e-06,-0.014543041470460594,0.001012244501907844,0.001976318162633106,2.2116623803749534e-05,1.87677960639121e-05,-0.001534124749014154
1965-07-01,0.0013784770089841913,-0.0002555706977056196,-1.10190020071362e-05,-0.00939223900786601,3.5027696299039235e-05,0.0021055369870737195,2.438980053860958e-05,2.440760302609609e-05,-0.009597733878763393
1965-08-01,0.0018224634914076887,-0.0002960808790073945,-6.9638028637402586e-06,-0.014334855950437486,0.0007272789844137151,-0.0009023882739711553,1.6831277601405295e-05,2.553045608995793e-05,-0.007929554703878239
1965-09-01,0.0013134210348653141,-0.00023371146828419744,-6.747964360127096e-06,-0.014816733892075717,0.0007759043000987731,0.0005638852599076927,1.0773842369080668e-05,1.452643421847218e-05,-0.004633579374058172
1965-10-01,-0.00019575061287468998,-6.43744477621602e-05,7.013170172993139e-07,-0.0017010323063004762,0.00037271261135174427,-0.001195822551380843,4.643387602679761e-07,-1.4720638811619817e-06,0.0002982691512443125
1965-11-01,-0.0010092798220284749,3.7590028184170544e-05,4.4254690262985405e-06,-0.0021550920791924,-0.001209712263516849,0.00020673905964940786,-7.329887427379539e-06,-1.1913088352836592e-05,0.004592100594891235
1965-12-01,-0.0010002136150433216,0.00011622176036605825,6.217456669017136e-06,-0.004756516864290461,-0.0014562037904397584,0.004422500933287665,-7.374350618164048e-06,-1.2227815204823855e-05,0.0014693141565658152
1966-01-01,-0.0013800612578052096,0.0001161368695298174,3.527251964088565e-06,-0.003307025326648727,-0.0014386321709025651,0.002070678601739928,-8.745647700000225e-06,-1.0792873581522144e-05,0.0014213783288141713
1966-02-01,-0.0010917255167441908,0.00013075157487317204,2.5512565571261803e-06,-1.8976425053551793e-05,-0.0010670870324247517,0.003907782593159936,-1.0858546403593266e-05,2.624685748742195e-06,0.006522906187456101
1966-03-01,-0.0006386158929672092,5.980976381509278e-05,3.7528455010260586e-06,-0.00029678230930585414,0.0002205659029641538,0.004611666372511536,-7.51649497219409e-06,8.036743111006217e-06,0.012149902613600716
