,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9
1965-01-01,-0.037963867,0.92852783,1.5871582,1.6365356,-14.542786,-0.579834,-4.9053345,-2.493866,0.3791504
1965-02-01,-0.27020264,0.99716187,1.6972046,1.6582947,-16.996918,0.19732666,-6.321106,-2.5329895,0.09503174
1965-03-01,0.19882202,1.4392395,1.5065918,1.8513794,-16.053894,0.7536621,-5.8012085,-1.8868408,0.49169922
1965-04-01,1.1512451,2.1012573,1.6706543,2.180603,-14.542114,1.5683594,-5.159149,-1.0401917,1.1452637
1965-05-01,2.025238,2.2088623,1.1765137,2.3136597,-8.731384,1.6445312,-1.5977173,0.77734375,2.3884888
1965-06-01,0.6616211,1.620636,1.3032837,2.0153198,-3.1195068,0.19308472,2.26828,1.8676147,2.4888306
1965-07-01,-0.1303711,1.8235779,1.7736816,1.9518127,0.3695984,-0.61087036,4.9914856,2.0071716,1.5172119
1965-08-01,-0.58432007,1.7483215,1.4249878,1.9449158,0.007446289,-0.18615723,6.8312683,0.7404175,0.85769653
1965-09-01,-0.030731201,1.920227,1.5325317,2.5793457,-1.5346069,0.26617432,6.3614807,0.58898926,1.059021
1965-10-01,1.4973755,1.8631287,1.5792236,2.17099,-4.13739,1.0672913,4.7471313,1.6036682,2.2752686
1965-11-01,1.0826721,1.8076782,1.3261719,2.1679077,-8.612671,2.0172424,1.517273,0.7663269,1.8435974
1965-12-01,0.29541016,1.2249756,1.4709778,1.480957,-12.047394,0.6671448,-2.0726624,-1.134613,0.85375977
1966-01-01,-0.35430908,1.0370178,1.4823303,1.5801697,-13.816437,0.1065979,-4.3291626,-2.4617615,0.27807617
1966-02-01,-0.2536316,0.8300781,1.7443848,1.6924438,-15.783844,0.5683594,-5.006592,-2.8875732,0.56433105
1966-03-01,0.12802124,1.4815369,1.8063049,2.1396484,-14.109711,1.2959595,-4.500885,-2.6173706,0.5097656
1966-04-01,1.3626709,2.4176636,1.5563049,2.2835083,-13.044495,2.437317,-3.8244934,-0.9555664,1.2935791
1966-05-01,2.3883057,2.2945251,1.782135,2.376709,-7.461029,1.8416443,-0.54415894,0.56832886,2.3318176
1966-06-01,1.3831177,1.5263367,1.6619873,1.9776611,-2.55542,0.85461426,2.4749146,1.4491882,2.251007
1966-07-01,0.04309082,1.5277405,2.2211304,2.2776184,0.99923706,-0.069366455,4.615509,1.941742,1.466217
1966-08-01,-0.69088745,1.7044983,1.7493896,2.364624,1.8507385,-0.45690918,7.1241455,1.0030212,1.0549622
1966-09-01,0.426239,1.9431458,2.1383057,2.3728027,0.01928711,0.024810791,6.769226,1.6138611,1.6683044
1966-10-01,1.2844238,1.6535645,1.8754578,1.8956299,-3.2416077,0.8351135,4.332367,1.9662476,2.238556
1966-11-01,0.880188,1.7813721,1.0657959,1.6124268,-5.7330933,1.4066772,1.5403137,-0.20098877,1.2442932
1966-12-01,-0.33944702,1.3383484,1.1366272,1.7321777,-9.941681,0.42456055,-1.7953491,-1.9113159,0.37765503
1967-01-01,-0.754364,1.028595,1.354126,1.1417847,-13.355103,-0.7858887,-4.283661,-2.9224243,-0.27404785
1967-02-01,-0.56591797,0.7747803,1.643219,1.1479187,-16.191162,-0.45474243,-5.554138,-3.1967468,0.2824707
1967-03-01,0.5972595,0.9072571,1.8658447,1.9449768,-15.952515,0.9097595,-5.974579,-1.6018677,1.0790405
1967-04-01,1.6665039,2.1983643,1.7466431,2.827423,-13.562073,2.4663086,-5.3335266,-1.2467957,1.8072205
1967-05-01,2.6062622,2.5772095,1.8279724,2.442505,-8.059296,3.0480042,-2.1190186,0.7411804,2.6818848
1967-06-01,1.5482483,1.9889832,1.9418945,1.88031,-2.2164612,0.98983765,1.2838135,2.191803,2.615509
1967-07-01,-0.55081177,1.9598083,2.313385,2.2312622,0.2800293,-0.4326172,4.951233,2.5983582,1.4414673
1967-08-01,-1.0028381,1.4822693,2.296112,1.9590454,1.1817627,-0.15994263,7.3223877,1.5588989,0.58880615
1967-09-01,-0.9194031,2.0820312,2.2788696,2.5302734,-0.33895874,-0.44161987,6.787781,1.6177673,1.1499939
1967-10-01,0.780426,2.0419922,1.8962402,2.2753906,-4.038025,0.929657,4.879669,1.9288025,1.9493408
1967-11-01,0.988678,1.8250427,1.7123718,1.7419128,-7.0090027,1.308197,2.461609,0.42825317,1.4223938
