,mgu600_cluster1,mgu600_cluster2,mgu600_cluster3,mgu600_cluster4,mgu600_cluster5,mgu600_cluster6,mgu600_cluster7,mgu600_cluster8,mgu600_cluster9
1965-01-01,-0.97699773,1.1725277,-0.43342477,0.74431723,1.4348637,1.2106562,1.1810007,0.94701654,-0.5122887
1965-02-01,-0.8974823,1.2451996,-0.9740648,0.4536293,1.439752,0.4621025,0.94473535,0.8727152,-0.39855537
1965-03-01,-0.8521845,0.5533497,-0.5461801,0.49860114,1.3778341,0.6335171,0.812101,0.69706404,-0.7772312
1965-04-01,0.46699065,0.9303967,-0.8068867,-0.35325736,1.1917549,0.77592814,1.7027395,0.192597,-0.29753152
1965-05-01,-0.016620064,-0.12416153,-0.78831136,-1.0141487,-0.022486115,0.30046424,0.8143822,0.7319336,0.12025108
1965-06-01,-0.09059544,-0.20335121,-0.5852863,-0.2760231,-0.51913184,0.7537678,0.20400277,1.0460854,0.60483915
1965-07-01,0.5683403,-0.1971592,-0.53835905,0.44254953,-1.5772746,0.90204465,-0.896505,0.5103329,0.708144
1965-08-01,1.0174072,-0.6713196,-1.0473884,-0.792548,0.06387329,0.6674091,-0.13915214,0.85218465,0.45525894
1965-09-01,0.20921707,-1.7307656,-0.52890855,0.0013034821,-0.6142899,0.8466446,-0.23039933,0.9812344,0.28091127
1965-10-01,0.018249322,0.0016296387,-0.11308174,-0.47578925,0.26689833,1.0698745,0.8420822,0.78407514,-0.044320296
1965-11-01,0.5380331,0.5966919,-0.06094017,-0.23952408,1.0822582,1.5515301,1.2784399,0.6459007,-0.24538994
1965-12-01,-0.15707569,0.9499496,-0.4275585,-0.086359024,1.6590713,1.6010643,1.3973873,0.25614434,-0.43146935
1966-01-01,0.051860046,0.21170807,0.2894989,0.53698426,1.557451,2.0163167,0.0016410828,0.24846992,-0.34267235
1966-02-01,0.20153312,1.007666,-0.5071152,0.17888527,1.1104019,1.1501179,1.1957417,0.40602034,-0.6147747
1966-03-01,-0.5235268,0.8707943,-0.4191498,0.18315239,1.24235,1.2344726,1.1619339,0.53928185,-0.435561
1966-04-01,-0.30788,0.46116334,-0.58621866,-0.12538376,1.1409271,0.9590877,1.1753914,0.09485855,-0.650552
1966-05-01,-0.5310761,-0.22779159,-0.67976415,-0.011159897,0.979438,1.084472,1.1061348,0.5934399,-0.12341423
1966-06-01,0.7424561,-0.66860425,-0.6531776,-0.4204628,-0.22418137,0.71488494,0.073523715,0.7181671,0.3236347
1966-07-01,0.26455307,-0.63249934,-0.56685334,-0.15886307,-1.113684,1.1438812,-0.39190674,0.77954596,0.97287333
1966-08-01,0.14409295,-0.37418213,-0.87440455,0.030853653,-0.133918,0.81466675,-0.30098686,0.9462868,-0.34956473
1966-09-01,0.21072349,-0.9131359,-0.6430027,-0.25470656,-0.2625839,0.21860084,0.0016410828,0.74541014,0.26389694
1966-10-01,-0.6535057,-0.13523102,-0.68140525,-0.66827583,1.1645596,0.83370435,1.0749531,0.78512573,-0.06203537
1966-11-01,0.49300116,0.05481415,-0.45820922,-0.7815151,1.4931179,1.8650023,1.6526378,-0.09846916,-0.23534088
