,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5,zgv600_cluster6,zgv600_cluster7,zgv600_cluster8,zgv600_cluster9,zgv600_cluster10,zgv600_cluster11,zgv600_cluster12
1965-01-01,0.703494,0.13996294,0.07255702,-0.17881699,-0.042827796,-0.7801718,0.5551422,0.07432308,0.72321534,0.16424675,-0.28125042,0.025019694
1965-02-01,-0.3792687,-0.032378387,-0.11729803,0.27448034,-0.19647785,0.5791316,-0.7909156,0.7392574,-0.6758252,-0.10817318,-0.95148295,0.011479592
1965-03-01,-0.0731457,-0.11685653,0.07079091,-0.03340862,0.43769693,-0.90056056,0.29935288,0.08624425,-0.041503213,0.2734502,-0.32201767,0.054748893
1965-04-01,-0.061371744,-0.3105383,-0.50201213,-0.16512966,-0.001030159,-0.42150775,0.2568195,-0.19794965,0.31936857,0.6316728,0.20074601,-0.018543983
1965-05-01,0.2078104,-0.37617797,-0.46418828,-0.037088014,0.6459487,-0.2980283,-0.10493531,-0.41517925,0.5976755,1.2169857,-0.6792101,-0.16468823
1965-06-01,0.19986296,0.19633074,-0.04106169,-0.41930008,-0.18558702,-0.28360525,0.22032018,0.08241773,-0.16483542,1.1222054,-0.1991272,0.044741057
1965-07-01,-0.5972341,0.63388044,-0.122302055,-0.34777328,0.06240196,-0.105965614,0.31936857,0.0088305,0.031495333,0.21929002,0.334086,-0.021487474
1965-08-01,0.22664872,-0.22959217,0.2507853,-0.5183485,-0.17690368,0.23268285,-0.108026065,0.23768678,-0.3173082,0.32319516,0.3071531,-0.04915626
1965-09-01,0.30538708,-0.17396024,0.3523357,-0.17631511,-0.3894236,-0.2450455,-0.22753172,-0.31171554,0.8795147,0.841838,-0.3552792,-0.015894841
1965-10-01,-0.5017177,0.48346815,0.14599709,-0.31304008,0.6611078,-0.011038017,-0.45977306,0.8447815,-0.28846207,0.024430942,-0.431074,0.031789683
1965-11-01,0.42607012,0.16174474,-0.10699582,-0.7270419,-0.47375458,0.5939961,0.38147625,-0.5619122,0.15997866,0.18367366,0.5808976,0.17881696
1965-12-01,0.20781036,0.16866198,-0.54645884,-0.29317155,-0.29670376,-0.19574204,0.14114031,-0.05680933,-0.051658202,0.7348422,0.0862442,0.09271991
1966-01-01,-0.09793947,0.13685484,-0.016202688,0.07175474,0.022423362,-0.038626052,-0.47508603,-0.034864713,0.103147484,0.3307084,-0.6738583,0.048897408
1966-02-01,-0.56130743,-0.16101423,-0.14669219,0.20730762,0.664889,-0.040072702,-0.3165311,0.30047306,-0.11298485,0.007956696,-0.107487485,0.050778054
1966-03-01,-0.21815762,0.30756173,-0.0076673506,-0.2771817,0.3840905,-0.21150298,0.09200816,0.37309584,-0.15725288,0.09186349,-0.31739908,-0.014322018
1966-04-01,-0.11341882,0.06481075,-0.10242412,0.045136023,-0.13902482,0.8905692,-0.42937127,0.17692761,-0.12860885,0.27877307,-0.7108929,0.008101344
1966-05-01,-0.017070675,0.58127147,-0.100832745,-0.7453238,0.63118154,-0.62062085,0.90387857,-0.11356349,-0.12643886,0.40202922,0.1586996,-0.062496066
1966-06-01,-0.002314663,0.21121368,-0.3147951,-0.25041837,-0.17736158,-0.09837351,0.3804738,-0.20528226,0.037179373,0.9811306,-0.08665552,-0.058590077
1966-07-01,0.22813968,0.46901003,-0.32101583,-0.6657569,-0.28282374,-0.008969307,0.48781666,-0.45251793,0.3877072,0.052080058,0.6009461,-0.038770724
1966-08-01,-0.15132156,0.16477557,0.11544416,-0.36484987,-0.0063653467,-0.07913275,0.31016573,0.03472004,0.11920552,0.17099623,0.10705347,-0.034864713
1966-09-01,-0.04629345,0.14133951,0.4218486,-0.8060838,0.29974976,-0.24911638,0.18879023,-0.06047075,0.15754223,0.40622458,-0.25041837,-0.002893305
1966-10-01,0.19761494,0.21772364,0.11153813,-0.27443302,0.09490144,-0.2988817,0.0465827,0.233637,-0.13945882,0.7359203,-0.59559345,0.026474047
1966-11-01,0.19284096,0.10010948,0.09663753,-0.55132544,-0.3816312,0.10821076,0.27443308,-0.47667733,0.3061151,0.07638411,0.21772361,0.011573315
1966-12-01,-0.08086882,0.038047384,-0.026040006,-0.12513685,-0.14003754,0.13714418,-0.38437986,0.08535347,-0.04831872,0.3516852,-0.49288002,-0.03963871
1967-01-01,-0.24529591,0.1473774,0.23630337,0.11024161,-0.1470443,0.41065827,-0.589676,0.46511298,-0.30541253,0.06011667,-0.5970033,-0.095254086
1967-02-01,0.05312252,0.3920072,0.15653643,0.06561203,-0.14671126,0.06261458,-0.13055804,-0.39816874,0.07577028,-0.12006674,-0.6592848,0.10174866
1967-03-01,-0.006661081,-0.48376417,-0.12572871,-0.3818489,-0.3975025,0.018651152,0.02714405,-0.5142388,1.0942562,0.3002502,0.49375582,0.17968383
1967-04-01,0.008659458,-0.7072449,-0.6987519,-0.4314743,0.19567052,-0.47393903,0.5115743,0.07443807,-0.5740224,0.88376456,0.33588713,0.0041631935
1967-05-01,0.111407325,-0.051290654,-0.2561202,-0.0038301467,0.14388028,-0.7468785,0.11573702,0.14687777,0.2879271,0.66278183,-0.2679437,-0.03313911
1967-06-01,-0.1357204,0.11507092,-0.093588784,-0.40466338,0.34987554,-0.51790243,0.10374703,-0.15037489,0.15270628,1.2732738,-0.5199008,-0.009991693
1967-07-01,0.7150717,0.5367201,0.29209027,-0.04546217,-0.29358906,0.1930061,0.1980019,0.052955937,-0.25262314,-0.07094093,0.2552876,-0.010824323
1967-08-01,-0.005661917,0.29109114,0.29708612,0.0034971,-0.23313932,0.37935105,0.26294786,0.06644473,-0.47044188,-0.40316457,-0.15470462,-0.028642822
1967-09-01,0.051457178,0.17968382,0.17968382,-0.8043308,0.017152404,-0.2571194,0.121565536,-0.23497114,-0.1931726,0.96319854,0.005995035,-0.06644471
1967-10-01,0.13605347,0.18867631,0.09292269,-0.13072458,0.30607867,-0.14537902,-0.40333104,0.4113244,0.055453826,-0.03413825,-0.43030864,-0.07210666
1967-11-01,0.017485429,0.18318091,0.0036636114,-0.55770266,-0.41565418,0.067943476,1.0416332,-0.36836013,-0.10607843,-0.08526234,0.2860953,0.095420614
1967-12-01,0.2482934,-0.45961756,-0.08825989,0.121065915,0.5035809,-1.0955884,-0.32922602,0.58168256,0.7607004,0.75736976,-0.84779453,0.21965058
1968-01-01,-0.07686955,0.008493865,-0.18615738,-0.15402222,0.42384425,-0.4690033,-0.11551666,0.030011654,0.23414774,0.14595303,-0.28242126,0.14085671
1968-02-01,0.24349098,0.52449656,0.44791022,-0.30875224,0.46150047,-0.20682582,0.028454447,0.09201698,0.30280653,-0.34230304,-0.6606817,0.15430534
