,zgu200_cluster1,zgu200_cluster2,zgu200_cluster3,zgu200_cluster4,zgu200_cluster5,zgu200_cluster6,zgu200_cluster7,zgu200_cluster8,zgu200_cluster9,zgu200_cluster10,zgu200_cluster11,zgu200_cluster12
1965-01-01,0.6302578,-0.50935555,-0.5047928,0.99426955,-0.9926399,0.34348106,-0.05637779,0.71401006,-0.1893383,-0.61657107,0.47253075,0.18673114
1965-02-01,0.68696177,-0.22127476,0.48556614,1.2223877,-0.2186676,-0.04627533,-0.5328186,0.59571457,-0.7830971,-1.9579064,-0.5051187,0.20009232
1965-03-01,0.5422699,-0.13556747,-0.25679588,0.8296989,0.44711152,-0.19487838,0.98710024,0.6384052,-0.002281189,-1.5023216,-1.0431522,-0.27634925
1965-04-01,0.26168403,-0.41191635,0.37606925,0.65372163,-0.4966461,0.28091127,0.067783736,-0.03161087,0.12122841,-0.13556747,-0.39008254,-0.24832305
1965-05-01,0.04986,-0.24767113,-0.31773624,0.37509194,0.53379667,-1.1682914,0.3431549,-0.19292259,0.28645134,-0.27667466,-0.61657107,-0.61722296
1965-06-01,-0.18640518,0.14860268,0.34902096,-0.13752289,0.58072376,-0.19618186,0.28742903,-0.016945649,0.2919914,-0.812101,-0.28449592,-0.22681466
1965-07-01,-0.17108841,0.30698204,0.61657107,0.23887233,0.4145235,0.8143822,-1.6121441,0.026722336,0.88379514,-0.32686082,-0.2913395,-0.33207512
1965-08-01,-0.078863524,0.3887787,1.6209428,-0.5057707,-0.6592617,-0.29916078,-0.5813759,0.3975773,0.07299805,-0.20204774,-0.45199966,0.27471963
1965-09-01,0.05637779,0.15381698,-0.2457161,-0.26885375,1.7304399,0.11503677,0.08961792,-0.07951546,-0.11047439,-1.1370065,-0.4158268,-0.29394683
1965-10-01,0.05865898,-0.025093079,-0.5109852,0.32001764,-0.31121844,0.41289407,-0.15544625,0.3138256,0.5031637,0.44450456,-0.48654327,0.13882618
1965-11-01,0.18966408,-0.16848144,-0.27146035,0.08668442,0.6113571,0.45134813,0.053445052,0.33403015,0.33044547,0.39659995,-0.68989486,-0.5096817
1965-12-01,0.21573487,-0.62536967,-0.0032585145,0.5230427,0.027700042,-0.21475677,0.15316467,-0.0094509125,1.0545578,-0.17467308,-0.29720536,-0.7276974
1966-01-01,0.5642273,-0.3580986,-0.67779464,0.62101096,-0.0370903,-0.19595337,0.53796923,0.40306646,-0.04824982,-1.0756088,-0.35087776,0.031510163
1966-02-01,0.3328251,-0.2753849,0.05842514,0.5494568,-0.1667408,0.14048156,-0.99420774,-0.20744133,0.87145007,-0.59212685,-0.114224054,-0.086652376
1966-03-01,-0.14671859,-0.6377506,-0.52221376,0.33380967,-0.6170723,0.43096542,0.16838188,0.17724419,0.4247299,-0.17133637,0.00032844543,-0.14179572
1966-04-01,0.1519703,-0.09912529,0.13720016,0.6423462,0.24945489,-0.2300888,0.22844811,0.09059181,0.3328251,-0.8136818,-0.42341653,-0.26849136
1966-05-01,-0.17429009,-0.10930061,-0.45722407,0.61149216,-0.2560192,-0.6787796,0.8461765,0.15164223,0.29901734,-0.23534107,-0.9965061,-0.35448837
1966-06-01,0.20973893,0.0469368,-0.03347931,-0.07286682,-0.12210159,0.061707307,0.81991804,0.085668184,0.23763847,-0.60164565,-0.4890625,-0.25208053
1966-07-01,0.08140068,-0.08960724,0.6075535,-0.58031064,0.12965068,0.39912757,-0.8484745,-0.011487961,1.1941001,-0.25995788,0.052188493,-0.45755273
1966-08-01,-0.09059143,0.16772537,0.55372393,-0.5382973,0.070897676,0.68895453,-0.28752938,0.19267082,0.27046165,0.014113617,-0.33315355,-0.32855836
1966-09-01,-0.10831604,0.63971937,-0.40897465,0.17035103,0.46739942,0.33906156,0.09912567,-0.10175133,0.5432205,-0.045295715,-0.37221298,-0.086652376
1966-10-01,0.028884124,0.07450791,-0.113895796,0.9925674,-0.36335048,-0.08172951,0.772653,0.47658998,0.46641463,-0.104048535,-0.30558205,-0.69092405
1966-11-01,0.1168499,-0.56652486,-0.5668529,0.6321713,0.37976187,0.50055087,0.35120583,0.36532003,-0.28162116,0.8107277,-0.51039755,-0.47724628
1966-12-01,0.5140079,-0.6200264,-0.29967386,0.20809785,-0.36597633,0.10831604,0.45525473,0.53534335,-0.729327,-0.68567276,-0.42111892,-0.36860198
1967-01-01,0.8957106,0.13420963,0.39413872,0.2729908,-0.5254097,0.07575836,-0.38728103,0.6073723,-0.6413326,-0.763134,-0.24686757,0.35985145
1967-02-01,0.7066414,-0.87742406,-1.0651869,1.055064,0.8121151,0.0055511473,1.2993189,0.7477859,-0.6315361,-0.64492416,-0.90060884,-0.39283258
1967-03-01,0.4924284,0.14400578,0.08620758,0.12963791,0.2524189,0.16980286,0.24033661,0.017959977,0.55512464,-0.32262573,-0.12800522,-0.3915264
1967-04-01,0.33960572,-0.12767868,1.1863348,0.24033661,0.35299414,-0.027103234,0.6654968,0.22041722,-0.26580697,-1.0322059,-0.31805402,-0.96624374
1967-05-01,0.016000366,-0.3507084,-0.36050472,0.5554516,0.6419857,-0.35299414,0.97342795,0.35789242,-0.34842262,-0.21682549,-0.62598515,-0.7863178
1967-06-01,0.12506637,-0.071186446,0.007510376,-0.09992256,0.6171684,-0.0084903715,0.120168306,-0.10416756,0.14498559,-0.54794085,-0.2922573,-0.89342463
1967-07-01,0.06334953,-0.21258011,1.1386591,-0.058451273,-0.94730437,0.64165914,-0.959713,0.13518944,-0.4408346,-0.46728477,0.24196891,-0.17372131
1967-08-01,-0.059757613,-0.24523468,0.26515388,-0.020245742,-0.3170744,-0.30662498,-0.5753708,0.019919205,0.34091187,0.21453972,-0.25862274,-0.27854195
1967-09-01,0.288665,0.37062684,-0.44181404,-0.3180538,0.6194542,-0.2315197,0.5443489,-0.12310715,0.6792118,0.1616394,-0.2609089,-0.071186826
1967-10-01,0.25307196,-0.21486625,-0.19102821,0.34842244,-0.032327842,0.030041885,0.2625416,-0.048981857,0.005551529,-0.18776283,-0.1469448,0.5867998
1967-11-01,0.42091542,-0.7719501,-0.12571946,0.9701626,0.3647499,0.4702236,0.40752697,0.6341486,-0.029715538,-0.92444646,-0.4476921,-0.5427162
1967-12-01,0.829422,-0.808523,-0.24752045,1.4074051,0.23217297,-0.17306861,1.3499333,0.09404488,-0.19429398,-1.0080417,-0.38760757,0.031021882
1968-01-01,0.706015,-0.05214844,-0.24652176,0.40880316,-0.22901726,0.33550262,0.053972244,0.54555666,-0.32237473,-0.7118496,-0.4638691,-0.08095817
1968-02-01,0.45219955,-0.41682586,-1.2825692,0.37999383,-0.61265755,0.66626513,-0.5039841,0.50179595,-0.37197036,-0.61229247,0.7625397,0.54300386
1968-03-01,0.2899185,-0.30377617,-0.107579805,0.76618654,-0.80411303,-0.027350616,-0.25418013,-0.24943924,0.28481293,0.59442365,0.2253708,0.16957512
1968-04-01,0.21588898,-0.581295,-0.19692536,1.1662376,0.335503,-0.30669326,0.48246765,0.3504545,-0.25928536,-0.75561064,-0.18926735,-0.586401
1968-05-01,-0.28991812,-0.26949614,-0.79025537,0.4664219,-0.061994933,-0.2359459,0.53607523,-0.07840576,0.14878845,0.17176285,-0.68194616,-0.23047599
1968-06-01,0.4554817,-0.056159973,-0.7636339,-0.30888137,0.71804965,-0.49450225,0.26183814,-0.117061235,-0.53024065,-0.6954395,-0.61739844,-0.19254951
1968-07-01,0.2585556,0.24652176,-0.05652504,0.2753311,-0.2607441,-0.2600151,-0.3431614,0.1301899,0.06454811,0.7038269,-0.11997833,0.10612144
1968-08-01,0.2432396,0.35920715,1.0925728,-0.27241364,0.3650419,0.40077972,-0.6593361,0.047408294,0.24178085,-0.62469137,-0.0032821656,-0.2425106
1968-09-01,0.07512359,-0.25381547,0.781868,0.22245292,0.075488284,-0.73044854,0.24433365,-0.058348082,-0.08351097,-0.30815238,-0.023339843,-0.45766982
1968-10-01,0.13274232,-0.30486983,-0.7789505,0.28481254,0.22682934,0.3785351,0.53607523,0.48064423,-0.14951782,0.9368557,-0.14477691,0.048137285
1968-11-01,0.5411808,-1.007603,-1.0911133,0.5065365,-0.6039055,0.1706688,0.75561106,0.48465577,-0.32128066,-0.099191286,-0.2760605,0.095545195
1968-12-01,0.64730185,-0.51419485,-0.29137725,0.81942976,-0.04558487,0.18416214,0.047043227,0.16921024,-0.007293701,-0.20276031,-0.08351097,0.036102675
1969-01-01,0.521476,0.44551048,0.43423158,-0.16354218,0.63857573,0.3665592,-0.024547959,0.2909252,0.45513,-0.5443653,-0.5045578,-0.2703579
1969-02-01,0.46541405,-0.20998363,0.2799782,0.54768217,0.06236496,-0.16619568,0.7775696,0.58815306,0.14098358,0.056393813,-0.39575118,-0.42859268
1969-03-01,0.6266338,-0.19737816,-0.02919197,0.7112244,0.53739893,0.27599794,0.76562804,0.016586304,-0.16719055,-0.8206943,-0.49725953,-0.3430069
1969-04-01,-0.13169594,-0.095869064,-0.02421608,0.3224392,-0.17813759,0.28229982,0.101508334,0.06468697,0.48730773,-0.13468131,-0.19273376,-0.31414643
1969-05-01,0.04843216,-0.3930973,-0.75501215,0.38712615,-0.42925566,-0.3877899,0.08558579,0.038811874,0.4806734,0.0066345213,-0.35660744,-0.080941774
1969-06-01,0.3028675,-0.13003692,-0.3857996,0.4567894,0.55697095,-0.0056394576,0.75866127,0.32841033,0.013932419,-0.30718002,-1.0728073,-0.4710535
1969-07-01,-0.21529159,0.22922364,0.2982231,-0.40902025,-0.09785976,0.3463238,-0.94111174,0.17813759,0.9878855,-0.46242866,-0.46242827,-0.33239096
1969-08-01,-0.21894035,-0.11179199,1.655653,-0.16287823,-1.00613,0.523798,-0.19936828,0.24813232,0.94675064,-0.37452048,-0.33570862,-0.014263916
1969-09-01,0.12837867,-0.25012285,0.4053715,-0.1632103,0.6870081,0.0086250305,0.13169575,0.43622208,0.2743389,-0.03217735,-0.14728698,-0.54635584
1969-10-01,0.11477776,-0.3552807,-0.3576027,0.27400702,0.08525429,0.011278724,0.567918,0.23021889,0.29225215,-0.2604065,-0.40935212,-0.57189846
1969-11-01,-0.022557449,-0.574221,-1.1258838,1.1560714,-0.6588112,-0.17846985,0.9832409,0.76595956,-0.7981369,-0.2604065,-0.21495971,-0.5360718
1969-12-01,0.42427978,-0.6747343,-0.5868263,0.48797148,-0.8691269,0.18112335,-0.19273376,0.8545305,-0.32774696,-0.6889992,-0.19936828,0.20301723
1970-01-01,0.6665863,-0.8096876,-0.065560915,0.40500984,-0.12579575,0.8319855,-0.4299698,0.44028646,-0.3434433,-1.1221809,0.20067482,0.17238732
1970-02-01,0.6096786,-0.37838668,-1.5182053,0.59570086,-0.39269677,0.3101639,-0.16107254,0.36607322,0.1683937,-0.81301576,-0.17937584,-0.49453202
