,vws_v850-200_cluster1,vws_v850-200_cluster2,vws_v850-200_cluster3,vws_v850-200_cluster4,vws_v850-200_cluster5,vws_v850-200_cluster6,vws_v850-200_cluster7,vws_v850-200_cluster8,vws_v850-200_cluster9,vws_v850-200_cluster10,vws_v850-200_cluster11,vws_v850-200_cluster12
1965-01-01,-0.8308000564575195,5.027480125427246,16.532108306884766,-7.040091514587402,5.650028228759766,-19.34755516052246,0.8293280601501465,-2.95084810256958,2.797050714492798,-1.9397594928741455,-4.967138290405273,2.974395990371704
1965-02-01,-1.6983935832977295,-6.5301313400268555,4.954628944396973,-6.821537017822266,14.35466194152832,0.6586057543754578,-9.309521675109863,4.567559242248535,12.239765167236328,-12.654797554016113,3.946483612060547,8.463268280029297
1965-03-01,-2.742596387863159,7.250550270080566,6.254915237426758,-0.757948637008667,5.198202133178711,4.701488494873047,2.1009156703948975,-14.822677612304688,9.519981384277344,-8.389680862426758,-2.1443324089050293,0.9934275150299072
1965-04-01,3.8235929012298584,4.473368167877197,8.422795295715332,-3.783855438232422,2.2502975463867188,-2.393056631088257,8.383057594299316,2.2039377689361572,4.130451679229736,-1.4813110828399658,-0.9404449462890625,-5.28871488571167
1965-05-01,5.186428070068359,4.840568542480469,4.557257652282715,-1.2517188787460327,0.9787101745605469,-1.3032300472259521,5.211448669433594,4.461594104766846,-0.2546119689941406,-6.6905517578125,-4.6382036209106445,-11.261054992675781
1965-06-01,3.095079183578491,2.9846982955932617,-3.0501906871795654,-1.6365801095962524,-2.9861700534820557,10.87913703918457,8.46032428741455,7.9238739013671875,-6.235046863555908,-9.130703926086426,-3.707324504852295,-4.10028076171875
1965-07-01,6.499960899353027,-2.4659085273742676,1.8367371559143066,-3.1797046661376953,-2.630007743835449,9.877614974975586,12.487018585205078,3.9177844524383545,-6.973862648010254,-8.101219177246094,0.12877774238586426,-5.967188835144043
1965-08-01,3.7235140800476074,2.0457253456115723,1.1545839309692383,-1.442309856414795,-5.940698146820068,6.52424430847168,1.8315861225128174,4.2216997146606445,-4.569031715393066,-8.438983917236328,0.3002357482910156,-0.3591057062149048
1965-09-01,1.6895629167556763,2.283411979675293,-1.9677228927612305,-3.2768397331237793,-4.145169258117676,11.727598190307617,8.723031044006348,5.246034622192383,0.9838614463806152,-2.8868274688720703,-2.3231489658355713,-4.646298408508301
1965-10-01,1.927249789237976,2.6307437419891357,1.0096166133880615,-7.25717306137085,4.839832305908203,2.4798898696899414,-4.463801383972168,1.5953712463378906,3.4210705757141113,-11.065312385559082,2.0758955478668213,6.285086154937744
