,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11,sst_cluster12
1965-01-01,96.10422134399414,41.399101197250246,46.095399689256105,29.841713678269162,130.5396291944716,81.08451631334093,35.69387329949273,44.35750749376085,38.540526359312,32.298342386881515,71.6056657874066,66.07897622244698
1965-02-01,94.55489158630371,41.349349434920185,46.73617848178797,29.519894009544736,138.0714946322971,74.8897287580702,36.50434282090929,43.36504618326823,37.83060504544166,31.645202636718754,68.20296411928923,62.08774021693639
1965-03-01,94.34567451477051,41.1835768091397,47.14962474086829,29.537437075660343,145.60703701443143,75.44375525580513,37.537858221266006,42.744831509060326,37.78110319568265,31.187358655427634,67.68362211144489,61.93797701881046
1965-04-01,96.622314453125,41.67129636749508,48.740202920478694,31.088735943748837,149.5936711629232,79.84824180603027,38.93855147891575,44.71001942952474,38.05786563504127,31.770077086331554,69.09323567929475,64.1897928147089
1965-05-01,97.1975040435791,42.02886716587337,49.697002611662214,32.14189211527507,149.0971671210395,85.41488647460938,39.28329944610596,47.00874328613281,39.38630319410755,32.34329892877947,73.89349730118461,68.89512652442569
1965-06-01,98.17564010620117,42.4939613642655,49.687452483595465,33.20159457978748,146.77145216200088,98.2513533698188,39.01780181460911,52.110282050238716,40.40221245058121,33.382342154519606,82.4924551922342,76.18287404378256
1965-07-01,106.91017150878906,43.26597949651283,49.90120268704599,33.683193297613236,143.6742040846083,118.37157143486871,38.466625743442115,56.441472371419266,41.257993636592744,35.18013535884389,92.21309164296025,97.07254682268416
1965-08-01,117.04739570617676,43.915194413793365,49.61920621102317,34.09128643217541,136.36240429348416,123.3911090426975,37.950123680962456,58.353771633572045,42.637354327786355,37.95526738752399,94.85191676927649,109.82331775483631
1965-09-01,119.64761734008789,44.521246181698295,49.76092890689248,34.01289894467308,134.73060395982532,123.95772933959961,37.916575537787544,58.01434410942925,43.46034142278856,38.07923500997979,94.99661818794581,101.23285566057478
1965-10-01,117.15035438537598,44.65968514990619,50.63159005683765,33.47324643816267,139.4387033250597,104.98619079589844,38.128678003946945,55.069325764973954,43.17339312645697,38.026471723589985,90.7548075136931,88.17998795282273
1965-11-01,113.94390106201172,44.20217979611374,50.46936503627845,32.40442048935663,138.15666834513348,90.66695107354059,37.891319062974716,50.63443077935113,40.986199532785726,36.989288999323264,80.18324478812839,80.65120152064732
1965-12-01,107.84116744995117,43.18505985530343,49.98530672307601,31.257763363066175,136.79436577690973,81.10601637098524,37.58678966098362,47.5187259250217,38.878856166716545,34.501276518169206,69.91282753322434,73.82287070864723
1966-01-01,99.50167655944824,42.029356768750766,49.5129802770782,30.39192245120094,140.67425198025174,77.29341718885634,37.760959731207954,45.693444146050346,37.63652924568422,31.765599836382954,65.26745505954908,67.74885540916806
1966-02-01,94.79302406311035,41.61171049583615,49.2900480303848,29.503558930896578,144.78752348158096,73.37674034966363,37.736386722988556,43.575736151801216,37.10313920051821,31.118399636787284,62.51988203629203,62.18726294381278
1966-03-01,94.52790260314941,41.84382881705216,49.58438204045882,29.72168695359003,143.54640112982855,71.00969950358073,37.89268864525689,42.96544392903646,37.16576176304971,31.008539701762956,60.65541972284731,63.2533800034296
1966-04-01,96.8985652923584,42.28991110493818,49.828830518220606,30.707254863920667,141.17249382866754,74.94560347663032,38.65619235568577,43.97070990668403,37.80121034191501,32.28693175734136,64.70544649207073,63.59573091779436
1966-05-01,97.64121055603027,43.23137388454647,49.87179605584396,32.333775929042275,135.21466785007053,80.10721206665039,38.54588137732612,46.98460049099392,39.03170554868637,32.820882295307364,70.43627863344939,70.07952644711449
1966-06-01,102.84255027770996,43.51393632062777,50.261848851254115,33.22728247869583,136.2751007080078,91.3590219285753,38.39787907070584,52.401860555013016,40.4648196312689,33.918655127809764,78.082449539848,76.63187299455916
1966-07-01,110.19582748413086,43.993876299520174,50.84874002557052,33.90452521187919,136.72802183363174,114.22958374023438,38.17221588558621,57.28407541910807,41.80935582806987,35.47865549723308,87.45841150698455,92.6697503952753
1966-08-01,118.71252059936523,44.14403720164862,48.618263110779885,34.302936281476704,127.62383355034723,123.70469835069444,37.37616274091933,57.954860263400604,42.20368169969128,36.56603160657381,93.92924101456352,106.11950102306548
1966-09-01,117.2071361541748,44.161933238112084,48.34383245100055,34.15552093869164,126.34269926283095,120.37982940673828,37.28837437099881,58.54056888156467,42.792750943091605,37.77096062375789,94.1263779349949,103.75781286330451
1966-10-01,115.59447288513184,44.296336737204726,48.193898117333134,33.55944497244699,126.5960799323188,106.97484546237523,37.08517021603055,55.68092346191406,42.613011021767896,37.673792922705935,90.87840370509934,90.71649823869978
1966-11-01,112.06774711608887,43.87563119723102,47.97136072526899,32.10347039358957,126.3800409105089,94.42617628309462,36.60404682159424,51.37458377414279,41.64962153280935,36.11760390432258,82.74939163871433,80.30940464564732
1966-12-01,106.08423233032227,42.702011048324465,47.998321265505076,30.525489080519904,127.08744472927518,82.18296898735895,35.88298691643609,48.09205373128255,39.80755959787676,34.74518959982353,72.22264331320058,72.85991850353423
1967-01-01,97.11071968078613,41.563253327617495,46.41947829932498,29.739554723103844,131.90425237019858,74.72932603624132,35.891037517123756,46.109564039442276,38.53938502650107,32.940151816920235,67.46908685435419,66.41304379417782
1967-02-01,94.9447250366211,41.23441140482745,46.254485950135354,29.509696506318594,139.13560443454318,72.03199598524306,36.53805520799425,44.95588090684679,38.297696267404866,31.96918420624315,65.24418955263884,63.27259427025205
1967-03-01,96.25370025634766,41.88028170367864,47.22225122284471,29.972264880225772,141.79725646972656,74.61415926615398,37.05947399139404,44.122467041015625,37.915266713788434,31.873943931178047,63.69444805642833,65.4101053873698
1967-04-01,94.09262657165527,42.30696310208538,48.775994150262136,30.902714956374396,140.82002639770508,75.78587532043457,37.989608446757,44.648683336046005,37.80232091103831,31.19074168958162,61.78614574929942,68.6022440592448
1967-05-01,96.1199951171875,42.963212681567576,49.689118903979924,32.121992111206055,138.08311886257596,82.3445373111301,38.41930760277642,46.96929507785373,39.0506959730579,32.2093595538223,67.14366000631581,73.4675679888044
1967-06-01,99.08235549926758,43.33620897428257,49.75919221576892,33.19028445652553,134.7039540608724,97.41906060112848,37.70718839433458,52.57821400960286,41.28406586185579,33.69432415878564,79.52870907990828,81.12083616710845
1967-07-01,109.11282539367676,43.97499655175397,49.78581813343785,33.907888049171085,127.89039611816406,114.04269536336264,37.02070713043213,55.964808993869354,42.268091632473855,35.533630638791806,91.1643235579781,95.1961426507859
1967-08-01,118.59413146972656,44.20639248344842,48.08700293825384,34.00053069705055,121.67924245198569,125.74245664808485,36.67748239305284,58.212619357638886,43.41676158289756,38.137546338533106,100.64316625180452,113.29530080159506
1967-09-01,121.66073799133301,44.19956057090459,47.3451012059262,33.67849985758464,119.4446881612142,118.52855682373047,36.4699920018514,59.10778045654297,43.61512891707882,39.46910657380757,97.6411487745202,109.93818555559432
1967-10-01,117.16927528381348,43.41322981466458,46.42191100538823,32.98437708900089,120.1228141784668,106.1666594611274,36.27516958448622,57.84968905978732,43.058100054340976,38.78756071391859,90.78126990276834,95.51803952171689
1967-11-01,114.09371376037598,43.20698234978623,47.40060505114104,31.7436763218471,124.0669674343533,94.96859444512262,36.25406954023573,53.71278550889757,41.23246592860068,37.427852028294616,82.14714216149372,84.16107722691127
1967-12-01,104.67293739318848,42.43708182507613,46.74248946340461,30.995807193574453,123.13781314426,88.37112850613065,35.95545556810167,49.27217695448134,39.30256136002079,34.0666787666187,74.187884123429,75.65104166666667
