,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5,mgu500_cluster6,mgu500_cluster7,mgu500_cluster8,mgu500_cluster9,mgu500_cluster10,mgu500_cluster11,mgu500_cluster12
1965-01-01,0.32751235,0.5109852,-0.30404893,-0.6436192,0.114711,1.1076771,0.081796646,1.2210842,0.57322866,0.58104974,1.1321182,0.9427799
1965-02-01,0.43472824,0.8388233,-0.3874752,1.0144745,0.6993454,0.3842163,-0.079841234,-0.17336997,0.5442249,0.27211228,1.4107482,0.29981232
1965-03-01,0.9496239,-0.026396561,-1.0027424,-0.5790943,-0.8541401,0.45949516,-0.34511033,0.83002454,-0.016294098,-0.82676566,1.6114925,1.788773
1965-04-01,1.1093063,-0.2251854,-0.7114029,0.003584671,0.84501535,0.03975773,0.5132662,-0.33272666,0.27113476,-0.9541861,1.1246227,1.2031606
1965-05-01,1.1125653,0.67425233,0.003584671,0.9994837,0.5360777,0.608424,0.28188896,-0.21834183,1.158189,-0.8195961,0.56671107,1.2504141
1965-06-01,0.2424572,1.3889141,0.23170319,1.7183819,0.6960865,0.9007412,0.025419045,-0.18347207,1.1503675,-0.6960865,-0.009450531,0.7912445
1965-07-01,0.56996953,-0.4578659,0.0912468,1.4759251,1.2816986,-0.79287374,0.2176899,-0.3190399,0.91149557,0.62634736,0.31773606,-0.20595817
1965-08-01,0.28188896,0.07071648,0.26331407,1.3641472,1.0688969,-0.3636856,1.4407299,0.15283927,0.19194508,0.81698895,0.34608763,0.41191635
1965-09-01,0.64752996,0.803302,0.21703835,0.19455223,1.4853756,0.7733208,0.18868637,-0.39692575,0.22029686,-0.29166546,0.042364884,0.6139637
1965-10-01,0.42429963,1.0245769,0.19618149,1.9152155,0.46014708,0.636124,0.3496727,0.404747,1.40586,1.1402652,1.0871464,0.3236019
1965-11-01,0.99101067,0.36466312,-0.4699238,0.7941774,0.36564103,0.080818936,0.42560348,0.1560978,-0.10851898,-0.3874752,0.98351556,1.6242018
1965-12-01,0.66968995,0.58235323,-0.50446737,0.96819896,0.755397,0.5197838,-0.025418853,-0.39692575,0.99101067,0.35065022,1.4964558,0.70651495
1966-01-01,0.13063546,1.3674057,-0.05415802,-0.45689583,-0.51696205,1.8883066,0.010503387,1.2971649,1.187536,0.39354762,1.8023106,-0.11619339
1966-02-01,1.7537323,0.0009845734,0.05842514,0.89508307,-0.5579907,-0.26225567,-0.24321842,-0.24551602,-0.018052673,-0.19529685,1.6418059,0.11225434
1966-03-01,0.72309035,0.3262604,-0.24682884,-0.31247482,0.12407112,0.79004955,-0.39125004,1.071999,1.1012115,0.89541113,1.3516506,0.30197144
1966-04-01,0.60656893,0.36236572,-0.18971673,-0.11881904,0.41488266,0.9180592,0.05940933,0.27866745,-0.6272472,0.6722147,1.5518711,0.2924528
1966-05-01,1.0700295,-0.68074876,0.19234276,1.4973848,1.0811894,-0.5359993,-0.5865471,0.502848,0.5012072,0.65088004,0.81827736,0.676482
1966-06-01,0.29114,2.6117256,0.3022999,1.0152153,1.1734222,1.5082165,0.26094285,-0.41521072,1.8318512,0.58457756,0.34858018,0.5944244
1966-07-01,0.6072254,-0.13752823,0.39551696,1.6976051,0.79464495,-0.6328274,0.46772766,0.27636948,0.5215572,0.5845772,0.35284728,-0.24485931
1966-08-01,0.3022995,-0.46411705,0.16706924,2.2559245,0.2835907,-0.8186058,0.7562416,0.5231983,0.84026873,1.0096356,0.3351223,0.5510982
1966-09-01,0.4913605,0.7756073,0.25798875,1.6296616,0.114880756,0.40076867,0.39683,0.7772484,1.4908205,0.16641274,0.0781189,0.8425663
1966-10-01,0.3669609,1.0454123,0.036105346,0.9810793,1.0322832,1.0391762,-0.09551506,0.54617465,1.6808655,0.34201583,0.7460667,0.90919685
1966-11-01,0.5235268,0.6042713,-0.48807794,0.4614914,0.121445276,0.1280098,0.16214561,0.59508055,0.0833704,-0.09223251,0.5638992,1.2709064
1966-12-01,-0.277026,1.5338182,-0.6482544,0.1079876,0.30525398,1.7783496,1.09957,1.0969445,0.35186273,0.5143364,1.3276901,0.5560215
1967-01-01,-0.8624031,1.8119932,-0.046042632,0.3595249,0.6439449,1.9984497,1.3349125,0.9139969,0.4924282,0.6132496,1.2457657,0.44671232
1967-02-01,-0.36213762,1.1732728,-0.048654936,0.20670243,0.03820572,1.6418636,-0.18123169,0.9979187,1.9733061,0.4917755,1.1585785,1.4648768
1967-03-01,0.57635003,-0.0097963335,-0.37519914,-1.5092869,1.1171072,0.3369934,0.18972206,0.16523132,0.44279385,0.069880486,0.46859092,1.1419246
1967-04-01,0.57243156,-0.5531658,-0.08163605,0.78893054,1.522022,-0.5753708,0.77619535,-0.5247566,0.70827407,-2.2799306,-0.16523132,1.5628399
1967-05-01,0.35527992,0.4976532,0.09339142,0.1364954,0.8548924,0.900935,-0.3742195,0.13225059,0.5916979,-0.58288115,0.9910614,1.2444594
1967-06-01,0.22270279,1.1798041,0.16065979,0.01567421,0.7765217,1.2150707,0.7200295,0.5401039,0.6886818,-0.6547211,0.03428688,0.89113885
1967-07-01,0.55218583,-0.43365058,0.009143067,0.16621093,0.29291,-0.34417763,0.46891707,0.40197563,0.09012642,1.256868,0.32131958,0.61227
1967-08-01,0.48753053,0.13682213,-0.009796143,1.8792614,0.5737381,-0.57243156,0.70925367,0.7308056,0.899629,1.0521252,0.39544487,0.66255796
