,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8,vo600_cluster9,vo600_cluster10,vo600_cluster11,vo600_cluster12
1965-01-01,-5.4165284e-06,-8.620074e-06,1.9117091e-05,-1.8867839e-05,3.7185237e-06,-9.320007e-06,-1.9976142e-06,1.4841135e-06,-3.8371873e-06,5.9260055e-06,1.8610008e-06,-9.925789e-07
1965-02-01,-6.215174e-06,-8.490024e-07,-4.3935433e-06,-1.5664293e-05,-3.173147e-06,-1.3465775e-05,1.1893404e-05,-2.4462934e-06,-4.070498e-06,-1.2855577e-05,-2.264569e-05,3.9069637e-06
1965-03-01,-1.6095022e-05,-1.8140985e-05,1.9148429e-06,-1.3232464e-05,1.07806845e-05,-4.671725e-06,-5.120397e-06,2.9198782e-06,-3.4513287e-06,3.8441503e-06,-3.6577185e-06,1.6128906e-05
1965-04-01,-5.9774175e-07,-8.153453e-06,1.6097401e-06,-1.2074881e-05,-9.481533e-06,-2.6706257e-06,-5.039641e-06,2.0404696e-06,1.5469268e-06,-1.4443889e-05,3.915935e-06,1.4298304e-05
1965-05-01,6.832335e-06,4.2523607e-07,-2.6885755e-06,-8.575211e-06,-8.709809e-06,-1.80333e-05,-6.6010325e-06,-9.095675e-06,-1.4906982e-07,4.05054e-06,-1.0015501e-06,1.8031293e-05
1965-06-01,-7.413182e-07,-1.3246026e-06,3.4851837e-09,4.2210377e-06,9.99542e-07,-6.170303e-06,-4.375601e-06,-2.1322194e-06,-7.399678e-06,-1.0728851e-05,-1.5081016e-05,4.0864325e-06
1965-07-01,4.176167e-06,-1.2604323e-05,-1.827559e-05,-8.099611e-06,-2.9757284e-06,-4.375601e-06,-2.926463e-07,1.0803051e-06,-3.9269216e-06,-5.506263e-06,-1.4502293e-06,-1.0235308e-05
1965-08-01,-6.502327e-06,-7.534276e-06,-8.234216e-06,-9.221301e-06,-9.230273e-06,9.264157e-06,-8.625648e-08,9.008363e-07,-1.6476479e-06,-1.6130914e-05,-7.965005e-06,-2.9896299e-05
1965-09-01,-4.5460984e-06,-6.502327e-06,6.141374e-06,-1.5848345e-06,-1.32145215e-05,-9.239251e-06,1.4033503e-06,4.6112837e-07,1.4751422e-06,-7.5970966e-06,-2.8501017e-06,-5.7844445e-06
1965-10-01,-5.3178155e-06,-1.1222393e-05,-1.9666484e-05,-2.3565517e-06,9.13853e-06,-1.537714e-05,-5.7979923e-07,-2.6975467e-06,-3.801295e-06,1.340537e-06,-1.3546538e-05,-2.1322194e-06
1965-11-01,2.1750748e-06,-7.220202e-06,-1.2218457e-05,-1.66783e-05,-2.7424176e-06,8.133495e-06,-7.067654e-06,3.3326578e-06,5.059992e-07,-1.0630145e-05,6.2400795e-06,-6.636925e-06
