,mgv50_cluster1,mgv50_cluster2,mgv50_cluster3,mgv50_cluster4,mgv50_cluster5,mgv50_cluster6,mgv50_cluster7,mgv50_cluster8,mgv50_cluster9,mgv50_cluster10,mgv50_cluster11,mgv50_cluster12
1965-01-01,0.06873049,0.02752161,-0.4084092,-0.06696441,0.13495898,-0.18485117,-0.04650717,-0.00088305474,0.2588799,-0.050628018,-0.29434896,-0.18602853
1965-02-01,-0.06225481,-0.04989214,-0.2497551,-0.10213909,-0.00588696,-0.34880346,-0.068141796,0.08859901,0.27609932,0.017955255,-0.071673974,-0.16895637
1965-03-01,-0.021340286,0.025166845,0.027227307,-0.16071454,0.08153467,-0.50171775,-0.1844096,0.14952925,0.19530055,0.15173686,0.093014285,-0.5292393
1965-04-01,-0.0013245583,0.013392878,-0.053277157,-0.05460174,-0.050480843,-0.019132674,-0.07608922,-0.017219424,0.12112459,-0.005739808,-0.096252106,-0.07667792
1965-05-01,-0.045624066,-0.011185264,0.018396806,-0.09433885,0.025166845,-0.01471746,-0.04120884,-0.03988428,0.072704196,0.00088305474,-0.024872493,-0.021929026
1965-06-01,-0.024136614,0.008977652,0.03797102,-0.010007858,0.06622851,0.039295603,0.002943492,-0.0035321712,0.07859115,-0.003532195,-0.035763405,0.040914513
1965-07-01,-0.01133244,-0.03826537,-0.0052982806,-0.01457026,-0.01824963,0.0052982806,-0.011038089,-0.008830476,0.009271979,0.017513752,-0.021487499,0.0073587177
1965-08-01,-0.027374435,-0.03532188,0.032084037,0.031053806,-0.027815986,-0.03017075,0.002060461,0.0075059175,0.0011773824,-0.016777897,0.009566331,0.001471734
1965-09-01,-0.008094597,-0.00014717579,0.12627569,-0.015894841,-0.076825045,0.10743737,-0.015011787,-0.013392878,0.06814178,0.0017660856,0.045624066,-0.12141895
1965-10-01,0.01471746,-0.13378163,-0.17028089,-0.029876422,0.28022018,-0.19338727,-0.005592632,0.010890913,-0.3763252,0.0073587177,-0.09463318,0.05121672
1965-11-01,0.009272004,-0.15217838,0.029876422,-0.0075058937,-0.27727675,-0.079032704,-0.010743737,0.007211542,-0.010890913,0.04385798,-0.06961354,-0.39221996
