,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10,ssta30_cluster11,ssta30_cluster12
1965-01-01,-8.466675,1.4516907,0.615448,0.7451782,-2.3813171,-10.60022,1.022583,-4.89209,-0.061157227,-6.182434,-8.122894,-11.559235
1965-02-01,-8.504974,0.71536255,0.6784363,0.33963013,-0.77056885,-12.0520935,1.1579285,-5.1748962,-0.78952026,-6.597931,-9.17807,-12.693756
1965-03-01,-8.436523,0.28433228,0.6680298,0.17108154,0.64559937,-12.058502,2.200348,-5.900299,-1.0039673,-6.831848,-9.40152,-12.67569
1965-04-01,-7.787567,0.35299683,1.6158447,0.56903076,0.9946594,-11.526794,2.8981934,-5.214447,-1.2337036,-6.6314697,-9.49353,-12.876495
1965-05-01,-7.2447205,1.1528015,2.619751,1.0375366,0.6398926,-10.376709,2.6487122,-3.6931152,-0.22531128,-6.2019043,-8.586426,-11.723907
1965-06-01,-7.050659,1.4272156,2.5882874,2.618225,0.80300903,-7.706787,2.529419,-1.2342529,0.7476196,-5.6845093,-6.2438354,-10.227051
1965-07-01,-5.3717346,2.4125977,2.8676453,3.2778015,0.23013306,-3.8129578,2.1676025,0.8538208,1.5414124,-4.6207886,-4.098358,-4.969574
1965-08-01,-2.9721985,2.7039795,2.8217468,3.861084,-1.2941895,-2.9981384,1.9186096,1.4441223,2.04187,-2.9582214,-3.2795715,-1.7786865
1965-09-01,-2.7529297,3.3548584,2.7042236,3.4142456,-1.6123047,-2.890625,1.6464233,1.7626953,2.6653137,-3.304779,-3.4440002,-3.9169922
1965-10-01,-3.4875793,3.002411,3.2668762,3.0523071,-0.91345215,-6.500305,1.6751709,0.34146118,2.394165,-3.762024,-4.328827,-7.454834
1965-11-01,-4.1826477,2.336792,2.875183,1.9336243,-1.5740662,-9.400299,1.3917542,-1.9422913,0.7735596,-3.796936,-6.8760376,-9.045044
1965-12-01,-5.5422974,1.3648376,2.7729187,1.1936951,-1.8489685,-11.124664,1.6547546,-3.1263123,-0.34210205,-4.647156,-9.204681,-10.328339
1966-01-01,-7.498413,0.7674866,2.220337,0.59552,-0.8977051,-11.832306,1.8875122,-4.178131,-1.2260132,-6.0490723,-10.051117,-11.623505
1966-02-01,-8.743378,0.10748291,1.6485901,-0.3680725,-0.28637695,-12.735382,1.6853943,-5.1563416,-1.672699,-6.5012817,-10.945618,-12.99054
1966-03-01,-8.883759,0.3614502,1.6045227,-0.5422363,-0.4862671,-13.246918,2.2843323,-5.4237976,-1.5558777,-6.7127686,-11.270569,-12.798096
1966-04-01,-8.202789,0.5734253,1.8911438,0.25421143,-0.7468262,-12.674377,2.3843384,-5.0746765,-1.5072937,-6.5043335,-10.846313,-12.9244995
1966-05-01,-8.025391,1.5350037,2.0907288,1.4452515,-1.6329651,-11.6623535,1.9308777,-3.533142,-0.37121582,-6.0001526,-9.416229,-11.598816
1966-06-01,-6.2187195,1.7713013,2.556488,2.4863892,-1.1233215,-9.237396,1.6296082,-0.5111084,0.5791626,-5.2237244,-7.2384033,-10.394775
1966-07-01,-4.567383,2.4246216,3.279419,3.3303528,-1.0010376,-4.6042175,1.5169067,1.2687988,1.3545227,-4.5265503,-5.0167236,-6.506897
1966-08-01,-2.0754395,2.7859497,2.291748,4.0855103,-2.8439636,-2.823822,1.5121155,1.4556274,2.0552368,-3.9730835,-3.4884644,-2.9387817
1966-09-01,-2.8199158,3.0248413,2.0434875,4.046051,-3.2611694,-3.3998413,1.4786682,1.5109558,2.3647156,-3.4195251,-3.112915,-3.862793
1966-10-01,-3.5401611,3.0847168,1.5995789,3.4382324,-3.503357,-5.9950867,1.2158203,0.274292,2.0272217,-3.1801147,-4.057068,-6.748993
1966-11-01,-4.3991394,2.5177307,1.3185425,1.9004822,-3.6099243,-8.490997,0.9992981,-1.7516174,1.4955444,-4.2730713,-5.984131,-9.268097
1966-12-01,-5.687866,1.395935,1.5164795,0.53411865,-3.5108337,-10.895691,0.7000122,-2.995453,0.38534546,-4.5794373,-8.532593,-10.207336
1967-01-01,-7.9128113,0.8956909,0.44647217,0.19354248,-2.2008972,-12.249451,0.76297,-3.8260803,-0.31777954,-5.5083313,-9.316101,-11.666473
1967-02-01,-8.332489,0.47201538,0.40292358,-0.21261597,-0.5902405,-12.972107,1.1546326,-4.467102,-0.34432983,-6.225006,-9.904572,-12.603027
1967-03-01,-7.9186096,0.6535034,0.7641907,-0.046661377,-0.044647217,-12.325867,1.7818604,-5.2487183,-0.9666748,-6.391083,-10.363129,-12.050415
1967-04-01,-8.501434,0.54644775,1.5170593,0.2925415,-0.7797241,-12.464478,2.2232056,-5.2681274,-1.214447,-6.9879456,-11.186859,-11.620575
1967-05-01,-7.7656555,1.3163147,2.3865662,1.1570435,-0.83721924,-11.144714,2.2548523,-4.028473,-0.23574829,-6.1905518,-10.257751,-10.604828
1967-06-01,-6.768524,1.9217834,2.6575012,2.6564941,-1.6756287,-7.908905,1.6974182,-0.84176636,1.1915894,-5.130829,-6.850647,-8.509888
1967-07-01,-4.5987244,2.7989502,2.9697266,3.8361816,-2.9014282,-4.715912,1.1006775,0.84472656,1.9640808,-4.427429,-3.6992493,-5.188202
1967-08-01,-2.3275452,3.3042297,1.9520264,4.1421204,-4.2421875,-2.6125183,0.74954224,1.3560181,2.7808838,-3.2825928,-1.3263855,-1.0804749
1967-09-01,-2.0604553,2.8987122,1.6712036,3.6965332,-4.7774353,-3.7712708,1.2579956,1.6201172,2.3457947,-2.6709595,-2.1621094,-2.5006714
1967-10-01,-2.93927,2.5848389,1.1865234,2.8642883,-4.561432,-6.0098267,0.8674927,1.3222656,2.163147,-2.720398,-3.5177307,-5.750885
1967-11-01,-3.6874695,2.0019226,1.4269714,1.9863892,-4.0545654,-8.104218,0.8595276,-0.16766357,1.122467,-3.1550903,-5.657196,-8.200897
1967-12-01,-6.037567,1.865448,0.7541199,1.5559387,-4.1068726,-9.361023,0.85580444,-2.432129,0.15866089,-4.8430786,-7.472412,-9.975037
1968-01-01,-7.0986633,1.250885,0.27056885,0.90515137,-3.1808472,-10.68457,0.8057251,-4.3797607,-0.6573181,-5.6682434,-8.505829,-11.2969055
1968-02-01,-7.269562,1.0987549,0.47653198,0.101623535,-1.0617065,-12.183502,1.3084717,-5.6853333,-0.67788696,-5.615082,-9.661011,-12.188477
