,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8,abs_vo850_cluster9,abs_vo850_cluster10,abs_vo850_cluster11,abs_vo850_cluster12
1965-01-01,0.00025077977170440136,7.294209837226419e-05,0.014480826212093234,1.4777341167753949e-05,-0.006798445974709466,6.877762643853202e-05,0.00022373332124997806,0.004939637801726349,0.00029711841307289433,-0.003544196079019457,4.085703530941797e-05,0.000446697425407668
1965-02-01,0.00023631525891687488,7.419102412886215e-05,0.009265413245884702,1.3824776576623296e-05,-0.0005142865120433271,6.868337680186545e-05,0.00022694512153975663,0.005234674972598441,0.00023984118797670817,-0.004442609861143865,4.131202382288765e-05,0.00034570165250139934
1965-03-01,0.0002552115120124654,7.19272193109773e-05,0.012402558058965951,1.9363630020631138e-05,0.0040334954974241555,6.582405019019332e-05,0.00024293042181799295,0.0027843287170981057,0.0002807376404234674,-0.003681729140225798,4.184778740776948e-05,0.00039225366587440175
1965-04-01,0.00023675925149291288,7.55808617792685e-05,0.018193172581959516,1.8810495422765998e-05,-0.0028527872927952558,7.016066125028634e-05,0.0002492714616785045,0.0031997024052543566,0.00026542290925135603,-0.0031937015592120588,4.0475869041494835e-05,0.0004462843935471028
1965-05-01,0.00024040325570240384,7.761832580240639e-05,0.009745496936375275,1.8624598249209462e-05,0.02230179525213316,8.412352534443407e-05,0.00023036407262278609,0.006337247759802267,0.0002600766038085567,-0.00040069267015496735,4.070503600738417e-05,0.0005153353655866038
1965-06-01,0.00021173675577301765,7.390447096879614e-05,0.006789618055336177,2.1386524592828634e-05,0.03897729911841452,6.821497663622722e-05,0.00023559073537505942,0.004816452201339416,0.0002616660594867426,0.0008502069249516353,4.2885135155215504e-05,0.00047713780077174306
1965-07-01,0.00023266600237548118,7.60222096655557e-05,0.01192875497508794,1.666695815012125e-05,0.0370946538168937,7.319559829608937e-05,0.00024536508563495073,0.003223884414182976,0.0002316551672265632,-0.0010171295798500068,4.168686107768022e-05,0.0005439908030287673
1965-08-01,0.00023827544737287099,7.525195542257279e-05,0.012927508214488626,1.24846786553911e-05,0.03377355169504881,6.220104426444908e-05,0.0002485505212783156,0.0035370867408346385,0.00024000121356948512,-0.0016132942619151436,4.341417987983304e-05,0.0004940781218465418
1965-09-01,0.00024354897050216096,7.601767872831414e-05,0.007436609303113073,1.2368172384093988e-05,0.02505666925571859,5.367005672139515e-05,0.00024122361056095755,0.003322744305478409,0.00027958478767686756,-0.001652882929192856,4.2915052881526155e-05,0.00045149330010948085
1965-10-01,0.00025391859708179254,7.40801446405207e-05,0.01214860676554963,1.441771869453928e-05,0.006745294376742095,5.6887220125645406e-05,0.00022900665713035883,0.0043639396608341485,0.00023984773633856094,-0.0023577802494401112,4.4122673434227e-05,0.00039817692595534027
1965-11-01,0.000233312789532647,7.683638932258282e-05,0.020059665257576853,1.5611560418430788e-05,0.00047369831008836627,8.215442773819503e-05,0.00026568833324263854,0.0014244047633837909,0.0002509879095669021,-0.0020230569134582765,4.1706732740787646e-05,0.0005283396361240497
1965-12-01,0.00022179772258823505,7.375085922169754e-05,0.017334407311864197,1.581298160350083e-05,0.008231310494011268,7.61293839397175e-05,0.00023683053715264094,0.0024644719815114513,0.0002565669774412527,-0.0034028347727144137,4.124738791965976e-05,0.0004413565814805528
1966-01-01,0.00023115987914934522,6.954683126455133e-05,0.015340207028202713,1.8439622381974206e-05,0.01715060498099774,7.847345321871608e-05,0.0002178343814140295,0.0036360106605570763,0.00027054009024141124,-0.0025757728508324362,4.275901320660083e-05,0.0003744517744053155
1966-02-01,0.00026080022053065477,7.58058644083843e-05,0.013040364137850702,1.923063118502123e-05,0.0070086505729705095,7.297983497015334e-05,0.0002393612222102306,0.0037694655475206673,0.00024020191631279886,-0.004617145896190777,4.1254996498848175e-05,0.0003676855218751977
1966-03-01,0.000256171369983349,7.033725466556404e-05,0.014568705228157341,2.010348742425611e-05,0.00909830559976399,7.58481733750419e-05,0.0002358756961150314,0.0046128101530484855,0.0002730481355683878,-0.002260064320580568,4.114893913066947e-05,0.00048539635220852995
1966-04-01,0.0002548212933106697,7.424987797622106e-05,0.011002035171259195,1.5981740117157724e-05,0.006573611608473584,6.830079135917393e-05,0.0002504219189765589,0.004493903543334454,0.0002658254970810958,-0.0014128874681773596,4.1877139311185837e-05,0.0003621759242378175
1966-05-01,0.0002488946165613015,7.672503409855121e-05,0.01364648633170873,1.4780935443568878e-05,0.014954227663110942,6.259315601450259e-05,0.0002373840449282023,0.002372309063503053,0.00026252364477841184,0.0010902197573159356,4.2593458222002406e-05,0.0003958459274144843
1966-06-01,0.00021399882825789973,7.326772545995126e-05,0.011880259989993647,1.5690358094462835e-05,0.01372406113659963,5.697535276080349e-05,0.00023477120574919835,0.005025789141654968,0.0002630784820212284,7.718565484537976e-05,4.3516159871169114e-05,0.00047423221985809505
1966-07-01,0.00021599628325930098,7.661099745517506e-05,0.012980893370695412,1.3608779853085879e-05,0.0323313579428941,6.492137410012739e-05,0.00025132736910189334,0.003010027103300672,0.0002465162424414302,0.00010772081395771238,4.1743829169921895e-05,0.000506546445346127
1966-08-01,0.00022310985059448285,7.80235101441182e-05,0.012927938951179385,9.531442463577894e-06,0.029619288397952914,5.530485006082537e-05,0.00023788580780520157,0.004018990875920281,0.00023431016415997874,-0.00041797115954977926,4.297727973837119e-05,0.0004844804061576724
1966-09-01,0.00023695370146015193,7.486928330076585e-05,0.012760929530486465,1.0241043813263561e-05,0.01928425335790962,4.108022819439482e-05,0.0002341603677076123,0.0026782781787915155,0.00025817164441832574,-0.0011512110177136492,4.4363659643614974e-05,0.0004232342568381379
1966-10-01,0.0002350108388782246,7.566557326061013e-05,0.010159655357711017,9.94935823194743e-06,0.002474140637787059,5.385732947615907e-05,0.00021789171168005422,0.00490024613100104,0.0002527431661292212,-0.0024220646082540043,4.429521515967204e-05,0.0004153514358525475
1966-11-01,0.00023806505851098336,7.618591362379258e-05,0.018505239859223366,1.0829549486894016e-05,-0.013343690079636872,7.470030790760315e-05,0.0002493985127383733,0.0020244795450707898,0.0002738947614489007,-0.001434580553905107,4.121091137039657e-05,0.00051171892361405
1966-12-01,0.00023695054096606327,6.758884308612221e-05,0.014632250531576574,1.502720534789388e-05,-0.013669562758877873,7.47949369334882e-05,0.00023194441061658673,0.005300871271174401,0.0002703740165088675,-0.0033188192901434377,4.18092305237223e-05,0.0004101246789408227
1967-01-01,0.00023826003143767593,7.089403078572213e-05,0.014184709289111197,1.3544320301969185e-05,0.004190843174001202,7.949577723463465e-05,0.00023228447603554846,0.005340793359209783,0.00026576451546134194,-0.004242069917381741,4.085659043403339e-05,0.00044996505797219777
1967-02-01,0.00022692120182910003,7.290864677552681e-05,0.009833613876253366,1.4680847323381692e-05,-0.009026860789163038,6.871465822249385e-05,0.00021172527340240774,0.005382902600103989,0.0002623463387863012,-0.0035248904168838635,4.174476729332594e-05,0.0004338433306353788
1967-03-01,0.00023945704015204683,7.71656238605835e-05,0.017515600484330207,1.5395808195417092e-05,-0.012486883497331291,6.960965817727682e-05,0.00025652916519902647,0.0025131221264018677,0.00029162661121517885,-0.00287981893052347,3.94370406264839e-05,0.0005248353894179066
1967-04-01,0.00023252762275660643,7.88799030755132e-05,0.015047710621729493,1.3833256138264891e-05,0.009420979768037796,7.850918336771429e-05,0.0002633633865865276,0.003677994027384557,0.0002500462642274215,-4.673821081269125e-05,3.958724093780718e-05,0.0005218029158034673
1967-05-01,0.00023510069695475977,7.508393422654875e-05,0.011119293048977852,1.2938007430775188e-05,0.022162268578540534,7.47435011102685e-05,0.00024060922014006576,0.005156373663339764,0.00027454295832285425,-0.0006166824732645182,4.108324950649666e-05,0.00045329948382762575
1967-06-01,0.0002404172391834436,7.389989169477323e-05,0.00814450831967406,1.3550908823328262e-05,0.023480832169298083,6.171314453240484e-05,0.00023877627801780095,0.0046069097152212635,0.00028188349006086355,-8.244563787229708e-05,4.244836726625703e-05,0.00046415894757956266
1967-07-01,0.00023304714886762667,7.738531961991497e-05,0.0141117227030918,1.0579188037572985e-05,0.029351800912991166,7.572843190116276e-05,0.0002403981959693791,0.00466988240077626,0.0002590674966995721,-0.0015431292922585271,4.13378251303212e-05,0.0005814869655296206
1967-08-01,0.00023917089038150152,7.52484446458219e-05,0.01372513797832653,8.866362060705962e-06,0.026322476333007216,6.0169799585959746e-05,0.0002367984373396372,0.0033422202250221744,0.00022332244498102227,-0.0024781893444014713,4.297618063822634e-05,0.0004907106146371614
1967-09-01,0.00022179958705237368,7.611785034756534e-05,0.013459660112857819,9.42397503410587e-06,0.01698506821412593,4.5799081687748965e-05,0.00022904237352229433,0.004044021989102475,0.00023687839529884513,-0.0013104149729770143,4.4144338945068955e-05,0.0003920283294670905
1967-10-01,0.00023821021386538632,7.319677469704848e-05,0.011951815395150334,7.304653943767287e-06,0.014693624689243734,4.634042332846938e-05,0.00021409869077615437,0.004936513141728938,0.0002587880771898199,-0.0021996942450641654,4.437823152569131e-05,0.0004415056901052594
