,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5,mgu500_cluster6
1970-01-01,-0.29864648,-1.3852171,-0.90118575,-0.5645277,-0.5616874,0.5570219
1970-02-01,-0.57509667,-1.0436534,-0.5382041,-1.0020615,0.06777335,0.36081544
1970-03-01,-0.31549156,-0.54893553,-0.72098386,-0.8829647,-0.46697852,0.2798914
1970-04-01,-0.14677003,-1.2699608,-0.53381556,-0.54283977,-0.7342818,-0.32892635
1970-05-01,0.14067066,-0.30627975,-0.5155351,-0.004121933,-1.3556614,-0.7074234
1970-06-01,0.28969854,-0.29750904,-0.77239376,-0.05113997,-1.8043025,-0.64374864
1970-07-01,0.44306234,-0.80844146,-0.8347654,-0.27845886,-1.5380511,-0.83641
1970-08-01,0.4469623,-0.6967052,-0.72384006,0.15578799,-1.7720398,-0.7116347
1970-09-01,0.23311421,-0.7602937,-0.9092107,0.5297238,-1.6319845,-0.93451554
1970-10-01,0.34069148,-0.723675,-1.0484428,-0.8415539,-0.9682716,-0.4906504
1970-11-01,-0.023982633,-1.6503597,-0.7738595,-0.5810698,-0.486821,-0.35554
1970-12-01,-0.37384108,-0.9946316,-0.81195104,-0.9465365,-0.39134687,0.3357529
1971-01-01,-0.24059929,-1.3301815,-0.49641505,-0.82676697,-0.49904448,0.49105412
1971-02-01,-0.80477756,-1.0704721,-0.39461702,-0.9371752,0.19967467,0.4995085
1971-03-01,-0.1888433,-0.49574453,-0.634071,-0.9891475,-0.37275672,0.48936674
1971-04-01,-0.0027161944,-0.6532263,-0.6273692,0.06363601,-1.0336105,-0.065097935
1971-05-01,0.124371566,-1.0498604,-0.35301605,0.028214052,-0.8565406,-0.66119033
1971-06-01,0.39877397,-0.7526577,-0.37366068,-0.29543057,-1.4447598,-0.8611402
1971-07-01,0.38507155,-0.8494745,-0.42590213,-0.0037434897,-1.533827,-0.76180357
1971-08-01,0.41570973,-0.47884554,-0.48878172,0.89069694,-2.2085104,-0.9775608
1971-09-01,0.45260876,-0.37370092,-1.2825044,-0.23057787,-1.6146607,-0.76015097
1971-10-01,0.34853646,-0.5110213,-0.809747,-0.2008385,-1.5569351,-0.45989245
1971-11-01,0.11661776,-0.63997835,-0.59400463,0.15794913,-1.3036373,-0.5350707
1971-12-01,-0.028794926,-1.2205871,-0.9768552,-0.5638283,-0.9407421,0.2534951
1972-01-01,-0.5348182,-2.066699,-0.5348679,-0.70785975,-0.2988499,0.489393
1972-02-01,-0.46509358,-1.6605694,-0.36788794,-0.76327205,-0.20989238,0.54188776
1972-03-01,-0.35197166,-1.0434607,-0.36380854,-1.0071625,-0.12197439,0.18560106
1972-04-01,-0.085427895,-1.2878735,-0.48881525,-0.4900286,-0.8133847,-0.33380434
1972-05-01,0.024718774,-0.924185,-0.35058674,-0.39068842,-0.6262478,-0.6306702
1972-06-01,0.1941502,-0.17613801,0.1701507,0.16421816,-1.4476687,-1.2354405
1972-07-01,0.46172264,-1.0749278,-0.59787846,-0.00749363,-1.3261172,-0.9104144
1972-08-01,0.18434726,-0.47236347,-0.28405294,0.42772025,-1.8542898,-1.0351113
1972-09-01,0.36117354,-0.38996875,-0.7561545,-0.2627494,-1.6467667,-0.6991561
1972-10-01,-0.24070123,-0.58792543,-0.59275466,-0.1415263,-0.7909757,-0.8610218
1972-11-01,-0.21737354,-0.8281803,-0.40207937,-0.20644034,-0.84155697,-0.74472684
1972-12-01,-0.110957466,-1.4767351,-0.85394406,-1.451132,-0.38173336,-0.13503145
1973-01-01,-0.7650394,-1.5406029,-0.7487385,-1.0496064,-0.13712795,0.3871378
1973-02-01,-0.62224334,-1.0216451,-0.38103822,-1.0191395,-0.14354044,0.10873841
1973-03-01,-0.50813156,-0.8770597,-0.5856012,-0.81983286,-0.34947833,0.42768797
1973-04-01,-0.10815482,-0.7172283,-0.4672156,-0.34758,-1.2540634,-0.34334671
1973-05-01,0.08127724,-0.8215693,-0.37430796,-0.5077573,-1.3332783,-0.82067806
1973-06-01,0.15370707,-0.7204748,-0.2925778,0.5030791,-1.7221795,-0.83529776
1973-07-01,0.22460294,-0.6607746,-0.22708376,0.16486286,-1.7298988,-0.8580192
1973-08-01,0.32429194,-1.1341801,-0.17801848,0.35665357,-1.7601688,-1.0045309
1973-09-01,0.35089776,-0.5659056,-1.1551541,-0.4051654,-1.5124955,-0.622791
1973-10-01,0.27431688,-0.8589917,-0.8452618,0.0802408,-1.3242811,-0.5173152
1973-11-01,0.14207752,-1.4753057,-0.8335298,-0.58269405,-0.5346996,-0.11032964
1973-12-01,-0.18946905,-1.4136999,-0.37020764,-0.58322936,-0.59405327,0.1962949
1974-01-01,-0.90602034,-2.1841414,-0.32073775,-1.0757719,0.87286705,0.26495963
1974-02-01,-0.4470511,-1.22303,-0.2614186,-0.80850595,0.049791303,0.33332765
1974-03-01,-0.24942452,-1.2970829,-0.3238314,-0.8272059,0.012577782,0.4150468
1974-04-01,0.24779694,-0.8431961,-0.42233637,0.08491601,-1.0998176,-0.48532316
1974-05-01,0.05380575,-0.29474947,-0.18279266,0.39250654,-1.5999486,-0.8567643
1974-06-01,0.06160706,-0.2766846,-0.103660345,0.35167465,-1.5662557,-0.8700301
1974-07-01,0.25822136,-0.49708056,-0.75223976,0.5659065,-2.3372152,-0.63358253
1974-08-01,0.19854972,-0.67577076,-0.766865,0.03562362,-1.3324631,-0.76098114
1974-09-01,0.18090421,-0.66306114,-0.6926233,0.2294812,-1.5116103,-0.7519029
1974-10-01,0.396249,-1.1537187,-0.6351968,-0.34681958,-1.3740716,-0.6441667
1974-11-01,0.19592434,-1.9050825,-0.6988901,-0.64598876,-0.7292227,-0.36737248
1974-12-01,-0.2677565,-1.725156,-0.6577291,-1.0565405,-0.4052915,-0.024284454
1975-01-01,-0.27666315,-1.8954377,-0.74212563,-0.7095301,-0.37193125,0.23297289
1975-02-01,-0.84352,-1.3414083,-0.54966414,-0.82557964,0.5020013,0.24334493
1975-03-01,-0.4427095,-0.3885531,-0.76289666,-0.6271875,-0.4859706,0.36759955
1975-04-01,-0.0910489,-0.88444984,-0.5571121,-0.34544572,-0.70491326,-0.16820116
1975-05-01,0.22587389,-0.92338943,-0.6821574,-0.7010322,-0.95206445,-0.6340028
1975-06-01,0.40295112,-0.88988924,-0.19066589,0.32077095,-1.5331737,-0.91467243
1975-07-01,0.25161368,-0.9845892,-0.21928298,0.38838953,-1.9038405,-1.0777583
1975-08-01,0.3442013,-0.53029364,-0.79201776,0.6171186,-1.96339,-0.56360966
1975-09-01,0.26950258,-1.0127857,-0.5592901,0.24967743,-1.7378461,-0.64506483
1975-10-01,0.19484007,-0.2578507,-0.7383552,0.58809197,-1.4701881,-0.535613
1975-11-01,0.078491785,-1.5019093,-0.6523624,-0.56465733,-0.9277164,-0.16950403
1975-12-01,-0.21219121,-1.7500505,-0.47592387,-0.98149437,-0.20363542,0.18194415
1976-01-01,-0.4615343,-1.6278012,-0.50731623,-0.79229456,0.18906012,0.35188246
1976-02-01,-0.45105156,-1.5206101,-0.36401007,-0.9263811,0.107375205,0.26390848
1976-03-01,-0.30569133,-1.3846942,-0.584119,-0.727326,-0.37872344,0.5912141
1976-04-01,0.12057498,-0.5320452,-0.38700178,-0.3231448,-1.0348728,-0.13394031
1976-05-01,0.066878065,-1.2845155,-0.23886432,-0.34664533,-0.6648553,-0.25910428
1976-06-01,0.3404613,-0.97356135,-0.6763997,0.19151355,-1.1711302,-0.6625906
1976-07-01,0.35733548,-1.020966,-0.7367758,0.13969281,-1.3614507,-0.82538426
1976-08-01,0.2993006,-0.88898414,-0.48878792,0.14145342,-1.4312809,-0.8662948
1976-09-01,0.25305307,-0.7477924,-0.52033,0.19767016,-1.5255104,-0.7417226
1976-10-01,-0.0708783,-1.1232402,-0.3828139,0.44855458,-0.97258997,-0.96267146
1976-11-01,0.1446724,-0.94045454,-0.68248504,0.051643074,-1.0306947,-0.6450613
1976-12-01,-0.07236129,-1.786567,-0.9361381,-1.4060488,-0.5333735,-0.0076302486
1977-01-01,-0.52448475,-1.8681908,-0.7825271,-1.0241449,-0.08660402,0.6372906
1977-02-01,-0.33672252,-1.8598651,-0.64146364,-1.202367,0.0222059,0.5690523
1977-03-01,-0.37350765,-0.9897527,-0.6148766,-0.89425063,0.01327359,0.15551224
1977-04-01,-0.065634325,-1.3272854,-0.22688289,-0.07510678,-0.55179685,-0.45379177
1977-05-01,0.09537341,-0.79911,-0.1728939,0.08449914,-1.2195975,-0.8717954
