,mgv850_cluster1,mgv850_cluster2,mgv850_cluster3,mgv850_cluster4,mgv850_cluster5,mgv850_cluster6
1965-01-01,-0.0067700385,-0.30980226,-0.17101674,0.25755534,-0.163658,0.061371755
1965-02-01,0.07800247,-0.5972341,-0.4162094,0.3033266,-0.037088014,0.22046737
1965-03-01,0.09301424,-0.22915062,-0.30538705,-0.036499284,-0.18058309,0.23547915
1965-04-01,-0.23650937,-0.16071454,0.0032378435,0.33629367,0.03635211,-0.06372657
1965-05-01,0.002796316,-0.014423084,0.11891697,0.64079773,-0.18705873,-0.12171328
1965-06-01,0.09551623,0.11950569,0.28610718,0.5071632,0.0047096014,0.07947421
1965-07-01,0.16792607,0.22473535,0.3305539,0.4575654,-0.13613637,-0.044888236
1965-08-01,-0.021781826,-0.014717484,0.3867745,0.54189646,-0.30097178,0.07064366
1965-09-01,0.04532974,-0.0,0.43548927,0.5708898,-0.29817548,-0.019721389
1965-10-01,-0.2091349,-0.35513204,0.2721256,0.7164453,-0.2675632,0.10817323
1965-11-01,-0.053277113,-0.16409953,0.041208852,0.6561038,-0.17057522,-0.09419169
1965-12-01,0.15026517,-0.17322436,-0.49067965,0.45388603,-0.3626379,0.18956073
1966-01-01,-0.04137473,-0.32636848,-0.4331326,0.26474035,-0.2946864,0.44108924
1966-02-01,0.1698389,-0.28296837,-0.35269785,0.5190647,-0.23710899,0.25909838
1966-03-01,-0.3191351,-0.14741552,0.061194085,0.49533933,0.017504692,0.16347356
1966-04-01,-0.092008114,-0.26097903,0.27689236,0.5560994,-0.13265948,0.32144982
1966-05-01,0.25490302,-0.067704104,0.24709101,0.5116867,-0.10242417,0.15884419
1966-06-01,0.077541426,0.1994956,0.2109243,0.55118084,-0.06293011,0.3123358
1966-07-01,-0.058879398,0.273565,0.19790427,0.721309,0.0217,0.11935017
1966-08-01,0.21974897,0.09678211,0.37005782,0.58647954,-0.38828588,0.19645762
1966-09-01,-0.07522676,-0.18314824,0.4474546,0.5720128,-0.28079838,0.11949484
1966-10-01,0.04788475,-0.113852836,0.33692914,0.735197,-0.23479433,0.039928056
1966-11-01,0.31190175,-0.124413535,0.059458066,0.5666601,-0.38582653,0.4461526
1966-12-01,0.114286855,-0.22871831,0.14047153,0.59096414,-0.1519002,0.12238817
1967-01-01,-0.00066609384,-0.26811022,-0.17135742,0.37951756,-0.23380546,0.28442997
1967-02-01,-0.13189025,-0.27527094,-0.14970875,0.38767743,-0.14571209,0.100582935
1967-03-01,-0.014987516,0.06411332,-0.11590354,0.26244828,-0.08193183,0.06561203
1967-04-01,-0.42031687,0.043130778,0.14937569,0.066278175,-0.15437156,-0.20549569
1967-05-01,-0.019983362,-0.30641174,0.17968383,0.654955,-0.20732749,-0.12006675
1967-06-01,-0.025978386,0.11523743,0.090091705,0.77935153,0.060616206,0.18601188
1967-07-01,-0.10457965,0.22164889,0.31557077,0.690259,-0.053955078,0.095587134
