,vws_u850-250_cluster1,vws_u850-250_cluster2,vws_u850-250_cluster3,vws_u850-250_cluster4,vws_u850-250_cluster5,vws_u850-250_cluster6
1970-01-01,17.252860744422094,-4.217390846232904,19.85942302179675,-6.698339878819157,10.823390963755056,2.8810757671081593
1970-02-01,17.89057157629364,-7.865587742516844,19.009751033110966,-7.423678473492885,14.685186889338874,0.7163255623097093
1970-03-01,20.226990379296566,-1.951156372367917,16.514888208182608,-8.023361490886138,19.417007939501794,7.348281579636158
1970-04-01,27.619934003810947,6.175201852978539,18.74607818483952,-3.376774049377035,26.19679037141549,18.001298172490706
1970-05-01,38.20695724939925,7.634690807410156,16.04711963498607,-4.819846052867522,31.256493219851826,22.268184114883876
1970-06-01,41.656063369676424,4.480193705112335,22.994378698488944,-10.582930637590646,30.83522615130696,16.554521879404184
1970-07-01,40.06581416955407,2.6408695566809683,25.701075637734764,-9.853252445177322,30.358998790148885,15.517341029220258
1970-08-01,40.70030789844688,0.6504946281481612,25.481886121627472,-10.123082432805056,29.85627629631716,14.143596623036084
1970-09-01,42.19824226870784,5.122235972220318,23.45934727953758,-7.545448071618869,27.348571666788573,16.10528249536418
1970-10-01,31.792474114773576,5.178629741724162,24.484038599002815,-8.097294443842529,24.002427317569403,15.117156329732326
1970-11-01,26.417362005439458,5.256873658841048,21.864814576633954,-7.218450966775876,19.79099605707558,16.81837587989887
1970-12-01,22.616613930726956,-1.216154667790228,18.615483149497155,-9.174648529927312,14.088453333337661,7.130265473525734
1971-01-01,19.137659903665483,-6.405918431081192,18.563197902701646,-10.391019396827925,10.459795240440322,1.3841346354469142
1971-02-01,16.377815196162288,-9.992939822963148,17.118000119219154,-13.173446591218946,10.317474256060887,-1.630003214854689
1971-03-01,20.036269465182254,-4.911097209237994,18.50482255157271,-8.448453463261663,14.620365202745052,3.2086892433553214
1971-04-01,30.156952644276537,4.236342915440753,13.363686892480713,-2.7897709541498834,21.132819534859635,16.523358175597835
1971-05-01,34.813435685461414,9.10546630645489,16.03530507228445,-4.271274044648852,27.691617049736436,24.694396781180828
1971-06-01,37.114752699991655,2.059093693367167,22.556280279518788,-9.310502047960947,30.544028977311456,13.672868866560867
1971-07-01,41.53362117320653,4.874897447308554,21.56428920684717,-9.075325605752434,29.346432910170176,16.95581496628005
1971-08-01,45.39133161411771,3.73325124842391,17.229459452804203,-8.806988311073049,31.256108198319957,16.557606892521154
