,mgu50_cluster1,mgu50_cluster2,mgu50_cluster3,mgu50_cluster4,mgu50_cluster5,mgu50_cluster6
1965-01-01,-0.641338,1.462238,1.3465494,0.0029335022,-0.91214716,1.8904483
1965-02-01,-0.7817936,1.4736443,0.6605652,-0.038454436,-0.92159766,1.7695458
1965-03-01,-0.8596798,1.117128,0.3920374,-0.123183444,-0.8176411,1.4371449
1965-04-01,-0.57616156,0.42071533,-0.3001383,-0.24799728,-0.7016262,1.4228061
1965-05-01,-0.77886087,-0.2470192,-0.7404068,-0.32849044,-1.3918473,0.71205443
1965-06-01,-1.504277,0.24376068,-0.7280232,-0.60874975,-1.7695459,0.38486823
1965-07-01,-1.017733,-0.43570557,-1.2458515,-0.6436192,-1.8399366,0.17565116
1965-08-01,-1.3015778,-0.5957142,-1.0864944,-0.5950626,-2.6966834,0.12285805
1965-09-01,-0.859354,-0.67099345,-0.42592925,-0.98710024,-1.6867716,0.086359404
1965-10-01,-0.68989486,-0.56899184,-0.08603287,-0.55921555,-1.3687096,-0.05800705
1965-11-01,-0.49729767,-0.6266739,0.17434768,-0.9809082,-1.054884,-0.16815643
1965-12-01,-0.39888078,-0.7345413,0.31936568,-1.0718296,-0.5504166,-0.17858429
1966-01-01,-0.8957394,-0.47297972,0.55930406,-0.9984749,-0.9190437,0.009519195
1966-02-01,-0.7769203,-0.45394135,0.49300155,-0.8767029,-0.76116526,0.006892395
1966-03-01,-0.8789997,-0.52713776,0.23829499,-1.1858947,-0.7345787,-0.0019691468
1966-04-01,-0.9433327,-0.60558397,-0.2044876,-0.99683416,-1.1829405,-0.10733185
1966-05-01,-1.4149994,-0.56619644,-0.6400482,-1.2709061,-0.8310782,0.17822877
1966-06-01,-0.75295943,-0.45558318,-1.3851303,-0.2799801,-1.3473839,0.48578033
1966-07-01,-1.2197021,0.6745125,-1.667736,-0.05186043,-1.7451985,0.13884124
1966-08-01,-1.4061371,1.3221099,-1.522002,-0.13260499,-2.0826187,0.19660969
1966-09-01,-1.2515408,1.1826122,-1.2649982,-0.28588828,-1.6578891,0.8074457
1966-10-01,-0.32265013,1.1639035,-0.31280327,0.3987995,-1.2410374,1.0746248
1966-11-01,-0.3265888,1.0795482,0.4480339,-0.041685104,-0.47527695,1.1031806
1966-12-01,-0.39847106,0.89639586,0.75722635,0.09157638,-0.48052865,1.0532898
1967-01-01,-0.7455002,1.3437287,0.19070168,-0.0045715333,-0.8565254,1.1860085
1967-02-01,-0.7628067,1.564146,0.86534196,-0.07445145,-1.1118824,1.424712
1967-03-01,-0.68410987,1.1497616,0.689661,-0.10188141,-0.94991684,1.2947476
1967-04-01,-0.63284266,0.8111355,0.39479178,-0.34319764,-1.122332,1.0557171
