,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6
1965-01-01,25.65741,15.872284,28.025482,18.536224,28.09085,22.94455
1965-02-01,26.157867,16.299377,28.189148,19.197845,28.257507,23.21051
1965-03-01,26.211761,15.897217,28.48703,19.33606,27.74707,23.342743
1965-04-01,26.260162,14.671783,29.214508,18.744812,27.94217,22.262482
1965-05-01,24.821655,13.486725,28.578339,17.89505,27.09793,21.005096
1965-06-01,23.832703,12.618042,27.940155,16.294403,25.874481,20.470215
1965-07-01,23.233948,12.338135,27.643799,15.111847,25.055176,19.314117
1965-08-01,22.12027,12.463867,27.329926,14.540039,24.128601,18.836609
1965-09-01,22.423645,11.426514,27.561462,14.526062,24.681458,17.51535
1965-10-01,23.162598,11.832672,28.043457,15.381287,25.278198,19.207825
1965-11-01,23.353699,12.625519,28.852783,15.866791,26.272644,20.21225
1965-12-01,24.838623,14.395355,28.647186,18.315186,27.494598,21.43222
1966-01-01,26.11853,16.271729,28.44635,19.046844,28.151337,22.894592
1966-02-01,26.925415,16.66858,29.304169,19.662567,28.71817,23.391327
1966-03-01,26.07315,16.121948,29.306183,19.36203,28.207825,22.866852
1966-04-01,25.823029,15.234375,29.351562,18.743256,27.259766,22.6026
1966-05-01,24.810394,14.33017,28.533112,17.125977,26.769592,22.0242
1966-06-01,24.085724,13.241913,27.888123,15.815826,25.963715,20.996948
1966-07-01,23.335358,12.503143,27.88861,15.083099,24.973785,19.27832
1966-08-01,22.086731,11.811249,27.637482,14.550568,24.458405,18.753326
1966-09-01,21.897095,11.907562,27.355072,14.401794,24.539612,18.109863
1966-10-01,22.450317,12.36496,28.12613,14.300934,24.988922,19.308563
1966-11-01,23.221893,13.177368,28.283478,15.73465,26.419098,21.142181
1966-12-01,25.330841,15.349365,28.270355,17.113892,27.406006,22.352997
1967-01-01,26.339813,16.890747,27.53128,18.40326,27.942474,22.530548
1967-02-01,26.665863,18.11026,28.130768,19.245636,28.200897,23.151062
1967-03-01,26.401917,16.483582,28.732758,18.739807,28.35315,22.547089
1967-04-01,25.541504,15.399292,29.57965,18.395233,27.915924,21.944092
1967-05-01,24.022003,13.266296,29.172485,18.072693,26.84616,21.037598
1967-06-01,22.973785,12.8526,28.13678,16.87622,25.621124,19.780518
1967-07-01,22.035736,12.71637,27.728119,15.830505,24.131195,18.34314
1967-08-01,21.687653,12.370819,27.580872,14.789795,24.337036,18.395233
1967-09-01,21.514862,11.487366,27.756165,14.671112,24.630005,17.974548
1967-10-01,22.068787,12.1614685,27.873352,15.509979,25.124329,19.023773
1967-11-01,23.426025,13.438568,28.32608,16.328339,26.258179,19.995361
1967-12-01,24.891937,14.251923,28.267487,17.922974,27.02945,20.728577
1968-01-01,25.59021,14.945679,27.872345,18.888702,27.500397,21.436462
1968-02-01,26.052673,15.597076,28.409485,19.802765,27.927734,21.749054
1968-03-01,25.727203,15.500641,28.70279,19.668213,27.656677,21.9469
1968-04-01,25.088165,14.671173,29.445679,18.457428,27.271881,21.509155
1968-05-01,23.982727,13.948547,28.470825,16.618439,26.23764,20.462067
1968-06-01,23.47525,13.411896,27.539948,15.727173,25.851349,19.069244
1968-07-01,22.521149,12.789673,27.162567,15.186066,24.877472,18.59787
1968-08-01,21.834625,12.275757,26.982025,14.135986,24.278503,18.256104
1968-09-01,21.582367,11.283569,27.34607,13.805115,24.237946,18.242767
1968-10-01,22.488007,12.479065,27.671509,14.703827,25.08371,19.030182
1968-11-01,23.710175,13.755157,28.021698,15.346802,26.238617,20.696533
1968-12-01,25.06543,14.927887,28.058807,16.800964,27.429657,22.58493
1969-01-01,25.925507,15.890472,28.826141,18.33374,27.802704,22.928497
1969-02-01,26.499786,16.877533,28.937408,19.135162,28.324677,23.086426
1969-03-01,26.14087,16.461182,29.614746,19.361786,28.353882,22.623413
1969-04-01,25.311737,15.396698,29.501434,18.487549,28.328766,21.93222
1969-05-01,23.852448,14.356323,29.01535,17.535889,27.317108,20.806732
1969-06-01,22.84082,13.794373,28.180573,15.743317,25.99524,19.739197
1969-07-01,22.222443,13.042145,27.793976,15.129059,24.435455,18.9357
1969-08-01,21.939392,12.430969,27.613495,14.79422,25.04306,18.938782
1969-09-01,21.94043,11.602356,28.117004,14.148163,25.066132,18.542938
1969-10-01,22.505463,12.203308,28.282623,14.771149,25.193817,19.267975
1969-11-01,23.464813,13.597961,28.457977,16.37503,26.216248,20.886719
1969-12-01,24.478027,15.491547,28.246735,17.243622,27.08075,22.300354
1970-01-01,25.73468,16.65561,28.53238,18.492493,28.076233,23.135864
