,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6
1970-01-01,55.33964769468818,76.42819459109886,8.794626730702255,67.38262078014563,36.43693185569,79.46697011529926
1970-02-01,51.541802755260655,78.67046855383802,11.681817823287238,68.55726635291722,26.583441274755668,75.82352176007944
1970-03-01,48.411978368535785,80.69668701549345,15.906464509397972,68.51086671567845,34.705353053092736,81.06628950568688
1970-04-01,55.49053356282329,81.12363676092298,13.97241549478187,70.23873473836427,38.69248385847766,77.89281641597805
1970-05-01,48.360446321357585,72.451199230231,15.775115157414954,61.700180826941676,36.799512520020095,79.32358912151767
1970-06-01,36.90556843182645,62.679833770018206,18.20715228833735,47.834514995548105,27.85990251133943,75.03615336426027
1970-07-01,33.473164947694244,56.198488762832795,16.281213174673706,41.47317915722695,25.795272315122528,73.89568949425065
1970-08-01,30.78514137111218,45.950966238474166,15.452614510559679,29.884356293110383,22.790851629888287,77.13909311349317
1970-09-01,21.318599820418957,54.40141960105383,13.45049475119598,33.03708752144446,17.562962830045546,77.01957864844198
1970-10-01,25.143366135552455,59.903341902029446,13.858899017505685,41.09895543408469,14.377988732010378,76.54732301524875
1970-11-01,33.20783985712992,70.00557278825816,7.743388673400169,53.03228807175103,14.718086348187123,75.90261935690165
1970-12-01,42.00710902451584,78.4082483190114,10.387460138296,64.05205406905408,17.4876102595251,77.03215259708513
1971-01-01,49.9880735414254,78.30820446729878,9.377858908100704,70.03873863718654,18.219419645291563,74.44008287324878
1971-02-01,48.78416767250048,76.11367563159929,9.270765981268566,66.42420285712078,16.223718173954747,75.59615224114327
1971-03-01,53.71350815288944,77.63165367238791,15.95272162297622,71.90714146238192,25.25904483079759,72.84325261208176
1971-04-01,57.516885420053974,82.21115244180591,16.09035166396814,71.80084199984121,39.02058707986868,81.58123343768088
1971-05-01,51.00640537984151,80.64832548474378,18.31978064439434,64.75209265853623,36.46896603066926,79.92788048388908
1971-06-01,35.452303157907544,62.298524537169534,20.80425530369471,47.2039806741187,26.40400396696532,79.22252557358314
1971-07-01,36.89949179728743,56.65417952713199,16.037017342099233,39.44427846373958,31.966361456613903,80.39607370843413
1971-08-01,32.22431485615623,49.46799060243386,15.224003211299957,35.26436853382642,29.43175721647718,74.59029413011783
1971-09-01,22.312895029043204,53.98404429153591,14.52008727676754,34.94677837374672,14.912444755952471,72.96446856929116
1971-10-01,30.77675749439897,60.07712468553666,14.939313284371165,42.35637122055012,20.4167677676228,76.21408092535818
1971-11-01,41.07711241593605,73.25779623293857,12.613578664166631,57.38228464824398,20.590587886197557,78.04478457570379
1971-12-01,46.11253138222056,77.04094765780539,10.335080889047422,62.66013368279769,24.065503781814243,79.58183998171384
1972-01-01,59.40756789395669,80.74485988493888,8.103722331198776,70.42386826080407,34.61965222169074,80.87654544292948
1972-02-01,57.73077113785319,73.81528252083295,10.719035674304747,69.72451191894149,33.11143409763322,76.13953098772923
1972-03-01,65.15680817100822,79.61386830622666,13.57434091184514,70.78017929161112,32.44371189230714,76.33351636243474
1972-04-01,57.96164314767448,79.33315087005302,14.110692674957082,70.92730588516073,36.85028753507639,75.49239979345309
1972-05-01,51.791955613832585,73.12574804786775,19.71829217920284,64.15880968312038,39.125341655317115,74.01627249034452
1972-06-01,39.162780941528865,65.24854104856978,14.390461132835368,52.40725384877035,39.06655310545037,72.42733802791615
1972-07-01,29.66439872634991,54.030957953200385,15.459753285114537,45.408412090525204,30.289953049526282,76.37581414928165
1972-08-01,31.813998167600705,53.831441161944205,14.654369549833447,44.23871085999364,32.02581328023279,73.20407648793324
1972-09-01,34.45331723047319,54.71848502706933,11.72265545447501,41.85341216979764,20.631215681596977,72.01528149335948
1972-10-01,39.21870497289787,65.75291265070295,14.337182762481213,46.635878532507974,28.84455590395568,74.79059904612626
1972-11-01,37.96825547977613,71.49310390716016,11.586360682248538,56.612409588305326,30.583002131977203,79.07728782682386
1972-12-01,48.666198793751306,75.91569328874152,8.899928450240216,63.80607948867179,32.25539826913453,79.6849881860525
