,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6
1970-01-01,52.14547338902144,77.58643304829506,11.211746259354475,69.94919086621397,26.811590374964887,79.55485539547915
1970-02-01,52.41280185148982,76.55625103729362,10.762536405128337,70.87624260438773,25.67844901983209,76.01632444406134
1970-03-01,54.41711358228355,79.84514441909782,13.71406672780937,71.90746139076435,32.35985029887197,80.54359094941357
1970-04-01,54.64902734524146,80.08659517675929,19.27974210192763,70.18894463405744,36.96914517640034,80.2701876670829
1970-05-01,48.98811892493329,75.19762128911974,20.65939371485806,62.83723582543272,37.21463622000259,79.27901928270731
1970-06-01,36.92143404742141,64.36061511755287,22.203625321770094,48.04933479799875,28.858855060553413,76.11157653833735
1970-07-01,31.77634736849333,57.48514924887289,19.748614403705382,41.94624119070365,26.869467971758013,74.1791146740631
1970-08-01,27.953266623576425,51.44872067953022,18.00704635785623,34.98462301271965,23.726466492668994,73.16359992820401
1970-09-01,24.98247657268928,54.98541735433176,16.31670934237138,35.77353629507598,19.98180863333113,73.37748266452665
1970-10-01,26.386915276992813,63.14943187514756,12.664467490650335,41.06925492355126,16.68965530311498,77.89225608008519
1970-11-01,31.836747641096984,74.41457936810055,8.969127314536395,51.03904023098543,16.935071479065314,79.42497995915208
1970-12-01,42.08732148747147,77.75942434888381,9.679996254126428,62.761400309915814,19.007638793428647,79.12825876684164
1971-01-01,46.64898331278857,77.09019859786103,10.475252581283542,67.06854989829202,21.09417665240453,78.60672412681373
1971-02-01,48.8889466777139,76.12855223367387,11.12645577007824,68.19851603161153,23.107229706139773,76.32018879294355
1971-03-01,54.5893675199629,78.77874383527046,14.344803653873235,72.70878043998157,31.199318902588548,78.68471848772224
1971-04-01,57.284768504155565,80.77619502253962,19.201400306539732,72.1821352561224,40.90113120610951,81.81489836515274
1971-05-01,51.209012164130876,76.87054487854601,20.558532287945535,65.22543306979037,38.641120924773055,79.56851998800057
1971-06-01,37.17099969463669,65.35739643508292,19.64885999106441,47.54266237763758,30.55911843746432,78.35177365419571
1971-07-01,33.994326925356965,57.46960908571942,20.026682708681548,42.45779175130776,29.391592220053614,74.38364494470814
1971-08-01,30.875256454148296,54.72859390871136,19.195318799854952,38.47361470212814,27.72317644829161,71.95306269918342
1971-09-01,24.80036579803581,56.5702761414207,16.49696555851684,36.55636804546226,19.636762131840154,72.7128822365071
1971-10-01,30.335480453413215,63.1077070802467,15.162380052605647,41.940548227816286,21.891390750697834,77.03143518285854
1971-11-01,39.90581650802328,73.24012329433869,12.836161640774646,55.61172485235006,24.531213227689086,79.34879255169021
1971-12-01,41.78939405561466,75.24827720443933,10.061986780061009,61.3496873722093,20.0410498842498,77.6235488002848
1972-01-01,54.52630309950283,78.54324159886418,10.44915561320066,69.50499882064477,31.14680524017714,80.81083014992456
1972-02-01,52.69565802710116,75.79049511405802,11.128130459014113,68.85357259005599,29.785904570177586,77.50182270960681
1972-03-01,59.77623049146268,78.21943936065139,14.207956440035852,72.74147029776725,34.69276246422231,78.12973173806817
1972-04-01,56.952087431584374,78.58439516249265,16.764026136851445,71.22640321859357,39.10458154320147,79.84327448434526
1972-05-01,51.414072379287994,73.55243530614541,18.6194532604905,64.23527138512763,38.989149141862235,77.61429769819028
1972-06-01,43.34125804485169,64.8273571280492,20.802855765630223,53.41242387817121,36.986834958418534,72.95573913092977
1972-07-01,33.812162408876496,53.430702114153696,17.992486747572027,41.35847858768959,28.696046101268482,70.41423886795278
1972-08-01,33.18397627493204,51.58893141621747,19.07525864053772,38.599348250134895,27.742690089567773,69.3990746419295
1972-09-01,28.72213432403772,54.215939750672575,12.48032512184841,38.06486528242281,18.92185963271064,71.53988418463389
1972-10-01,35.57561517888479,64.97038593605558,11.567211150308427,46.25196707451748,23.295006915041675,75.99207847271539
1972-11-01,38.44881327001712,73.53322703669974,9.993810520835547,55.992573190855076,23.428429830340452,78.64295571036563
1972-12-01,45.415196192828205,77.06202117773972,8.91620127975771,63.872722034416086,24.125289510572916,80.35852181468647
1973-01-01,49.21355242349614,78.09987566384085,9.701742898222637,68.9899728396548,25.553541658881883,79.89549493755287
1973-02-01,53.24596588547374,77.7578744173523,11.825353586864042,71.28311054178371,30.64943017217849,79.16580947673562
1973-03-01,51.83561619571906,77.73638573817976,14.119979430695448,69.77885628750496,27.353577980082353,79.69555100575927
1973-04-01,51.9213595032481,79.31580007404797,16.031685743203717,71.00783700052827,31.432651229252087,82.23272365246382
1973-05-01,45.46040180690971,75.31554826711897,19.57819298186168,62.328785619497474,35.34224311210663,79.62677056132596
1973-06-01,36.94627334327055,63.54708530833854,21.930741832505795,47.77441022910206,29.60701552921261,75.55734282767436
1973-07-01,30.71826170780518,56.65079715971827,18.321815874504995,39.511021778088164,26.525796876645263,74.60384268753057
1973-08-01,28.754647576880366,52.08744452974964,17.05446086243882,35.361135519194534,23.31332053177725,72.74272859920342
1973-09-01,25.545312399540467,55.47327516044705,14.281534278066575,35.945406117112974,18.985362285117812,74.56745120775236
1973-10-01,26.96355607058985,63.07297632647453,11.595023098253023,41.17039945351672,17.719878819862892,75.69688565192173
1973-11-01,30.094794565726403,72.90104580301563,11.122710695083365,49.165475678387935,15.321224135122149,77.69447851743843
1973-12-01,38.70860610388477,75.64288494086597,10.317007416072492,61.404592003278125,17.923112795761856,77.13285653858061
1974-01-01,42.880643291580334,74.1753464471563,8.97579661935961,65.6045744690452,16.754245252692662,74.03625919284028
1974-02-01,49.16271769416396,74.01491735670136,13.53327830823214,68.46598248531626,25.850881810940244,74.43513129035624
1974-03-01,51.80751500579954,76.91115494995776,15.483721518366135,70.22865187712155,27.807375841107195,78.01835557254738
1974-04-01,54.30413141001514,78.00558333041651,22.176225343171904,69.85808303192553,39.35709686932135,78.81826314945255
1974-05-01,50.50395094295005,74.10392378505358,24.954832442406875,63.53493506704766,38.05561281273804,78.5846079494613
1974-06-01,41.66529471299411,66.04247236948692,20.43168589522922,50.91568739179842,33.15283430540101,77.6421276312741
1974-07-01,34.97955638353838,58.84047096268287,23.002443322358598,43.03210052398595,30.97701792249952,73.42774935039108
1974-08-01,28.99156095634561,46.83100786425483,17.71264783796121,32.75513783627644,25.666658014753068,70.47587133886974
1974-09-01,26.047652221565933,54.800238443639415,16.327356035396505,35.37449924094073,21.213085656196014,73.17405551107143
1974-10-01,28.35984280131482,60.28883030979405,12.43085463361027,39.43066017991913,19.50949143432337,74.07858779537061
1974-11-01,33.97728528985333,70.04411091198658,9.321413706731146,48.5414955622233,20.05037065123963,75.71667960143398
1974-12-01,46.89594426686495,75.42956541207093,9.296189807898871,60.946920590577236,23.4906382487668,78.81920757198716
