,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6
1965-01-01,3.219823019059922e-06,2.0279908348750302e-06,2.135555946589486e-05,5.707803842792487e-06,1.3368825407730808e-05,-9.483051360889692e-06
1965-02-01,2.0511515421551236e-06,4.932002906253541e-06,2.0787065897054187e-05,1.0203014854664052e-05,1.1245598822521668e-05,-9.494877823661746e-06
1965-03-01,-7.468246176517294e-08,2.3684032428372164e-06,1.938334876774379e-05,4.246007772376626e-06,1.6089631532415062e-05,-8.12174134591173e-06
1965-04-01,9.501026884103085e-06,-2.3310146194229934e-06,1.156088856528975e-05,5.0764181515878295e-06,5.946955021183544e-06,7.621314407082363e-07
1965-05-01,1.1851309250761366e-05,-8.366060098653958e-06,7.650245501552055e-06,1.137782306644165e-05,-1.2406525970816249e-06,5.483644610562588e-06
1965-06-01,1.6555479178773673e-05,-9.63776774225398e-06,1.2461016974931445e-08,-4.4644037579702914e-06,-3.267386819720412e-06,1.9661165424622595e-05
1965-07-01,1.694986463536584e-05,-9.905983143465756e-06,1.4896923399526502e-05,1.6919070618344502e-06,-4.6483153815590444e-07,1.3553015898131499e-05
1965-08-01,1.9609970602390985e-05,-9.693049861876745e-06,1.9456119618613335e-05,4.5538846009075625e-06,-5.993855949413231e-06,1.1265753441659312e-05
1965-09-01,1.5920926840450657e-05,-4.589367740158599e-06,1.5179857429817381e-05,3.2080359511187567e-06,-6.06290257934049e-08,1.3366739689705095e-05
1965-10-01,1.0032496458395969e-05,-4.446397067820524e-06,9.448555927008799e-06,7.670028702524772e-06,2.1139447345587437e-06,9.255794837025902e-06
1965-11-01,1.1172173693667838e-05,-4.292566088120039e-06,1.9530225397243497e-05,4.20563644882891e-06,3.63709670432729e-07,9.354974151522453e-06
1965-12-01,9.345488484372212e-06,-3.952979951131893e-06,2.044514775293502e-05,8.362659936067735e-06,4.1304764491160055e-06,6.510743419528894e-07
1966-01-01,1.3909477518101868e-06,-2.8512229868110375e-06,1.860276479269224e-05,1.3749413934299599e-05,1.441141147802557e-05,-3.724595942566382e-06
1966-02-01,3.413380941204851e-06,-8.6977035520942e-07,2.079175317718663e-05,1.0605619314627208e-05,9.219504623826547e-06,-2.1680373103143727e-06
1966-03-01,4.3608565647446085e-06,-1.1185054265499477e-06,2.2009967963166982e-05,7.854077921365388e-06,8.110349802376257e-06,2.9930661834701562e-06
1966-04-01,7.518086783610945e-06,-5.693308980519918e-06,9.228949787307815e-06,9.252454587984792e-06,9.955560333606707e-06,1.6187128234638033e-05
