,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5,abs_vo600_cluster6
1970-01-01,-2.310308e-05,-6.322088e-05,4.706091e-07,-4.6710447e-05,-8.027535e-05,-3.7849288e-05
1970-02-01,-1.9737889e-05,-6.6147324e-05,2.5166062e-06,-5.0801445e-05,-7.76126e-05,-4.1473726e-05
1970-03-01,-2.2979912e-05,-6.4577114e-05,1.4573037e-06,-4.809076e-05,-8.373971e-05,-3.80562e-05
1970-04-01,-2.0536176e-05,-6.531222e-05,-8.002092e-07,-4.9065977e-05,-8.075716e-05,-3.655831e-05
1970-05-01,-2.0034198e-05,-6.822501e-05,-6.1415194e-06,-5.038142e-05,-8.44584e-05,-3.2786116e-05
1970-06-01,-2.3504881e-05,-6.609115e-05,-5.6854005e-06,-4.8343747e-05,-8.793285e-05,-2.9375418e-05
1970-07-01,-2.177923e-05,-6.3052845e-05,-6.9838165e-06,-5.0705934e-05,-8.2597406e-05,-3.049092e-05
1970-08-01,-2.1281958e-05,-6.7246765e-05,-7.1278373e-06,-4.9912695e-05,-8.2074686e-05,-3.120549e-05
1970-09-01,-2.0478816e-05,-6.5113956e-05,-6.3090692e-06,-4.9768034e-05,-8.7053944e-05,-2.9841503e-05
1970-10-01,-2.2336138e-05,-6.3707885e-05,-8.229087e-06,-4.648508e-05,-8.3897394e-05,-3.3926302e-05
1970-11-01,-2.183503e-05,-6.135921e-05,-3.8239664e-06,-5.1056435e-05,-7.858533e-05,-3.5847403e-05
1970-12-01,-2.5125602e-05,-6.282339e-05,3.482111e-06,-4.8119582e-05,-8.072618e-05,-3.858589e-05
1971-01-01,-2.3071225e-05,-6.418554e-05,-1.6633196e-07,-5.012869e-05,-7.90901e-05,-3.8585604e-05
1971-02-01,-1.9202316e-05,-6.399176e-05,4.746394e-06,-5.2186537e-05,-7.910668e-05,-4.4540557e-05
1971-03-01,-2.3978208e-05,-6.539152e-05,7.852873e-07,-4.9206472e-05,-8.182284e-05,-3.9973536e-05
1971-04-01,-2.2781407e-05,-6.645668e-05,-1.6603426e-06,-5.12118e-05,-8.365648e-05,-3.5675454e-05
1971-05-01,-1.9009041e-05,-6.57467e-05,-6.6008347e-06,-5.2866082e-05,-8.1595805e-05,-3.4885874e-05
1971-06-01,-2.0639107e-05,-6.542283e-05,-7.829191e-06,-5.351521e-05,-8.149843e-05,-3.109581e-05
1971-07-01,-2.1721264e-05,-6.6967e-05,-5.7036273e-06,-5.013958e-05,-8.163063e-05,-3.322673e-05
1971-08-01,-2.099332e-05,-7.204459e-05,-7.072266e-06,-5.105601e-05,-8.502752e-05,-2.7333144e-05
1971-09-01,-2.2145516e-05,-6.1835286e-05,-8.652876e-06,-4.570081e-05,-9.079572e-05,-2.9845687e-05
1971-10-01,-2.3421107e-05,-6.8984016e-05,-9.18836e-06,-4.670227e-05,-8.527248e-05,-2.9246743e-05
1971-11-01,-2.1487065e-05,-6.834401e-05,-5.1727584e-06,-5.0746865e-05,-8.472753e-05,-3.0994433e-05
1971-12-01,-2.734584e-05,-6.4327105e-05,5.210575e-07,-4.6780253e-05,-8.190686e-05,-3.44028e-05
1972-01-01,-2.3245266e-05,-6.2682484e-05,3.902025e-06,-4.929649e-05,-7.540926e-05,-3.8746068e-05
1972-02-01,-2.0622661e-05,-6.4048865e-05,1.5402319e-06,-5.168831e-05,-7.6191434e-05,-4.2227617e-05
1972-03-01,-2.0985666e-05,-6.384922e-05,1.3338633e-06,-4.9562215e-05,-7.955444e-05,-4.1747724e-05
1972-04-01,-1.9898935e-05,-6.4119056e-05,-3.3880715e-06,-5.0793333e-05,-7.985748e-05,-3.42737e-05
1972-05-01,-1.83524e-05,-6.6093635e-05,-6.2173767e-06,-5.157882e-05,-8.038969e-05,-3.5644687e-05
1972-06-01,-1.6058826e-05,-7.297703e-05,-8.6447035e-06,-5.4593085e-05,-8.4468535e-05,-3.1188432e-05
1972-07-01,-2.0061874e-05,-6.566516e-05,-8.858658e-06,-5.1822673e-05,-8.132501e-05,-3.179731e-05
1972-08-01,-1.7235196e-05,-6.843711e-05,-7.0954206e-06,-5.3846594e-05,-8.664139e-05,-2.9174322e-05
1972-09-01,-2.0109212e-05,-6.748307e-05,-8.05872e-06,-4.7299673e-05,-8.411389e-05,-3.2791144e-05
1972-10-01,-1.5397885e-05,-6.5219734e-05,-5.263015e-06,-5.0313974e-05,-8.662916e-05,-3.273939e-05
