,r800_cluster1,r800_cluster2,r800_cluster3,r800_cluster4,r800_cluster5,r800_cluster6
1970-01-01,75.32333,37.105743,68.90215,44.963413,39.281994,80.0184
1970-02-01,72.79292,41.17359,70.452835,33.898468,31.891022,69.014694
1970-03-01,73.34071,48.36763,77.29933,47.877766,51.78674,67.63778
1970-04-01,62.84341,52.9634,54.957607,46.749096,36.486797,76.16901
1970-05-01,72.13095,43.566643,51.379623,61.117306,50.431343,74.86987
1970-06-01,67.29355,42.851707,57.37879,67.81486,54.717644,69.78093
1970-07-01,65.63861,40.17732,54.96423,49.317566,44.978306,69.441666
1970-08-01,73.38539,49.79088,58.34693,56.794594,47.642765,71.33327
1970-09-01,62.108616,29.857098,33.203392,50.133453,41.961346,69.065994
1970-10-01,66.6233,39.19925,48.44541,47.171104,31.394539,73.896774
1970-11-01,63.862854,52.753227,49.2282,47.88935,21.857105,78.231064
1970-12-01,62.219498,33.61547,59.536835,45.322533,35.740417,72.49007
1971-01-01,73.036964,39.34648,64.96809,47.518482,32.807533,76.20163
1971-02-01,70.075165,42.927017,73.01329,34.907166,18.09489,74.30655
1971-03-01,75.50682,45.117935,68.23418,42.20009,34.37465,68.5875
1971-04-01,74.70551,45.983486,64.83791,40.29825,39.508774,60.983517
1971-05-01,62.37989,45.476326,56.185806,54.057434,47.297024,71.00157
1971-06-01,66.6248,41.544167,58.074123,62.002903,45.249798,71.04721
1971-07-01,65.30112,54.75055,53.81907,58.74019,44.536396,62.881977
1971-08-01,69.43276,49.21746,49.91565,58.12822,58.85853,74.04282
1971-09-01,59.15268,49.73476,36.290016,58.057217,44.823784,67.19789
1971-10-01,61.049446,53.031284,50.31123,63.838814,47.41029,71.06581
1971-11-01,56.927948,46.492332,59.600666,50.622288,34.64006,76.73583
1971-12-01,65.54286,38.874825,57.39284,45.733288,32.366302,78.24378
1972-01-01,72.85299,42.459946,70.19563,47.38947,40.9858,72.15086
1972-02-01,76.37988,42.398182,65.934105,38.568985,46.173748,69.491875
1972-03-01,73.91431,43.841446,67.79669,47.408974,40.60223,73.72578
1972-04-01,69.77468,51.282055,71.74454,59.028217,52.195473,74.35477
1972-05-01,60.515366,48.55318,57.677597,50.21586,50.628685,73.37471
1972-06-01,56.517136,59.85549,62.91105,63.55792,54.049934,65.331116
1972-07-01,64.786644,50.493786,58.382973,50.76196,36.395966,62.21705
1972-08-01,60.479607,51.187786,63.306,62.924053,53.552593,64.49246
1972-09-01,63.070328,35.502052,46.276142,55.85076,50.614056,74.60994
1972-10-01,50.00457,45.286335,51.35194,58.213943,38.44221,69.361855
1972-11-01,67.253845,35.43216,67.889336,48.884743,40.849274,76.53916
1972-12-01,72.93588,34.10267,65.03369,50.230488,34.328587,80.97948
1973-01-01,78.5723,46.896843,67.607086,47.78201,31.425331,69.65167
1973-02-01,81.86499,54.88961,69.44968,44.474545,43.39395,76.645966
1973-03-01,77.99424,43.597588,72.95914,38.40812,37.91873,70.35455
1973-04-01,72.20699,49.358555,66.708786,59.50922,47.62107,72.91808
1973-05-01,57.1444,46.392677,66.93706,55.3675,47.721245,72.03127
1973-06-01,70.1115,43.54668,62.839676,59.696434,44.665043,70.54834
1973-07-01,62.90208,48.933216,61.713104,71.90482,53.454292,67.071724
1973-08-01,65.7957,44.623985,64.59851,47.492973,37.913807,71.99186
1973-09-01,60.047874,41.13916,45.087097,55.467674,33.717896,72.97884
1973-10-01,65.92873,43.69941,43.397236,42.90785,39.028885,74.58495
1973-11-01,57.72575,43.834072,45.27924,38.01727,16.60743,74.74425
1973-12-01,63.691998,43.490845,65.30632,40.19816,31.458176,78.4787
1974-01-01,74.5933,50.183266,67.69384,37.232117,17.878933,69.042336
1974-02-01,78.15788,50.45594,69.6984,41.57836,31.218435,76.08887
1974-03-01,70.749435,53.54293,70.39744,41.302383,44.898365,67.710365
1974-04-01,70.91634,64.12761,58.422955,42.32863,39.248245,71.10804
1974-05-01,60.82248,49.00664,56.238262,63.552513,58.931946,70.987404
1974-06-01,57.715656,46.82691,61.774353,61.78262,49.54042,68.05906
1974-07-01,70.25697,44.075386,55.61029,65.23648,55.159138,68.321815
1974-08-01,64.84978,43.487076,54.686504,59.89539,51.09383,69.92645
1974-09-01,62.109825,42.08074,52.928177,47.225178,45.06197,74.320625
1974-10-01,69.13158,42.054302,55.21037,57.84125,33.401474,71.22537
1974-11-01,61.683464,35.045776,49.30906,44.38442,29.511335,75.51047
1974-12-01,66.88243,41.340393,62.488262,40.52072,22.801922,73.92897
1975-01-01,72.55666,49.45156,61.138283,46.096504,32.689453,69.54568
1975-02-01,70.80012,40.816986,66.62193,43.57939,35.98854,70.59104
1975-03-01,71.787865,50.034332,66.987404,44.567142,44.549034,70.75732
1975-04-01,69.73499,46.12285,65.08928,44.16381,44.061745,74.65728
1975-05-01,59.64184,42.255806,58.068027,57.078632,45.23552,72.40686
1975-06-01,66.910034,41.50018,61.900497,67.06807,55.01753,65.719795
1975-07-01,70.85609,49.227673,54.913815,57.175762,52.46255,69.77121
1975-08-01,74.57332,38.790455,59.17431,60.08304,61.887325,69.64939
1975-09-01,70.011566,37.942635,59.44429,59.653366,47.057915,72.42003
1975-10-01,59.500263,39.322193,52.03782,49.882877,38.98636,69.73993
1975-11-01,65.98319,42.73816,62.998543,40.836742,30.919739,76.88136
1975-12-01,71.67427,50.108414,62.55735,40.448227,21.399483,75.78331
1976-01-01,75.20402,41.571556,67.42199,38.653908,30.74232,73.74602
1976-02-01,74.51192,53.430744,66.56753,36.754734,29.841932,59.421837
1976-03-01,77.25736,56.300827,63.58756,38.286537,33.47464,61.23573
1976-04-01,67.91565,47.124756,65.76554,53.38646,46.760666,75.83215
1976-05-01,64.24522,48.50404,66.8611,45.56015,43.76758,73.13264
1976-06-01,63.088985,49.55367,60.000774,52.61892,37.197548,71.513916
1976-07-01,58.670696,46.668823,49.2191,48.833687,42.617905,70.172356
1976-08-01,59.895813,40.423523,59.056107,56.468113,49.791477,63.733524
1976-09-01,57.88019,41.909405,50.02928,53.98016,48.466316,70.00671
1976-10-01,58.05076,47.96118,48.328552,50.22445,50.755825,76.13885
1976-11-01,58.48209,43.687218,46.360497,44.192352,36.88266,78.0987
1976-12-01,65.6081,43.849583,61.54242,45.255104,33.658325,79.32382
1977-01-01,76.96157,50.657543,67.01796,47.45889,26.23307,69.019356
1977-02-01,76.966446,46.607647,68.39879,43.508087,32.417572,76.81374
1977-03-01,71.09385,48.449837,63.822556,34.029083,43.811867,71.53247
1977-04-01,72.80121,42.82904,66.98385,46.91143,43.987316,68.08688
1977-05-01,65.52829,53.544292,61.600227,54.25583,41.74387,71.384636
1977-06-01,66.12936,48.545685,59.775906,55.773117,45.01238,65.40157
1977-07-01,68.519005,49.331947,60.901688,64.16695,47.77242,73.2512
1977-08-01,66.9806,37.789818,55.401108,60.05532,42.16949,74.28601
1977-09-01,65.3106,33.709053,51.18876,59.39252,40.752922,76.966446
1977-10-01,70.2556,42.174362,46.888687,55.263023,52.087112,65.30248
1977-11-01,68.444275,32.913048,62.49208,43.577938,38.96271,78.673805
