,zgv850_cluster1,zgv850_cluster2,zgv850_cluster3,zgv850_cluster4,zgv850_cluster5,zgv850_cluster6
1970-01-01,0.0992712,0.1475971,-0.39001265,-0.005107641,-1.0828155,-0.2046977
1970-02-01,0.022525918,0.13594127,-0.43545732,0.16265807,-0.99886715,-0.122451924
1970-03-01,-0.16161034,0.24084394,-0.3089455,0.1345007,-0.025931,-0.042170595
1970-04-01,-0.090889454,0.25800028,-0.4361121,-0.07229247,1.0604205,-0.1495616
1970-05-01,-0.5131194,0.33972222,-0.07792397,0.01872797,1.7566286,-0.012572622
1970-06-01,-0.43218336,0.43113548,-0.47854477,-0.0055005075,1.8536732,-0.13816766
1970-07-01,-0.22185402,0.39944208,-0.16724183,-0.026716758,1.584541,-0.21176977
1970-08-01,-0.32544717,0.35648572,-0.11564176,0.042563535,1.5648963,-0.1322743
1970-09-01,-0.116034605,0.3500684,-0.40101355,0.045051813,1.2991691,-0.052516796
1970-10-01,-0.05251684,0.29165822,-0.37992835,-0.077531055,0.7943004,-0.060374666
1970-11-01,0.2691323,0.17077784,-0.4282543,0.053957414,-0.64146465,0.02789545
1970-12-01,0.058148287,0.18832712,-0.30776685,0.018335056,-1.1137232,-0.2387485
1971-01-01,0.5676273,0.19376779,-0.3718441,0.022169579,-1.1952852,-0.20960319
1971-02-01,0.21910444,0.122076586,-0.64968354,-0.018426646,-1.3199532,-0.17548509
1971-03-01,-0.059166837,0.0024472952,-0.42582846,-0.16137716,-0.6043366,-0.2815823
1971-04-01,0.20038983,-0.029943276,-0.41949433,0.034981847,0.6384548,-0.0741385
1971-05-01,-0.27899104,0.23162878,0.014107895,-0.09760368,1.5926099,-0.07082746
1971-06-01,-0.39847642,0.34060517,-0.062477876,0.009501243,1.7508202,-0.07097139
1971-07-01,-0.34693938,0.26747438,-0.23393214,0.0202981,1.5294124,-0.056863498
1971-08-01,-0.29986495,0.27308878,-0.02418499,-0.06622076,1.5432322,-0.14942864
1971-09-01,-0.15936175,0.31598836,-0.27035356,-0.0014395714,1.2699996,-0.11199951
1971-10-01,-0.120780945,0.21708901,-0.4253966,0.05772724,0.72626925,-0.044914983
1971-11-01,0.07845724,-0.038004972,-0.28086242,-0.118189715,-0.46815214,-0.16008158
1971-12-01,0.17203009,0.10667305,-0.17634878,-0.16799927,-1.0638514,-0.31267726
1972-01-01,0.12034478,0.099695444,-0.036037683,-0.013546991,-1.2849933,-0.017755795
1972-02-01,0.14099412,0.3551158,-0.27475443,0.21911962,-1.3896866,-0.09456601
1972-03-01,0.101536825,0.15191063,-0.062342547,0.09259315,-0.5284649,0.03169737
1972-04-01,-0.09653888,0.27988386,-0.26844126,-0.048400976,0.4436317,-0.09062028
1972-05-01,-0.383262,0.4482351,-0.10140524,0.041956283,0.98367083,-0.08864741
1972-06-01,-0.28093606,0.30908233,-0.2071509,-0.0825973,1.8516,-0.20728245
1972-07-01,-0.23029919,0.30263764,-0.17900471,-0.11587296,1.7578232,-0.1782155
1972-08-01,-0.2863287,0.47098875,-0.28027844,0.031434298,1.3814005,-0.11153264
1972-09-01,-0.10140538,0.4425795,-0.4241661,-0.0974596,1.1706984,-0.19965395
1972-10-01,0.001709795,0.3494603,-0.37918478,0.025252676,0.6371041,-0.09180403
1972-11-01,-0.11219029,0.2972451,-0.1651946,0.0068392754,0.2626542,-0.095223665
1972-12-01,0.41666922,0.08798981,0.059975125,0.054714154,-1.1020428,0.015782928
1973-01-01,0.08532548,0.22287126,-0.26054746,0.09820738,-1.472003,-0.04044647
1973-02-01,-0.1335288,-0.049865533,-0.49713176,0.056929816,-0.75698656,0.092251256
1973-03-01,-0.1403161,0.0062331916,-0.086433604,0.27204424,-0.666536,0.19973919
1973-04-01,-0.19516817,0.2817403,-0.47150636,-0.050558113,0.7823349,-0.0414161
1973-05-01,-0.3202476,0.46541166,-0.477601,0.19863108,1.3704712,0.007064283
1973-06-01,-0.3577853,0.33645386,-0.28478763,-0.051250696,1.8320045,-0.0802004
