,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10,ssta20_cluster11
1965-01-01,-0.6712843038390834,0.3716372537846659,-5.054070258682424,-2.301392701558688,-16.51868464341804,-2.669760834087025,-3.522689913360166,-4.061669943233331,-2.946706815427971,-3.15769089338107,-5.587635998345592
1965-02-01,-0.780633123631173,0.6506049256844848,-4.6523336659778245,-1.8662671104665267,-18.699384803202612,-3.1837073239413174,-2.0139319795957755,-3.4884997871186996,-3.2477372560015043,-3.9199330103703036,-5.637813583473487
1965-03-01,-0.8957136252549643,0.8312131186910704,-5.551149154251272,-1.7124710342298777,-19.49321262872041,-3.579796227541837,-0.5638418902813549,-3.450862467288971,-3.6708647735508544,-4.092306917549199,-6.0668255836685745
1965-04-01,-0.8367956047000131,1.8852300503674675,-7.032870704477483,-1.8962832779660552,-19.23513768324211,-3.761670957912098,-0.6254796830701157,-4.535696440272861,-4.042463730005891,-4.364880588319567,-6.774531697934391
1965-05-01,-0.8495459667092761,2.822613248638078,-8.133838799866764,-2.368041130609891,-16.45730360230403,-3.386896155097268,-1.2422262782781897,-5.353061333298683,-4.134521417332868,-3.500013499178438,-7.039696947197242
1965-06-01,-0.9093003341854524,3.0161315319584863,-9.160905805501072,-2.6824697690750288,-11.84165050734335,-2.487047715620561,-1.7983861372504437,-6.296251730786429,-3.617018953568068,-2.2149855000341043,-6.616731116011099
1965-07-01,-0.8272062817243094,3.2253661576439354,-9.823064370588822,-2.900977126097421,-6.460422188488405,-1.3003026355396619,-2.654683422034895,-7.0853796932432385,-3.341653230739184,-1.174632243366323,-5.957906560663797
1965-08-01,-0.9955868894930668,3.4526745478312173,-10.217665813185953,-3.1503707278076063,-3.5783145409911423,-0.35282243381847034,-4.118128561637771,-7.445227702458699,-3.235175477599427,-0.5681519070242206,-5.663167913815727
1965-09-01,-0.9972738821093434,2.7953978847054874,-10.14660976149819,-3.6444787729518078,-4.549889689061179,-0.14252112128517844,-4.638078850759587,-7.749839789337582,-3.453435899398448,-0.26949411337701684,-6.017496925921528
1965-10-01,-0.9924599968780138,3.023418725705614,-10.198939659378745,-3.6508523169837703,-8.125539324176845,-0.47216105461120605,-4.482817985642124,-7.531920009189181,-3.7889835914115704,-0.6289346748564998,-6.543657160792614
1965-11-01,-0.752200670880025,3.1410096907148173,-9.291299364783548,-3.604574931872881,-12.10275621556524,-1.1515144163911992,-4.555157876350511,-7.047915491792891,-3.9157716796352067,-1.5783497219921179,-6.657707947163495
1965-12-01,-0.6177762087355269,3.124946472691555,-7.749782231721011,-2.936248233817545,-15.09743946701733,-2.1240376992659136,-3.8960040455133145,-5.670210984018114,-3.7696306834321445,-2.481717571743533,-6.224763850492934
1966-01-01,-0.6521989636004288,2.9444320529114965,-6.066078760407188,-2.468530654853432,-17.552333803319218,-3.0999887639825996,-2.516495341985998,-4.389385897666216,-3.564225799798546,-3.223548129073575,-5.8774178744825125
1966-02-01,-0.46819978390783523,2.3323264776491652,-5.567576533014124,-2.2561501563671262,-19.366647948080033,-3.664641597054221,-1.8069411667299944,-3.7926532990402646,-3.5682349925719996,-3.615788160226284,-5.966119184815811
1966-03-01,-0.48130293883451214,2.7878937768001184,-5.8372173797000535,-2.279470140107702,-19.636662326641936,-3.7699150172146885,-2.075609858606903,-4.066957748598522,-3.8980300899968205,-3.920909787854578,-6.235418784106437
1966-04-01,-0.5143853396992553,2.411406764797136,-7.566475597294894,-2.411955117587578,-19.5766206997544,-3.613769617947665,-3.0646230133486467,-4.508426487445831,-4.202798954317565,-3.781081595991412,-6.864301906041573
1966-05-01,-0.6939070203021667,2.3426606374628403,-8.591617508368058,-2.862256525978715,-16.412737120443314,-2.86190128326416,-4.323551688395756,-5.229789366324742,-4.126149824507835,-3.082263660736573,-6.975971208028267
1966-06-01,-0.9295768809354776,2.9367349895776487,-9.380797093564814,-3.4949183464050293,-12.499172651945655,-2.148223551836881,-4.5149611755156185,-6.062256474461821,-3.688402020868392,-2.0365257516630697,-6.786382015497407
1966-07-01,-0.9165253954455482,3.64003345078113,-9.86432135105133,-3.7153455647320524,-6.771116470223042,-1.1739970987493342,-4.812573379194233,-7.124393648571438,-3.3298441809593897,-1.1486542594229054,-6.244685834536524
1966-08-01,-0.8516779605378496,2.275334970623839,-9.902285987680608,-3.776021371679616,-3.2564798397804373,-0.43200570886785333,-5.808624751131299,-7.484124302864075,-3.0544738149391533,-0.2934637678484632,-5.833000182374124
1966-09-01,-0.8348748676682678,1.9642091264911725,-10.254159027879888,-4.007422127878623,-3.536824281535931,-0.2642060626636852,-6.299026247481225,-7.594216234154171,-3.100576342094971,0.20107963464708412,-6.027902324506842
1966-10-01,-0.765845848185132,0.8948346563414031,-10.185461423613809,-4.054460800942101,-7.054494032219274,-0.5423329309983687,-6.631882089964101,-7.374538944827186,-3.3139194461708534,-0.29899293286168677,-6.34320286885361
1966-11-01,-0.723479049546378,0.9768870823523578,-9.222885966300964,-3.9306839880960514,-11.155296795403778,-1.205393747849898,-6.651869626112387,-6.470498889684677,-3.603326116798213,-1.1456123306455777,-6.536959605348622
1966-12-01,-0.6639381446012248,1.559926481807933,-7.742055979642001,-3.3484641610500185,-14.716993161101838,-2.0601281252774326,-5.905871995737855,-4.92213427192635,-3.492413835701498,-2.16894660017684,-6.355822707977763
1967-01-01,-0.692533717510548,0.5696880832022312,-5.593394013968381,-2.720339225087355,-16.94445823555562,-2.80657976323908,-4.065008566413128,-3.8749189840422735,-3.091989842575757,-2.840165325846428,-5.764678797107533
1967-02-01,-0.7252322685392432,0.42961136090989205,-4.705261980945414,-2.136830302352079,-18.302239232988498,-3.241696747866544,-2.087188102829624,-3.1018258300092483,-3.1804511542898486,-3.6581714948018393,-5.442485615519659
1967-03-01,-0.6301429643547644,0.4597110381605578,-4.961614581671628,-2.2065966891037427,-18.890859119927704,-3.2535755851052026,-1.8324878853811346,-3.7622274623976812,-3.5356143027910654,-4.233964513509702,-5.6649436614264745
1967-04-01,-0.5037416440737646,1.0609352997705048,-6.474904986945066,-2.47982705973546,-18.56027859360424,-3.6259240237149326,-2.5797126998364086,-4.655236005783081,-4.013672926723433,-4.044542429793594,-6.382950646745647
1967-05-01,-0.5867240322034772,1.922957044021756,-8.109426498413086,-2.853915025396037,-15.869872249774078,-3.0773642279885034,-3.496331899938449,-5.810054466128349,-4.063302535164335,-3.5870032687472486,-6.613800788949604
1967-06-01,-0.7121755093290812,2.482646469976388,-8.663367954167454,-3.4167852696528933,-11.345146307304724,-2.0650599761442705,-4.559849685346577,-6.674651536676619,-3.5418049417606343,-2.2612196512711353,-6.296186066843981
1967-07-01,-0.6970771676138904,2.9392684207243076,-9.128988872874867,-3.8009527304112267,-5.955781865475783,-0.826017206365412,-5.9835521268173,-7.248804304334852,-3.1271492921614685,-0.9957679348368931,-5.87786429681661
1967-08-01,-0.7038018487869425,1.7121667955435957,-9.660039706663651,-4.050645409723481,-2.060794852562805,0.20105045491998846,-7.10101799226143,-7.469380696614583,-2.6866849361278886,-0.31842515509352726,-5.545142399678522
1967-09-01,-0.8032776483286478,1.4596538800819248,-9.7539330070669,-3.9085102667662213,-2.7605747553839612,0.36694504997947,-7.6295006443077416,-7.75812202029758,-2.8049466480060703,0.08768993469639721,-5.74138508252571
1967-10-01,-0.5713641439708895,0.3892569492260615,-9.331582622094588,-4.049059022419719,-6.128200132455398,-0.3148904496973211,-7.380751488913953,-7.334943844212426,-2.8129102397048826,0.008036024295366729,-5.890150203660953
1967-11-01,-0.5956325215771567,1.14879871115965,-8.622132648121227,-3.8349739373375793,-10.355908835112158,-0.9248186891729181,-6.811234648798553,-6.399965087572733,-3.01516317944116,-1.0854958150631342,-6.0780690400147
1967-12-01,-0.59410402251232,0.8172771802135542,-6.785564395514402,-3.2094273326198977,-13.557379637191543,-1.9342900406230579,-6.015366567692287,-5.364829334947798,-3.0241546841413567,-2.154770837380336,-5.970632810534144
1968-01-01,-0.7187522698680681,0.14818385243415833,-5.178817700256001,-2.446458722710179,-16.380905037495626,-2.634445623918013,-4.583351712831309,-4.191279220912191,-3.0074917159725785,-3.049603601296743,-5.438095440893817
1968-02-01,-0.8117881091170035,0.007271269957224528,-4.4709099287336524,-2.0291513484307573,-18.748783709397955,-2.7709257385947486,-2.666595452268359,-3.8791921403672958,-3.423457321676512,-3.707959993272765,-5.321192284303209
1968-03-01,-0.5818292951511395,-0.5925981437458712,-4.837101562456652,-2.1176601682759366,-19.578374321780988,-3.074931924993342,-2.3487148150591786,-3.9182389113638134,-3.4191601724741956,-3.8696151003878345,-5.680753263227779
1968-04-01,-0.5418806362297035,0.5138468581671808,-6.348182938315651,-2.499297035299914,-18.641777892610918,-3.332441980188543,-2.90337515548921,-4.473985499805874,-3.7401283248237647,-4.020308072750385,-6.424908879344449
1968-05-01,-0.6219314315036437,1.2951835697772456,-7.7593013644218445,-2.8627468387357595,-16.234191495980788,-2.7635287805037065,-4.428330609496211,-5.498547024197048,-3.644019682189492,-3.3543871508704295,-6.719349717801334
1968-06-01,-0.8373858197662968,1.9310581917856253,-8.89081142165444,-3.158500654764124,-12.620323807445924,-1.855907212604176,-5.115811925538829,-6.528189809372027,-3.2039299057321933,-2.4018861289717193,-6.605884825890781
1968-07-01,-0.9490300275634487,2.116625332364849,-9.703714468262412,-3.291655447508884,-7.454853983067754,-0.9011214104565707,-5.514182171351473,-6.9335394104321795,-3.0022538268712786,-1.2200793100154808,-6.0416905243703924
1968-08-01,-1.0439601803260734,2.254722983229394,-10.231102054769343,-3.4584313308288905,-2.986237273287417,-0.2134107459675182,-5.423478005637586,-7.439807322290209,-2.947226444321483,-0.37677891106687045,-5.619061797674449
1968-09-01,-1.0428469141203582,1.766360273548201,-10.878314213319259,-3.557146736000419,-4.0711448263766155,-0.14780963550914417,-5.801763668866225,-7.662829756736755,-3.1171513253230407,-0.09138669786799668,-6.0033629459837465
1968-10-01,-1.04921310913599,1.7447525379704494,-10.366419228640469,-3.649783467988245,-7.836001488699841,-0.4950668595053933,-6.081507239543217,-7.355030708842807,-3.536953804572563,-0.18712531170274457,-6.516977568711241
1968-11-01,-0.9951759163731861,2.2371258221420587,-9.182121536948465,-3.7056510414027133,-11.756594501324553,-1.1507783152840354,-5.871967530586351,-6.448054189483324,-3.5444210252359585,-1.0678811906239927,-6.713615531570341
1968-12-01,-0.8456654362606966,2.6638673801048127,-7.347338172522458,-3.0414851779111456,-15.3044302072098,-2.1992332501844927,-5.015121715169558,-5.221862163808611,-3.5301747766236637,-2.2979324699467067,-6.344359747471254
1969-01-01,-0.7064391640906639,2.8456663384157066,-5.997578528794375,-2.4226745005549075,-17.557222451736678,-2.794301683252508,-3.6209979527433154,-4.323079105880526,-3.638691579520388,-3.0839278784572572,-5.914498673626251
1969-02-01,-0.7395557130723739,2.1727404173682716,-5.088797414844686,-2.1420910685501373,-18.912675487461375,-3.257427779110995,-2.780578841625805,-3.5600903630256653,-3.8624734891110437,-3.5076598326365156,-5.880616760692714
1969-03-01,-0.6388728086494113,1.430994330667982,-5.4611692374402825,-2.275618302908185,-19.918446042644444,-4.081686713478782,-1.2640264672292791,-3.8361302846007876,-4.087882888338059,-3.5074185611855273,-6.372214003574629
1969-04-01,-0.5880067957208511,1.2476403923595654,-7.281703705137426,-2.4803126035829743,-19.21243738772264,-4.062390175732699,-1.5055318953285755,-4.659424026807149,-4.355195347998809,-3.845355882603898,-6.877385527809706
1969-05-01,-0.5982688268629613,2.411147543028289,-8.664841814474626,-2.7344777695969125,-16.335458186135362,-3.5043152895840732,-2.328869322655906,-5.751726470059818,-4.231949375781945,-3.1669974199727053,-7.073725275466779
1969-06-01,-0.79998198686462,2.6036366528155757,-9.296055273576217,-3.0902660925896157,-13.266919620001493,-2.232410517605868,-2.92876337615537,-6.639221492740843,-3.7715583044531473,-1.9471304793643138,-6.619965006237382
1969-07-01,-0.737380709691613,2.2726047272775687,-9.557636488567699,-3.423516091887271,-7.011646832992781,-1.2688192400065335,-4.655359160732216,-7.341577940517001,-3.315879852365316,-0.9001924441410946,-5.928846736627123
1969-08-01,-0.7888671112640288,1.5298199419881784,-10.429329763759267,-3.747819358691412,-3.9005678981097773,-0.5816811431537975,-5.404868596036669,-7.534935176372528,-3.114409878300028,-0.16352859262026784,-5.903562409746136
1969-09-01,-0.7141842441718267,0.695849911254995,-10.6909071857279,-3.8130482073725345,-4.3482401477756785,-0.545078537680886,-6.161441265697211,-7.753350933392842,-3.106983951399322,-0.12733524219475242,-6.207924039085951
1969-10-01,-0.6546984191723507,0.8147054150992749,-10.003681074489247,-3.832679258370335,-8.578309016441231,-0.9801432652906938,-5.829936014094823,-7.401115828090243,-3.344574397812828,-0.5189083612118012,-6.515172855254332
1969-11-01,-0.6229011121129555,1.1017080031189264,-8.731190182945944,-3.8259765839318507,-12.465931052592262,-1.6616690429774197,-5.1053043822167625,-6.644921998182932,-3.460423690258723,-1.126269598165129,-6.640320595788078
1969-12-01,-0.5788553358936019,0.6378444532553355,-6.816751848567616,-3.253429116755186,-16.037052069137346,-2.400805364955555,-4.274260494070994,-5.405654791328642,-3.1500534375438787,-2.070058996860798,-6.296409218589221
1970-01-01,-0.5309039698545693,0.499775556518751,-5.3989762609655205,-2.7156895248468174,-18.875585385222934,-3.0323990041559394,-3.162217140197754,-4.415128942992952,-3.152600878780881,-2.7752853707115874,-6.061806872578487
1970-02-01,-0.4857161623003997,-0.08922720364495819,-4.719869521531192,-2.3120568332258973,-20.42490190534449,-3.4857673211531206,-2.196927137777839,-3.6927417417367296,-3.2935501611505114,-3.5071112533919835,-5.9022708538851125
1970-03-01,-0.45752757226080154,-0.005054678402695001,-5.785875022411346,-2.2628816133802117,-21.375918744215323,-3.9440536065535112,-2.0104183277613683,-3.896462900771035,-3.495748076581368,-3.8519629555889687,-6.314597356538831
1970-04-01,-0.4361585009061819,0.6411038120003307,-7.228077541698109,-2.338005841746657,-19.957977266453984,-3.9287403280084785,-2.282854201088489,-4.676904943254259,-3.7799883915376578,-3.751213963215168,-6.799718353645933
1970-05-01,-0.47991203319700293,1.5290850517796535,-8.412127874114297,-2.7157969786264404,-16.41448220210289,-3.5469985875216397,-4.1565334293204295,-5.556872358752622,-3.6929169637011934,-3.1604952664456816,-7.002712722204946
1970-06-01,-0.5494245506347494,1.3231273959664738,-8.898006244139237,-3.250805060933966,-12.127012637124132,-2.393026915463534,-5.84265883539764,-6.498419990142186,-3.218511925430834,-1.8660907179881365,-6.464803218841553
1970-07-01,-0.5486001462978524,0.46265491960095423,-9.260382164608348,-3.463727415838558,-6.0996754845576495,-1.3279453624378552,-7.143817821019133,-7.021305461724599,-2.785076855670379,-0.8972923024597331,-5.8305618678865265
1970-08-01,-0.5959627929067177,0.3810645902858061,-9.519417719407516,-3.7651141049737102,-2.0466224693540314,-0.49977536634965375,-7.661764386674049,-7.573240498701731,-2.6928008597848283,-0.08936053157871605,-5.57526532857696
1970-09-01,-0.6359085961496939,-0.23774224169114055,-9.789123047481883,-3.9676864386035215,-3.032005011145748,-0.5654511234977029,-7.397444147459218,-7.63996594481998,-2.597626172204998,0.2294607396818634,-5.625108341497878
1970-10-01,-0.6053168677631482,-0.5327663877431084,-9.495147520845586,-4.140753264031256,-7.048763090105199,-0.9020472223108466,-7.138830507305307,-7.319402827156915,-2.8652371259271994,-0.14060717872065356,-6.132109280378541
