,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6,mgv600_cluster7,mgv600_cluster8,mgv600_cluster9,mgv600_cluster10,mgv600_cluster11
1965-01-01,0.3820649,0.38883495,0.40723187,-0.053424336,-0.18779469,0.46095046,-0.066669986,0.32554993,-0.05577912,0.08962927,0.14894053
1965-02-01,0.1726357,-0.1723413,-0.11670935,0.09978429,-0.3025907,0.052394103,-0.0054454566,0.6054757,-0.18220201,0.19912705,0.40208068
1965-03-01,0.30685872,0.47404894,-0.4828795,0.12495114,0.06725874,-0.069172,0.26152912,0.34159195,-0.17160544,-0.078149654,0.36204928
1965-04-01,0.29464328,-0.5140804,-0.27109542,0.12936637,-0.44152355,0.22664872,0.18823619,0.42400962,-0.048567582,0.3009718,-0.16027303
1965-05-01,0.15938994,0.34806764,-0.46359962,-0.024725318,-0.4444669,-0.4775812,0.37558928,0.37853274,-0.04562409,0.38544995,-0.07402875
1965-06-01,0.08359508,0.08521404,-0.500099,-0.05519042,0.026932955,0.03296709,0.3304067,0.34895068,-0.09478037,0.077266596,0.042386245
1965-07-01,-0.1643939,-0.023253584,-0.32260644,0.13098529,-0.6509527,0.38162342,-0.032378387,0.26373667,0.03958993,-0.16262779,0.1401101
1965-08-01,0.005003929,-0.543221,0.191474,0.15571061,-0.23871699,0.28566566,0.10935064,0.48435116,0.026197052,0.024725318,-0.06637566
1965-09-01,-0.0025019646,0.63873726,-0.68921804,0.2853713,-0.19868556,-0.540719,0.040178634,0.37249857,-0.0073587177,0.2641782,0.015306187
1965-10-01,0.16512974,0.117150925,0.3505696,0.23062238,-0.023695087,0.2600573,-0.046065617,-0.41782838,0.006622851,0.4288664,0.18985507
1965-11-01,0.27124256,-0.39634076,0.009272004,0.062107634,-0.28228062,0.4042883,0.14967644,-0.13657792,-0.06122458,-0.053718675,-0.03296709
1965-12-01,-0.067405894,-0.15468034,-0.06534543,-0.05092237,0.0054454803,-0.002943492,0.018102478,0.20795755,0.026049877,-0.13039657,-0.044741057
1966-01-01,-0.29714578,0.7116163,-0.17099628,0.019240689,0.48636994,-0.39465123,-0.06307475,0.4461526,-0.002025342,-0.11240616,0.0039060116
1966-02-01,-0.19096026,0.014756012,0.112840176,0.10199015,0.84760314,-0.27862835,-0.31927976,0.48014933,0.011139393,-0.3382311,-0.1618822
1966-03-01,-0.09114013,0.21135826,0.20354629,0.095190786,-0.028065395,0.077252105,-0.23710902,0.12484751,-0.20007429,0.1882116,0.07508211
1966-04-01,0.12267747,0.20672894,0.11645682,0.082026124,0.21309423,-0.20108691,-0.012875366,0.4661166,-0.21598764,0.40767127,-0.07797547
1966-05-01,0.1727322,0.00057866576,-0.19269633,0.0729121,-0.37772518,0.34705585,0.43400055,-0.0201087,0.095624804,0.27399904,-0.1005435
1966-06-01,-0.002314663,0.14452219,-0.16665626,-0.055262756,-0.33070844,0.124558166,-0.14915152,0.17794028,-0.0049186707,-0.22047234,0.100254156
1966-07-01,0.059024096,-0.30640435,-0.37092584,0.15812087,-0.20209964,-0.0679934,-0.1270175,0.32550046,0.07681811,-0.3281045,0.1743236
1966-08-01,-0.0036167144,-0.011139345,-0.04065142,0.09837349,-0.070452765,0.0070887087,-0.11211681,0.33041912,-0.05280342,-0.11197214,0.021700049
1966-09-01,-0.03660073,0.4371833,-0.48637,0.0069440366,0.030235386,0.47334996,-0.31696507,-0.0280653,0.07059741,0.07797547,-0.09822879
1966-10-01,0.16506486,0.51342267,0.0026040077,0.07638411,-0.16000156,0.07783079,-0.45497727,0.0865108,-0.005786705,0.29106975,0.03038001
1966-11-01,-0.002893305,-0.2222083,-0.29468638,0.042242717,-0.21627697,0.35226384,-0.33519313,0.27125037,0.06784878,0.09519081,-0.051646043
1966-12-01,-0.16173759,0.24058099,0.17634888,0.11790349,-0.19197293,0.26633173,-0.25432435,0.28542772,-0.25258833,-0.004340029,-0.12340083
1967-01-01,0.08676114,0.018318081,0.07393849,0.007160711,0.06461291,0.12722746,-0.13455471,0.37435517,-0.32556242,0.011656952,-0.016486311
1967-02-01,0.095753655,0.782349,-0.373356,0.09675281,0.26661158,0.44462997,-0.044629574,0.32539597,0.0905913,0.31074142,-0.028143251
1967-03-01,0.11856802,-0.23796864,-0.3653627,0.09858463,-0.42947593,0.2481269,0.12139897,0.5373862,0.14920917,0.4366367,-0.17552063
1967-04-01,0.07876779,-0.71590436,-1.2129908,-0.04229814,-0.2939221,-0.1382184,0.2484599,0.728727,-0.08426318,0.72639555,-0.069275685
1967-05-01,0.09608672,-0.11856799,-0.405829,0.01948378,-0.54504645,0.24979214,-0.38784394,-0.0414655,0.11640315,0.23214015,-0.044463
1967-06-01,-0.022481298,0.53988415,-0.43247348,-0.07327237,-0.5482105,-0.07926736,-0.01781845,0.18318091,0.051790275,0.008992517,0.19417176
1967-07-01,-0.29408863,-0.44762754,0.40849343,0.13671955,-0.26477966,0.47460502,-0.2419653,0.10041647,0.13388859,-0.23963395,0.05678606
1967-08-01,-0.25245658,-0.3620321,0.31923437,0.07976697,-0.15320587,0.44113293,-0.3630313,-0.029975032,0.034804367,-0.26411358,0.03430481
1967-09-01,-0.07760209,0.3988348,-0.2514574,0.11723578,-0.44779405,0.17868467,-0.29608697,-0.37135768,0.0611158,0.080932654,-0.030474644
1967-10-01,-0.14887612,0.17935076,0.1373857,0.23896782,-0.35453835,0.30258155,0.025645327,0.19550398,0.22531255,0.14088276,0.12039981
1967-11-01,0.14504595,-0.34005037,0.023313904,0.21848488,-0.69758624,0.6471282,0.2406331,0.69808567,0.03713577,0.13255636,0.090091705
1967-12-01,0.0646129,0.045295525,-0.5237309,-0.1783516,-0.25262326,0.12173204,-0.100916006,0.43380576,-0.069109164,0.3628648,0.005328906
1968-01-01,0.106881216,0.19097051,0.07658641,-0.041053724,-0.30110773,0.018828105,-0.09230008,0.17398281,-0.08338152,-0.05436077,0.06823411
1968-02-01,0.109570935,0.47367495,0.24745479,0.01429801,-0.1057487,0.07191477,0.09414041,0.14609459,-0.13915794,0.22820203,-0.021093082
1968-03-01,-0.058749296,0.064553425,0.33664042,-0.00028312206,-0.16902801,0.48004538,-0.341029,-0.2645841,0.31738767,0.32036057,-0.19323559
1968-04-01,0.070216,0.11367631,-0.4036005,0.071348526,0.24518976,0.16294077,0.36934185,0.18927176,0.15501316,0.1895549,0.0075028897
1968-05-01,0.035815835,0.5673906,-0.110845044,-0.051246382,-0.31710452,-0.20569327,0.3507969,-0.435594,0.089044094,0.32205933,-0.029587006
1968-06-01,-0.08791156,0.5294514,-0.7371265,-0.091309115,-0.30379748,-0.11905575,-0.0005662918,-0.051812552,0.17398283,0.030011702,0.088619396
1968-07-01,-0.079417706,-0.13944107,-0.033975504,-0.08805313,-0.20243731,0.060023356,-0.3452759,-0.15345593,0.071206965,-0.15826914,0.07403827
1968-08-01,-0.16152513,-0.43063936,0.07318886,0.041336834,-0.5191171,-0.09598076,0.17893755,0.31370705,0.10957094,-0.14298019,-0.14113984
1968-09-01,-0.17454906,-0.033126093,-0.09994455,0.10843843,-0.2487289,-0.2548162,0.61580575,-0.25892156,0.21404557,0.071631655,0.027321959
1968-10-01,0.1285406,0.5862188,-0.308186,0.10914626,0.38703743,0.015005851,-0.24504824,0.2114974,0.0730473,0.113110065,0.06950817
1968-11-01,0.10546555,0.6092938,0.15529633,0.06016493,-0.1388748,0.17185935,0.08168273,-0.06398718,-0.022508765,0.16294079,-0.071773246
