,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8,abs_vo500_cluster9,abs_vo500_cluster10,abs_vo500_cluster11
1965-01-01,0.000184378230996016,-0.00011579908047495365,-7.232450661831535e-05,-3.810084998459106e-06,7.080013958991252e-05,0.00016665113931098443,0.0001060808008083793,4.952147315230427e-05,2.64893282237057e-05,-3.389947865761856e-05,0.0042764071258716285
1965-02-01,0.00018695341875880127,-0.00011635423245670027,-6.735530951118562e-05,-3.062937201545653e-06,6.502573193177919e-05,0.00014701185467525977,0.00011650900227298374,5.807311026728712e-05,2.426448714466074e-05,-3.410079718549743e-05,0.004661653656512499
1965-03-01,0.00021735629868797129,-0.00011777111946770307,-6.947845031390898e-05,-3.846446900454261e-06,6.283249901819296e-05,0.0001649042480328882,0.0001130650074728318,5.4714685878328354e-05,2.586399590875248e-05,-3.392986247937717e-05,0.003914061235263944
1965-04-01,0.00021415815960305432,-0.0001425706761948801,-7.69109174143523e-05,-3.5987809183254663e-06,6.859189703721891e-05,0.00015512983902061188,0.00010828855559102272,5.9986244499062494e-05,2.481985051638207e-05,-3.237526073581933e-05,0.0036509870551526546
1965-05-01,0.0002166968220586164,-0.00013902120959137572,-7.686062235734425e-05,-1.3322809975542098e-06,6.442100195933811e-05,0.00012304092789153484,0.0001039610452446066,6.080291617157248e-05,2.518488965065582e-05,-3.324208283424387e-05,0.0031166092958301306
1965-06-01,0.00021493338863365352,-0.00013050303454373234,-7.80235459387768e-05,-1.944090203762934e-06,6.000329184726897e-05,0.00013142555623992598,0.00010455615379152284,5.827986266619215e-05,2.7074944489758117e-05,-3.177110928162763e-05,0.002020881074713543
1965-07-01,0.0001766350598902338,-0.0001384156671228814,-8.290378536912613e-05,-2.564144502141334e-06,5.752642093945972e-05,0.0001333305143899369,0.0001081869064763265,6.749458003064824e-05,2.8902235306194406e-05,-3.0603398507462325e-05,0.0012821814743801951
1965-08-01,0.00017494892947272293,-0.00013876531093629088,-8.413363684667274e-05,-2.2270989376565192e-06,5.9656871599145234e-05,0.00013018607040232215,0.00010709924550012571,6.465683529515647e-05,3.0139681739731742e-05,-3.104513258154771e-05,0.001443948713131249
1965-09-01,0.0002013400403989686,-0.0001255977165362261,-7.487959373975173e-05,-1.8259852211109508e-06,6.10876383937218e-05,0.00012184880853799933,0.00010391374155304918,6.485223315798471e-05,2.7242350494237723e-05,-3.234740841753745e-05,0.0020813495211768895
1965-10-01,0.0001650240543919305,-0.00012721254543649044,-7.470153650501743e-05,-2.2830412641875837e-06,6.482480305501006e-05,0.00012114418495912103,0.00010659451830066893,6.186004005333719e-05,2.7532831526596883e-05,-3.3578015573408315e-05,0.002544151502661407
1965-11-01,0.0001909406920377579,-0.00012996800076399973,-7.71854174672626e-05,-3.5957489426332414e-06,6.417661312628876e-05,0.00012952725228387862,0.00010804697386410138,6.230314991423964e-05,2.5065652277011065e-05,-3.2470821489592516e-05,0.0037044650525785983
