,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9,vo500_cluster10,vo500_cluster11
1965-01-01,-1.115958e-05,-2.3668676e-05,1.6757054e-05,1.1116208e-07,-5.0575836e-06,3.4582918e-06,-1.887681e-05,-3.3063952e-05,5.418915e-07,7.352799e-06,0.0001846427
1965-02-01,-8.5797365e-07,7.693794e-06,1.0933232e-05,6.1368337e-07,3.969777e-06,6.944465e-07,-2.2780296e-05,-2.5472356e-05,2.7942442e-06,1.2418313e-06,0.00020859306
1965-03-01,-5.7934158e-06,-1.100263e-06,1.1615222e-05,-1.7373823e-06,-7.7586155e-06,5.549118e-06,-1.1267264e-05,-2.8433613e-05,1.5653306e-05,3.2518947e-06,0.00015944506
1965-04-01,1.1193464e-05,-1.1706965e-05,-7.5791468e-06,1.9776562e-06,-2.5270492e-06,5.7644866e-06,-1.8496212e-07,-1.4434918e-05,-8.925177e-06,5.3427284e-06,0.0001248611
1965-05-01,1.1462675e-05,-7.058683e-06,-2.6706257e-06,6.764967e-07,-6.2331164e-06,-1.691161e-05,-5.7126526e-06,-4.4563567e-06,2.0673906e-06,4.4005064e-06,0.00011188538
1965-06-01,-3.0205993e-06,-1.5036145e-05,1.2126715e-05,-3.4423501e-06,-5.353715e-06,-4.7973517e-06,8.7391527e-07,-6.9689486e-06,-1.3156241e-06,1.968685e-06,4.741061e-05
1965-07-01,-2.2241882e-05,-2.174834e-05,-2.029119e-07,7.841809e-07,-6.062619e-06,-2.2529035e-05,-1.2281271e-05,-2.257846e-06,-2.0783773e-06,1.869972e-06,2.197067e-05
1965-08-01,-1.0001997e-05,-1.1437762e-05,-6.5561617e-06,5.7465368e-06,-7.938084e-06,-4.1333114e-06,-1.8840918e-05,2.8839859e-06,-8.490024e-07,3.7095451e-06,2.7785514e-05
1965-09-01,9.919226e-06,-2.0833038e-05,7.4784257e-06,-8.490024e-07,-4.9768278e-06,-1.0208387e-05,-8.646995e-06,4.6338173e-06,-3.3750985e-07,2.3994144e-06,6.337451e-05
1965-10-01,-2.1138141e-05,-1.5399637e-06,1.2162607e-05,-7.318915e-06,6.751572e-06,-2.526596e-05,-9.8314995e-06,-7.1843097e-06,-2.9488074e-06,-4.671725e-06,8.02896e-05
1965-11-01,-1.1312135e-05,-1.2079472e-06,2.2648092e-06,-5.8921214e-06,-3.9000006e-06,-8.144481e-06,-7.1214963e-06,-1.2182565e-05,7.1643517e-06,4.6068963e-06,0.00013378078
1965-12-01,-8.808522e-06,5.549118e-06,5.6119316e-06,-4.249967e-06,-4.3622276e-07,4.149253e-06,-9.768686e-06,-2.4476292e-05,5.593989e-06,2.5160698e-06,0.00019114852
1966-01-01,-8.165483e-06,1.1289081e-05,1.0604752e-05,-3.7091813e-06,-3.538098e-06,8.16071e-06,-1.276028e-05,-3.1058e-05,2.083194e-06,-3.0381852e-07,0.00018441679
1966-02-01,-1.2569944e-06,-3.9343286e-07,4.763493e-06,-6.365037e-06,2.175766e-07,-1.6124908e-05,-1.6467075e-05,-2.065453e-05,4.3968867e-06,-1.8680039e-06,0.00018581803
1966-03-01,-1.7583188e-05,3.337802e-06,6.213624e-06,3.968089e-07,-1.1391614e-05,-2.1612868e-06,1.3092504e-06,-9.762254e-06,1.7980565e-06,6.7757537e-06,0.00015191104
1966-04-01,-6.5035347e-06,-1.7852028e-05,1.39775275e-05,-6.45985e-07,-1.0044423e-06,3.7614373e-06,-1.1945598e-05,-1.5904945e-05,-1.460663e-06,2.392775e-06,0.00014836718
1966-05-01,-1.4528134e-05,-8.303978e-06,8.453993e-06,1.9772888e-06,2.4742403e-06,-1.1049451e-05,-1.285804e-05,-1.6108614e-05,-1.8680039e-06,2.034314e-06,0.00011575553
1966-06-01,-1.33387e-05,-1.0373264e-05,-8.333591e-07,6.3276784e-06,-1.7213606e-06,-1.9546562e-05,-2.5604822e-06,-4.9719347e-06,-1.9902072e-06,6.5802305e-06,4.9831604e-05
1966-07-01,-2.704977e-05,-3.1530508e-05,1.2929559e-06,6.982373e-07,-9.322328e-06,-1.3998593e-05,-3.538098e-06,2.1891028e-06,-2.935234e-06,2.417215e-06,3.4287506e-05
1966-08-01,-9.656345e-06,-2.5640373e-05,-6.541304e-07,4.649439e-06,-7.4322706e-06,-2.3400004e-05,-1.38112155e-05,-4.760117e-06,-5.1266397e-08,2.8082613e-06,1.9484765e-05
1966-09-01,-1.0919102e-05,-1.961174e-05,-1.6874415e-05,1.1166776e-07,1.9691397e-06,-2.0410123e-05,-1.5758302e-05,-4.4586886e-06,-1.9168838e-06,-2.4790133e-06,5.458119e-05
1966-10-01,-3.1470518e-06,-8.499501e-06,-1.2377379e-05,-4.6460627e-06,5.366357e-06,-6.992341e-06,-1.0601376e-05,-3.342575e-06,-1.1755255e-06,2.7023525e-06,0.00011398767
1966-11-01,-1.0487322e-05,-1.6507809e-05,9.244235e-06,2.0943116e-07,-1.9739127e-06,5.5618802e-06,2.4009205e-06,-1.3884539e-05,4.8775473e-06,6.4743217e-06,0.0001996513
1966-12-01,-1.9087383e-06,-1.05117615e-05,7.354178e-06,-8.985335e-07,-7.978106e-06,4.0302803e-06,-9.688934e-06,-2.8589515e-05,3.4355653e-06,-2.4678957e-07,0.00021880443
1967-01-01,-6.3331354e-06,-1.6572121e-06,1.16808005e-05,2.356137e-07,4.9195587e-06,-7.0629976e-06,-1.665546e-05,-2.8164803e-05,1.222128e-06,-2.9966286e-06,0.00023679083
1967-02-01,-1.3567584e-05,6.459486e-06,7.08508e-06,4.842477e-07,-2.1143787e-06,4.9355986e-06,-1.5243859e-05,-2.4956622e-05,3.596182e-06,4.831334e-06,0.00020167729
1967-03-01,-1.5208643e-06,-7.889103e-06,5.705562e-06,2.3209323e-06,8.4516796e-07,5.916445e-08,-1.1594551e-05,-1.6872007e-05,-8.065552e-06,2.024175e-06,0.00016963558
1967-04-01,2.0639643e-05,-7.744737e-06,1.2988134e-05,5.6173376e-06,-9.67455e-07,-1.8015817e-06,-7.953266e-06,-1.2268269e-05,-7.1512222e-06,4.4463522e-06,9.6874035e-05
1967-05-01,-5.675458e-06,1.526907e-06,8.560844e-06,3.4999393e-06,1.0697404e-06,-7.2474686e-06,-1.4233283e-05,-1.1161446e-05,1.711378e-06,9.013129e-07,8.805956e-05
1967-06-01,3.9089828e-06,-1.031128e-05,7.95129e-06,4.8874754e-06,-1.2500863e-05,-8.875621e-06,-2.4592591e-06,-9.878175e-06,-5.5841156e-07,2.890385e-06,7.112839e-05
1967-07-01,-2.3416702e-05,-1.8877123e-05,-1.2530654e-07,5.721602e-06,-9.3537165e-07,8.520739e-06,-1.6551188e-05,2.208646e-06,-2.6437265e-06,3.0828742e-06,3.295906e-05
1967-08-01,-2.8012415e-05,-1.2998131e-05,-1.4064852e-05,2.9385046e-06,-4.4612534e-07,-1.0776468e-05,-9.100193e-06,-7.66453e-06,-1.2401506e-06,-1.3444151e-06,6.595834e-06
1967-09-01,-5.0097624e-06,-9.645584e-06,5.7247235e-07,5.2434916e-07,-2.0502157e-06,-2.7643473e-05,-6.172726e-06,7.213406e-06,-1.0235963e-06,-1.1118209e-06,1.8329754e-05
1967-10-01,-2.2582572e-05,-9.404968e-06,3.6042038e-06,1.7193961e-06,4.1175117e-06,-2.056142e-05,-9.995347e-07,5.472968e-06,1.9551226e-07,-2.2507265e-06,0.00010932178
1967-11-01,-9.93432e-06,2.1204214e-06,1.2699395e-05,2.0001135e-06,-5.3867225e-06,-8.113675e-06,-6.3892803e-06,-1.683191e-05,8.264087e-06,8.424497e-06,0.00015000152
1967-12-01,8.608968e-06,9.73494e-07,1.0854692e-05,1.1740085e-06,-2.7319547e-06,-2.7078931e-06,-1.8933264e-05,-2.186875e-05,1.133592e-05,6.788323e-06,0.00018987921
1968-01-01,-1.0496362e-05,-6.603077e-07,2.5116296e-05,-2.288798e-06,-4.5686756e-06,2.4809211e-05,-1.5549325e-05,-3.4132674e-05,4.6997375e-06,6.058355e-06,0.00020190471
1968-02-01,-6.783419e-06,4.011119e-06,1.6248028e-05,3.4993063e-06,-1.1268734e-05,3.9977393e-05,7.156421e-06,-3.437462e-05,1.8149876e-06,8.8686575e-06,0.00023801989
1968-03-01,-6.3832704e-06,4.932379e-06,3.424866e-06,3.7970894e-06,-3.3682518e-06,-2.6517155e-06,8.751231e-07,-2.2277294e-05,-4.6136847e-08,7.314622e-06,0.00015424126
1968-04-01,9.026859e-06,3.4993063e-06,6.3468324e-06,3.3597244e-06,2.0511652e-07,-7.946619e-06,2.8106952e-06,-1.3948753e-05,-6.327442e-06,6.3747502e-06,9.657426e-05
1968-05-01,-9.398296e-06,6.970309e-06,2.5966656e-06,4.8486254e-06,6.9516973e-06,-9.673968e-07,-1.0961645e-05,-1.3213612e-05,4.122783e-06,4.467096e-06,0.000107657266
1968-06-01,-1.1101227e-05,-5.0804883e-06,-1.047775e-05,1.9581057e-07,-5.238682e-06,-7.360366e-06,2.2616587e-06,-1.02637205e-05,-2.726163e-06,-1.8218998e-08,4.0917264e-05
1968-07-01,-2.463162e-05,-5.703965e-06,-5.7504876e-06,-1.981709e-06,-3.2193566e-06,-2.6297326e-05,-9.612326e-06,4.6567584e-07,-4.369722e-07,-3.312416e-06,3.629236e-05
1968-08-01,-6.230839e-07,-2.2910077e-05,-2.7912974e-06,-1.6746199e-06,-3.8707512e-06,-1.6638085e-05,-9.686773e-06,1.5544283e-06,1.4892939e-06,-2.9122748e-06,6.2165564e-06
1968-09-01,6.7562796e-06,-6.774113e-06,-2.6796333e-06,4.476402e-06,-1.0976728e-06,-1.1464152e-05,-8.784125e-06,1.8894352e-06,8.4139174e-08,1.3497047e-06,4.9171358e-05
1968-10-01,-1.4004589e-05,-1.911338e-05,1.050645e-05,3.2852768e-06,-5.486436e-07,-3.5621575e-05,-1.3176388e-05,1.3403987e-06,2.215129e-06,-2.42838e-06,0.00011599511
1968-11-01,-6.318136e-06,-2.1399028e-06,1.2287346e-06,1.7312414e-06,-8.464194e-07,2.5501358e-06,-1.8517821e-05,-1.5018901e-05,2.2802706e-06,3.8063954e-06,0.00015128207
1968-12-01,-7.2486946e-06,-1.2599434e-05,9.38047e-06,2.5873596e-06,-6.411188e-06,-3.7125574e-06,-1.0077609e-05,-1.937394e-05,8.263793e-06,7.426286e-06,0.0001780916
1969-01-01,-1.5647092e-05,-1.0654847e-05,1.4387613e-05,1.4212128e-07,8.357201e-06,-1.05104045e-05,-1.3471443e-05,-3.0316878e-05,-5.439724e-07,7.740455e-07,0.00023212342
1969-02-01,-3.0626688e-06,3.3288525e-06,2.7691422e-06,8.221788e-06,-4.4438857e-06,-1.5954029e-05,1.12550515e-05,-2.3546207e-05,-1.2870441e-07,7.716244e-06,0.00026544416
1969-03-01,4.70104e-06,-4.940397e-06,4.475347e-06,1.0442571e-05,-1.2063145e-05,-1.2090226e-05,5.0440867e-06,-2.2896224e-05,3.3288525e-06,7.1294526e-06,0.00011443107
1969-04-01,-4.425827e-06,-1.4196485e-06,7.80652e-06,5.2426913e-06,-1.5460319e-06,-2.1668471e-05,7.108538e-07,-6.339673e-06,-1.6724225e-06,4.5746565e-06,0.00012533637
1969-05-01,-1.9628242e-05,-1.6649152e-05,-6.4750857e-06,2.6337293e-06,-1.0134099e-06,-2.376287e-05,4.9899245e-06,-5.4820557e-06,-2.2501845e-06,1.3427853e-06,8.2464474e-05
1969-06-01,6.2808613e-06,-1.2758268e-05,3.924666e-06,3.3469041e-06,-8.208379e-06,-1.1945791e-05,2.3358152e-06,-7.125069e-06,-3.974448e-06,3.6267593e-06,5.9299746e-05
1969-07-01,-2.6543355e-05,-1.8806735e-05,9.1787115e-06,-8.057759e-07,-4.2091633e-06,-1.488877e-05,-1.03118e-05,2.1823507e-06,-1.5370097e-06,1.5504193e-06,1.8729872e-05
1969-08-01,-2.8529423e-05,-8.71392e-06,4.285772e-06,6.747432e-07,-3.2703028e-06,-1.410619e-06,-1.2343e-05,-1.7988059e-06,-1.4918696e-06,4.3941036e-06,1.243766e-05
1969-09-01,-2.2372624e-05,-1.2424251e-05,5.3030817e-07,1.6045815e-06,-7.2153416e-06,-2.8330818e-05,-1.2631885e-05,3.768364e-07,3.7441205e-06,2.1733213e-06,3.6460006e-05
1969-10-01,9.025243e-06,-1.2451332e-05,6.2086438e-06,1.1532102e-06,2.742061e-06,-2.173167e-05,-4.498048e-06,-1.10881665e-05,2.0830485e-06,-6.7938527e-07,0.0001037966
1969-11-01,-1.7777595e-05,-1.7461629e-05,2.2336462e-07,1.5115074e-07,-1.1759039e-06,9.657171e-06,-5.4098346e-06,-2.068447e-05,-2.0995503e-07,1.7823186e-07,0.000180892
1969-12-01,-8.632669e-06,-2.1533058e-05,-4.2181928e-06,-6.613336e-07,-8.686839e-06,-8.930583e-06,-1.0131247e-05,-2.217402e-05,3.085108e-06,3.825364e-06,0.00018924249
