,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11
1965-01-01,0.029416978,-0.056577027,0.012134075,0.02747327,0.025161922,-0.0142892,0.3778056,0.060357988,0.02610749,0.68401146,-0.082107306
1965-02-01,0.033409357,-0.090827525,0.005515158,0.0120815635,0.026737869,-0.06550741,0.77342,0.016546726,0.013815105,0.071074426,0.03924036
1965-03-01,0.026580274,-0.043496728,-0.0012614131,0.011923969,0.03115052,-0.024795532,0.29580396,0.018753052,0.029679596,0.49684185,-0.023954988
1965-04-01,0.030940354,0.01770246,0.037822008,-0.03440875,0.026265085,-0.031204343,1.5855038,-0.07916558,0.018122673,0.47530395,-0.11320597
1965-05-01,0.02978468,0.018753052,0.037086546,-0.010874689,0.023796082,-0.025320828,2.3857155,0.0021530986,-0.009929121,0.34250444,-0.20434803
1965-06-01,0.01870054,0.017965078,0.010242999,0.012501836,0.013079643,-0.031677127,1.7150464,-0.05127138,-0.004150629,0.00089240074,-0.081109226
1965-07-01,0.029416978,0.028681517,0.023796082,-0.012503147,0.0004721284,-0.08961934,1.8532567,-0.07312447,-0.03383094,-0.081424415,-0.582522
1965-08-01,0.01838535,0.032411218,0.041078925,-0.0065145493,0.00456959,0.014235377,1.6763306,-0.012503147,0.032043517,-0.06818652,-1.0568285
1965-09-01,0.021169543,0.03178084,0.03682387,0.010242999,0.005410075,-0.017598689,1.0820423,0.05778396,0.02337581,0.16169119,-0.24731874
1965-10-01,0.024373949,0.027000487,-0.17219877,-0.084103525,0.018070161,-0.08032125,1.5583451,0.0033088326,0.017860055,0.06681937,-0.32937288
1965-11-01,0.018963218,0.04023844,-0.109318614,-0.12786222,0.031675816,-0.04150051,1.4667827,0.007091105,0.028839111,0.7423739,-0.032675207
1965-12-01,0.030099869,0.005462587,0.015443563,-0.04255116,0.026160002,-0.124185026,1.8349757,0.06823772,0.026317596,0.6157731,-0.0012089014
1966-01-01,0.03048724,-0.0038433075,-0.015651584,-0.03917688,0.030168056,-0.037398815,0.38418758,0.060258567,0.029484212,0.3912999,-0.012870491
1966-02-01,0.028754711,-0.003296256,0.022599876,-0.1114853,0.030897558,-0.03484571,0.6614763,0.063541174,0.015806675,0.045532465,0.06153518
1966-03-01,0.024560273,0.0063236356,-0.0013813972,-0.064480305,0.033268332,-0.009131968,0.80545485,0.033040345,-0.010955632,0.46132874,-0.08517891
1966-04-01,0.04069978,0.027660549,0.020685017,-0.06999689,0.03614056,-0.087960005,1.5265787,0.037417173,0.004955888,0.17291567,-0.091561735
1966-05-01,0.025517702,0.0054118037,0.017083287,-0.0150132775,0.023694038,-0.01250577,1.7239908,-0.023083031,0.020912945,0.16211045,0.028754711
1966-06-01,0.025107384,0.02424115,-0.0051654577,-0.018022358,0.0016732812,-0.040088713,2.124833,-0.03730762,0.019590795,0.042158723,-0.8599186
1966-07-01,0.021870375,0.025061786,0.03030485,-0.113719344,-0.009359896,-0.039496064,2.127842,-0.054267764,0.023602843,-0.07200289,-0.5408679
1966-08-01,0.031718194,0.02802527,0.018906951,-0.012961686,0.0021291971,-0.024131656,1.7625613,-0.052900016,0.024833858,-0.081896305,-0.5029812
1966-09-01,0.024104357,0.030715168,0.028663576,-0.01989162,0.012979984,-0.050301254,1.0809199,0.020685017,0.023967624,0.008831143,-0.29517424
1966-10-01,0.028891504,0.03481841,0.03276682,0.004363179,0.021232128,-0.007855415,1.2143668,0.06440747,0.01854217,0.40146685,-0.34992987
1966-11-01,0.017128825,0.017675936,0.0076913834,-0.005666971,0.024514735,-0.046471536,1.0930017,0.030168056,0.027386963,0.48608506,-0.028326094
1966-12-01,0.031216681,-0.027550995,-0.012870491,-0.023265362,0.036596477,-0.015833974,1.7653425,0.0153051615,0.01608026,0.4791551,-0.14804989
1967-01-01,0.032712042,-0.042620182,0.028369963,0.019528925,0.028003812,-0.020700574,0.7301105,0.024969578,0.01822108,0.55810195,0.0050902367
1967-02-01,0.029991746,-0.037807226,-0.006471157,0.03354907,0.034856915,-0.0001411438,0.1345675,0.07921922,0.020679832,0.36569095,-0.016306162
1967-03-01,0.025283456,-0.043352604,0.017279387,0.006293416,0.024603367,-0.02671671,0.5000334,0.07419711,0.02988708,1.0282482,0.0040439367
1967-04-01,0.033235192,0.035850883,0.010269284,-0.002129078,0.00932765,-0.04973483,0.7309998,0.06697774,0.029416263,0.95417154,0.047569215
1967-05-01,0.03109032,0.025597334,0.01837802,6.8068504e-05,0.012048006,-0.032785177,2.727356,0.013251245,0.032764375,0.06624538,-0.21211767
1967-06-01,0.026486695,0.04123926,0.05494553,-0.024781108,-0.004221678,-0.03268051,1.6245236,0.02884084,0.03004402,-8.881092e-05,-0.35305166
1967-07-01,0.023190916,0.023138583,0.04819703,-0.048740864,0.0024222136,-0.029018521,1.6034935,-0.012591958,0.027428329,-0.08002472,-0.4777161
1967-08-01,0.024080217,0.029677868,-0.015259862,-0.04586363,-0.0015536547,-0.03770268,2.1840746,0.04626137,0.029206991,-0.05407691,-0.39757097
1967-09-01,0.026172817,0.0276376,0.04171008,-0.009871602,0.0045148134,-0.034354568,1.2623535,0.048406243,0.023923278,0.04155314,-0.5036638
1967-10-01,0.026120484,0.025126517,0.011001706,0.011786461,0.02135992,-0.014056683,1.6684675,-0.028861523,0.015186846,0.07445866,-0.21232688
1967-11-01,0.020156682,0.033967614,-0.018137217,-0.007883668,0.0085430145,-0.079083085,0.85838455,0.026905179,0.025074184,0.33676124,-0.03665638
1967-12-01,0.026172817,0.023661733,-0.004169345,-0.09488189,0.036374032,-0.01505065,0.51305956,0.051231205,0.021778405,0.58870566,-0.066893935
1968-01-01,0.027332336,-0.015033454,0.024877429,0.00438264,0.02908051,0.010966271,0.20323023,0.12080482,0.022124946,0.57310313,0.03462267
1968-02-01,0.027704269,-0.02269572,0.0028204322,0.032986045,-0.02031523,0.022459716,0.6039382,0.049203336,0.026328057,0.06977248,0.11879626
