,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11
1965-01-01,0.0020080410757947103,-0.013127599796569495,-0.040629890774992315,-0.011551337083801627,0.012719939643308432,-0.03267153381155087,37.780559062957764,0.032094916836781937,0.007704959928312084,68.4011459350586,0.7603223746021589
1965-02-01,0.008513992580046252,-0.023150974262783428,-0.013939393842119282,-0.03995249513536692,0.0032863333174213485,-0.1318207440467981,77.3419976234436,0.00024938781280070543,0.015613405795937233,7.107442617416382,4.31069682041804
1965-03-01,0.005612054412738401,-0.028159265675414238,-0.010718803031969879,-0.0151797104626894,0.011881881405072344,-0.07630526446379148,29.5803964138031,0.049758630550720474,-0.001301297028972344,49.68418478965759,1.2605523069699607
1965-04-01,0.0043918480616310365,-0.0014791704760575145,-0.02298195041337256,-0.08692920207977295,0.00644600067635789,-0.15221165063289496,158.55038166046143,-0.08269308812238953,-0.006761453220282088,47.53039479255676,1.5686418861150742
1965-05-01,0.005790258693049655,-0.018776022765484655,0.00216181358417212,-0.04879164509475231,0.007733886599324548,-0.1679400125375161,238.57154846191406,-0.0502242622050372,-0.011111496344462714,34.250444173812866,-0.4097911839683851
1965-06-01,0.009000900162219468,-0.014857466329722116,-0.0073078427842613,-0.04054180812090635,0.0015170625028479072,-0.211192939717036,171.50462865829468,-0.15547153624621304,-0.007778502238745038,0.08924007415771484,2.8589318195978803
1965-07-01,0.006819166161870532,-0.007883812769414475,-0.046293401569759446,-0.08038938045501709,0.004117576509670965,-0.20320447018513313,185.32567024230957,-0.162217224186117,-0.013584340499206022,-8.142441511154175,-9.475040435791016
1965-08-01,0.005497804395545118,-0.0051157883084986516,-0.009444477904777406,-0.01767569570802152,0.0027988628433777275,-0.15260797853653246,167.633056640625,-0.1778393475846811,-0.0163412734400481,-6.818652153015137,-24.623395999272667
1965-09-01,0.00031645165484030637,0.001950403863436872,-0.04382013437985364,-0.031044401694089174,0.00608460684880662,-0.17674447825321785,108.20423364639282,-0.00010759295037132688,-0.0012407248670404606,16.169118881225586,-3.0768948296705885
1965-10-01,0.0036016757396689675,0.006025841948431656,-0.015683223540752623,-0.0674782507121563,0.002141964334795236,-0.15533556445286822,155.8345079421997,-0.09857039390639825,-0.006845617846755141,6.681936979293823,-4.84521488348643
