,zgu500_cluster1,zgu500_cluster2,zgu500_cluster3,zgu500_cluster4,zgu500_cluster5,zgu500_cluster6
1965-01-01,0.31506178731268103,0.002381440500066571,-0.09951525326095409,-0.03406961812921193,-0.45320159372161417,0.42798957619510714
1965-02-01,0.27509729631922464,0.03349987061815627,-0.07664627715278027,0.08276878194748492,-0.05185736124129856,0.02272438074721665
1965-03-01,0.2646004781126976,-0.010099014459921856,-0.08401013632763676,-0.08862867396311376,-0.8297347007136718,0.17917811198801292
1965-04-01,0.17295642332597214,0.0531823595948834,-0.0684096992238244,0.0012771698875703673,-0.06681338829152725,0.15972551630168666
1965-05-01,0.19723508845676074,0.06474289837327625,-0.10840803273578188,0.11510408324850858,-0.42176207198816185,-0.0695934366495883
1965-06-01,0.2787220037796281,0.043733358889733766,-0.03999835575249657,-0.3231233120828435,-0.4025614729114607,0.26886883329172606
1965-07-01,0.3767377950928428,0.11020222567971638,-0.05344179604000954,-0.45730061289192975,-0.5074870206561743,0.3555619692216154
1965-08-01,0.18227753991430456,0.08279628017468764,-0.07532707679627546,-0.30904636866804486,-0.12588119316919177,0.32869320912439315
1965-09-01,0.23150731894102963,0.06369236888358681,-0.05467194758022009,-0.19474108365998755,-0.6755648582589392,0.3641450991396044
1965-10-01,0.23637234487316824,0.07741090817846591,-0.11467188179715355,-0.13074601150077322,-0.4584547205298555,0.06906848522971888
1965-11-01,0.12269694019447673,0.019757958296745773,-0.015835551746578802,-0.18413103577019513,-0.3080053729753868,0.15046177584616865
1965-12-01,0.2975681288675828,-0.04000127422372697,-0.0025906342901845475,-0.06955152350491373,-0.0623507346437477,0.26433146635039906
1966-01-01,0.17750869420441714,-0.0511255848720121,0.008373222671754992,0.13350597110347473,-0.5604962069614261,-0.019167867855581104
1966-02-01,0.1165334050628272,0.03385974500571027,0.003615668071294898,0.1553033134373634,-0.23340051811115414,0.03833249822014668
1966-03-01,0.2280775626951998,0.042855615593049755,-0.07132588983026902,0.11375524589548941,-0.36104222138722736,0.005329119377448911
1966-04-01,0.21712414243004538,0.011328529044141514,-0.041053925793784765,0.04795629976560241,-0.5612411043223212,0.12244929971753574
1966-05-01,0.37547255104238336,0.12597588574244686,-0.15732166426840113,-0.27910046603368677,-0.734046247659945,0.12595256576772595
1966-06-01,0.17706028778444638,0.10465324537105669,-0.08627136946836514,-0.06778425860988058,-0.426980736208897,0.03993403410813848
1966-07-01,0.153868476098234,0.0675870380008187,-0.05091871673574865,-0.18614143727050314,-0.38422831133300184,0.08596426761541211
1966-08-01,0.04954329183833166,0.09755060847099375,-0.09055291511007209,-0.18312157388182657,-0.16124606972523764,0.2651037617785032
1966-09-01,0.09905277666720477,0.035174031644299754,-0.06922032100273602,4.888228748155677e-05,-0.5127250271684983,0.25898583966200467
1966-10-01,0.14759920198809018,0.09701834099826327,-0.11830194158229365,0.07339232952158521,-0.26322666044328724,0.026926471561682028
1966-11-01,0.1434565775773742,0.029471554172096022,-0.09248851895777147,0.17177405348722488,-0.11003713178284028,-0.07922866154599507
1966-12-01,0.1443966037847779,-0.02793914878545672,-0.06562156269132201,0.2240739114906477,-0.15610651679190934,0.17194522269925133
1967-01-01,0.30497979711402545,0.009748781701449633,-0.13504792282830422,0.13705657228179602,-0.42216584962957043,0.013329702444740984
1967-02-01,0.21271637894890524,-0.031837503354542655,-0.0405157891922255,0.035180934313414756,-0.10974321368278242,0.05762929680803027
1967-03-01,0.10595895688642155,0.04344290160645253,-0.11024056975521258,-0.002536026463992354,-0.3486546888655307,0.07857972847633675
1967-04-01,0.3108404576778412,-0.013176076894622064,-0.1131767712867082,0.07363562134728915,-0.33407282887720596,0.10919593518874685
1967-05-01,0.1610669053413651,0.03137812071160622,-0.0435041642483713,0.13698313614704472,-0.015547447929195329,0.0482790156832484
1967-06-01,0.22797740318558432,0.08061043654302025,-0.055851886021112324,-0.16509136050075726,-0.09815042801931792,0.25584783832557867
1967-07-01,0.07581998678770932,0.09087031501379635,-0.06167865705801479,-0.33424779016902484,-0.5447186237456751,0.5249674691528571
1967-08-01,0.04549291492863135,0.041640797899059806,0.036148963647689526,-0.2452285231455513,-0.18553779113526436,0.2697003791566755
1967-09-01,0.340552492575212,0.10767327700728398,-0.14230775744167726,-0.3030644486779752,-0.3929400268722983,0.1913632770053676
1967-10-01,0.20423384213989432,0.054542686811334354,-0.08043587736006992,0.007032885385316163,-0.3182135887590109,0.16789229922607296
1967-11-01,0.1341485164382241,-0.021456769751991667,-0.041899816897600445,-0.0494565895718077,-0.10996412339748121,-0.02249889228431905
1967-12-01,0.1596905460411852,-0.040658751750634006,-0.011162114426938454,-0.08036490475785905,-0.6017102768608168,0.2980246407086732
1968-01-01,0.22502936084162106,0.028203533323898532,-0.0678169235253512,-0.06376809939958047,-0.21235675861438116,0.24390299422819106
1968-02-01,0.3083526410839774,0.001969706615375054,-0.09591145790182054,0.1613151228082353,-0.560619053887386,-0.006724393270054802
1968-03-01,0.10629598559303717,-0.00890303012669593,-0.028996429155900404,0.11091710108777753,-0.47007328739353255,0.18757975919813408
1968-04-01,0.16223337839950214,0.013928122398566861,-0.12678064600522837,-0.23190398849007013,-0.28837577818765064,0.14982021062589082
1968-05-01,-0.039233876900239426,0.10089108419654728,-0.08755444632426126,-0.35739785087281384,-0.411164278493208,-0.019064319671177474
1968-06-01,0.37632703103802423,0.062623442738995,-0.1028013193229241,-0.270490229561709,-0.8428446875483382,0.018849746003502706
1968-07-01,0.22197093137285925,0.048427725944235375,-0.19729634079692968,-0.051003802513730705,-0.2349311011094673,0.12772024883965
1968-08-01,0.014894984831864183,0.024422078733741394,-0.0608990427607031,-0.19450860394947772,-0.5593267433783587,0.23306785304038252
1968-09-01,0.16553435813296924,0.07979799980144664,-0.09875888779842809,-0.31201825409695727,-0.24723917560871034,0.03358412717209488
1968-10-01,0.19814448261802847,0.010557872937100468,-0.10146707185168764,0.022124885109023773,-0.30167293460930095,0.10512315164335438
1968-11-01,0.08440420708873055,-0.015367111771581194,-0.06904628252916371,-0.05344255031019018,-0.45736991599494337,0.0961637357249856
1968-12-01,0.20278770137916913,0.07511746433824723,-0.07994538729092968,0.019624054539894714,-0.5000681123312781,0.28871772810816765
1969-01-01,0.30550411479039624,0.01512105463246786,-0.11447462489578261,0.024544161514959476,-0.42401909389916587,0.07673540366355514
1969-02-01,0.28555437245152215,0.015702627852516877,-0.1216677907131501,0.2233075868824254,-0.45337622218272267,-0.08386350923874339
1969-03-01,0.13152112845670094,-0.011965640353582399,-0.07072479408512364,0.11120133668832158,0.06321337000996459,0.05093808972933253
1969-04-01,0.1351643099703572,0.009245213870455118,-0.03356146545813127,0.017653456956580067,-0.2329420444427752,0.01637303636821567
1969-05-01,0.0923528674651276,-0.03884731496423061,0.04789855771215021,-0.06253698408819627,0.20203141897332436,0.2430344275275215
1969-06-01,0.3489236601374366,0.07960470050320072,-0.09085943282984975,0.017896332386611164,-0.1920699050613478,-0.1728702000662929
