,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6
1965-01-01,1007.21045,1012.77704,1018.05835,1011.5144,1014.96185,1011.9684
1965-02-01,1007.5056,1016.0056,1017.4543,1009.9832,1013.6769,1014.07446
1965-03-01,1009.7407,1017.27325,1015.9628,1011.5553,1014.2072,1014.9842
1965-04-01,1010.0142,1015.063,1018.0782,1012.45703,1015.22296,1019.2844
1965-05-01,1009.72955,1015.1231,1015.182,1012.6481,1014.2983,1018.8317
1965-06-01,1011.2955,1013.2732,1017.52563,1013.6205,1016.2028,1023.3217
1965-07-01,1010.56305,1004.7992,1019.39294,1013.3346,1016.6568,1019.26337
1965-08-01,1011.00775,1015.69495,1020.59607,1013.85986,1017.55853,1020.09125
1965-09-01,1010.7714,1014.8974,1021.9238,1014.1439,1017.2776,1019.62744
1965-10-01,1010.21826,1018.0782,1022.77167,1014.22455,1017.9232,1019.95294
1965-11-01,1008.9352,1016.93896,1018.75854,1013.44745,1015.2949,1015.4127
1965-12-01,1008.21454,1021.2572,1017.783,1011.8505,1014.3219,1014.78326
1966-01-01,1006.45544,1018.3943,1017.6908,1010.6333,1013.7921,1016.2093
1966-02-01,1008.4652,1020.1261,1018.9563,1010.8761,1014.0425,1010.7115
1966-03-01,1008.5516,1015.86694,1018.0069,1010.9318,1013.4679,1015.20667
1966-04-01,1009.4629,1013.068,1017.1732,1012.5454,1014.8092,1017.34094
1966-05-01,1010.7879,1009.60803,1016.6518,1014.04315,1015.3406,1019.8607
1966-06-01,1011.28986,1017.92236,1022.8274,1015.5315,1017.87476,1020.7076
1966-07-01,1009.94165,1011.7092,1018.9482,1014.4105,1016.8245,1017.6182
1966-08-01,1011.0639,1013.3377,1021.86487,1014.8286,1017.9674,1022.18024
1966-09-01,1011.1434,1016.72943,1022.82806,1014.3379,1018.30664,1017.4029
1966-10-01,1010.37665,1018.0181,1021.52814,1014.1383,1017.6557,1018.67847
1966-11-01,1008.8564,1015.59344,1019.93646,1013.68634,1016.0885,1015.07526
1966-12-01,1008.1623,1018.0863,1019.9828,1012.5122,1015.9389,1015.71735
1967-01-01,1008.7143,1015.9869,1018.71576,1011.5209,1015.492,1011.02313
1967-02-01,1009.0778,1020.65094,1019.9471,1011.65656,1016.1378,1015.114
1967-03-01,1008.7085,1019.3028,1019.0823,1011.89026,1015.1321,1015.14594
1967-04-01,1009.48413,1017.9481,1016.6269,1012.13904,1015.0407,1019.7396
1967-05-01,1009.2628,1015.5653,1018.79205,1013.0446,1015.9629,1020.2432
1967-06-01,1010.2699,1016.2162,1023.1926,1014.84265,1018.1085,1019.3449
1967-07-01,1009.9246,1018.08093,1024.9595,1014.7715,1018.9755,1019.12286
1967-08-01,1010.49854,1025.2264,1023.1847,1014.511,1018.3363,1016.51
1967-09-01,1011.1247,1016.54266,1023.71655,1014.8303,1018.87616,1016.6537
1967-10-01,1010.34326,1019.8666,1020.46155,1013.90076,1017.62964,1018.8471
1967-11-01,1008.48065,1017.77325,1019.0031,1013.8217,1015.90344,1013.837
1967-12-01,1007.2073,1015.8787,1019.2738,1013.00903,1015.93896,1012.364
1968-01-01,1006.7006,1016.16797,1018.70825,1011.1702,1014.88275,1012.9155
1968-02-01,1008.3315,1015.3844,1017.1484,1011.9094,1015.04443,1015.5619
1968-03-01,1009.35693,1020.9932,1021.0519,1012.30084,1016.04706,1015.5633
1968-04-01,1009.8228,1013.41437,1017.04315,1013.37787,1015.0366,1014.99146
1968-05-01,1010.3459,1014.5271,1016.72687,1014.26306,1015.0996,1014.05914
1968-06-01,1011.4114,1014.46625,1021.7603,1015.83734,1017.7366,1017.25354
1968-07-01,1010.6407,1016.79193,1021.1778,1014.81836,1017.68787,1019.3781
1968-08-01,1011.0672,1010.57135,1019.2185,1014.9049,1018.4149,1014.80756
1968-09-01,1010.9813,1013.9203,1017.5376,1013.9561,1016.5873,1019.40894
1968-10-01,1010.3809,1017.5627,1022.27124,1013.8423,1017.20776,1017.75726
1968-11-01,1009.9158,1012.3245,1019.7946,1013.6984,1016.5465,1012.4068
1968-12-01,1008.1912,1012.0111,1019.0461,1012.18713,1015.60834,1012.9628
1969-01-01,1005.71564,1014.4542,1014.5584,1010.2431,1012.2903,1013.8646
1969-02-01,1006.80695,1015.5243,1018.3109,1010.0884,1013.9844,1013.15076
1969-03-01,1009.43384,1017.234,1017.66016,1011.28394,1015.05255,1018.98236
1969-04-01,1009.7003,1013.2724,1018.5698,1012.06256,1014.7001,1018.41016
1969-05-01,1009.918,1009.62537,1016.6406,1012.35834,1015.3371,1018.21045
1969-06-01,1010.59814,1011.67944,1019.2943,1013.71423,1017.0305,1017.91034
1969-07-01,1010.39166,1012.82446,1017.1404,1013.9632,1016.5532,1024.8969
1969-08-01,1011.1435,1020.2177,1021.5474,1014.0025,1018.04517,1022.6986
1969-09-01,1010.38666,1020.8929,1019.2743,1013.1433,1015.7982,1014.4143
1969-10-01,1010.35046,1015.7595,1019.2506,1013.32794,1016.1008,1020.8342
1969-11-01,1009.3596,1016.4322,1021.96674,1012.79694,1016.7429,1013.9931
1969-12-01,1008.6433,1015.6753,1018.4869,1012.02954,1015.78455,1010.6493
1970-01-01,1009.2201,1017.62854,1019.745,1012.0799,1016.181,1013.16846
1970-02-01,1008.05304,1016.18695,1018.7997,1011.21826,1014.8833,1015.5357
1970-03-01,1008.9568,1019.80084,1016.1507,1011.2754,1014.1394,1012.5279
1970-04-01,1009.901,1014.18866,1017.0188,1011.96643,1014.80133,1018.61365
1970-05-01,1010.3336,1017.44495,1020.1223,1014.31525,1016.44006,1017.4877
1970-06-01,1010.79346,1017.6,1022.3672,1014.711,1018.26013,1017.7325
1970-07-01,1011.4911,1016.29987,1024.2888,1015.6599,1019.0759,1021.4801
1970-08-01,1011.0436,1016.9838,1020.8473,1014.38477,1018.0189,1017.62494
1970-09-01,1010.9473,1022.05524,1021.94775,1014.1061,1017.5037,1015.3949
1970-10-01,1010.0929,1018.27795,1021.2519,1013.6753,1017.1555,1016.6118
1970-11-01,1010.4946,1019.1906,1023.2216,1014.3521,1018.2381,1016.3807
1970-12-01,1008.1071,1016.3682,1020.168,1011.6396,1015.6445,1011.4394
1971-01-01,1008.8744,1015.27203,1020.6445,1011.9718,1016.127,1010.2145
1971-02-01,1008.7989,1018.3649,1019.1463,1011.2672,1015.71484,1010.89984
1971-03-01,1010.52167,1014.1918,1019.3671,1011.3318,1015.6496,1017.64044
1971-04-01,1010.14404,1017.71344,1019.20514,1012.59644,1015.4998,1017.24115
1971-05-01,1010.76166,1014.70056,1017.35956,1014.3646,1016.19165,1013.7118
1971-06-01,1011.40857,1018.18506,1023.834,1015.09033,1018.5237,1018.2261
1971-07-01,1011.056,1013.0737,1019.1847,1013.98126,1017.13873,1018.0539
1971-08-01,1011.4938,1021.3784,1023.7687,1015.274,1018.9153,1016.31775
1971-09-01,1011.46173,1021.452,1023.738,1014.803,1018.9729,1016.4547
1971-10-01,1011.255,1016.4611,1020.87103,1014.401,1017.94763,1012.72375
1971-11-01,1009.7396,1015.58563,1020.96954,1013.87054,1016.598,1009.46826
1971-12-01,1007.4057,1013.2171,1019.1181,1011.3568,1014.89703,1010.95557
1972-01-01,1008.19385,1010.86993,1015.3176,1010.6387,1013.42346,1011.9973
1972-02-01,1009.08875,1015.7739,1016.4663,1010.6149,1013.90784,1014.82275
1972-03-01,1009.3081,1018.03186,1018.4805,1010.6506,1014.5909,1013.2991
1972-04-01,1009.71436,1012.26666,1017.0882,1012.1604,1014.1922,1019.2268
1972-05-01,1009.32874,1011.35986,1014.7777,1012.576,1013.71655,1022.5902
1972-06-01,1010.02686,1006.5359,1014.3596,1012.6641,1014.4746,1020.6004
1972-07-01,1009.71063,1010.83057,1019.7067,1012.3541,1015.28204,1018.37305
1972-08-01,1010.6018,1012.4304,1018.5343,1013.1866,1015.77826,1016.08704
1972-09-01,1009.28876,1017.72125,1022.42523,1013.06104,1016.55756,1022.35156
1972-10-01,1009.8713,1019.6861,1020.5385,1013.1972,1015.8677,1017.00757
1972-11-01,1008.76196,1021.59906,1019.7392,1012.87036,1015.4358,1015.7383
1972-12-01,1008.3513,1008.9213,1018.6774,1011.77484,1015.06647,1014.4565
1973-01-01,1007.18896,1018.3539,1019.78467,1010.34906,1015.1116,1014.47876
1973-02-01,1008.6861,1015.72375,1020.2573,1010.90656,1015.16626,1014.68524
1973-03-01,1009.52203,1016.11664,1019.6284,1010.88666,1014.873,1016.4292
1973-04-01,1009.4442,1014.6447,1018.8709,1011.99335,1014.9257,1019.5783
1973-05-01,1010.4705,1011.12585,1019.6117,1013.6981,1016.4504,1019.31464
1973-06-01,1010.85187,1022.77686,1021.3904,1014.6594,1017.43945,1017.6008
1973-07-01,1011.15607,1017.62396,1022.1139,1015.13025,1018.2735,1021.31647
1973-08-01,1011.39655,1024.0643,1023.517,1015.527,1018.71594,1018.03174
1973-09-01,1012.2943,1022.23096,1024.7672,1015.73334,1019.11334,1018.66833
1973-10-01,1010.79724,1023.63727,1023.2862,1014.44275,1017.9565,1018.2111
1973-11-01,1009.83264,1016.2151,1022.24115,1013.8723,1017.5159,1011.5637
1973-12-01,1009.74646,1018.4986,1022.81995,1013.93604,1017.4973,1014.1039
1974-01-01,1008.76306,1018.4995,1020.1943,1011.89307,1016.1995,1013.17413
1974-02-01,1009.0327,1018.6537,1020.30975,1010.8463,1015.574,1011.9861
1974-03-01,1010.21533,1018.0539,1020.52985,1012.24493,1016.2199,1014.37103
1974-04-01,1009.32,1012.95404,1018.7366,1012.1811,1015.29,1015.8987
1974-05-01,1010.6643,1016.2383,1018.1945,1014.0307,1016.35175,1017.16406
1974-06-01,1010.5678,1014.856,1022.91876,1014.426,1018.42474,1015.40283
1974-07-01,1011.3347,1013.4472,1022.827,1015.02783,1018.6666,1013.8466
1974-08-01,1011.46576,1014.0734,1019.3554,1014.21954,1016.533,1014.26843
1974-09-01,1011.4481,1022.698,1023.1932,1015.01086,1018.5871,1017.24084
1974-10-01,1010.4387,1019.54016,1023.51514,1014.0511,1017.57776,1014.33905
1974-11-01,1008.52734,1016.2498,1022.6803,1012.66266,1016.8415,1010.6473
1974-12-01,1007.2768,1014.3404,1019.1672,1012.16547,1015.72815,1009.6244
1975-01-01,1007.1779,1012.6247,1018.93915,1011.30444,1014.8568,1010.96405
1975-02-01,1010.2341,1017.8563,1019.99365,1011.94525,1016.0027,1014.03
1975-03-01,1009.64594,1018.623,1019.60345,1011.1993,1015.65186,1012.7291
1975-04-01,1009.3962,1015.5176,1016.725,1012.0815,1014.38763,1018.13104
1975-05-01,1010.104,1015.44006,1019.86774,1014.1337,1016.7901,1017.98157
1975-06-01,1010.7441,1010.11505,1020.79626,1014.57385,1018.0535,1016.1403
1975-07-01,1011.33905,1015.03815,1021.58167,1015.6892,1018.08185,1019.4671
1975-08-01,1011.63245,1019.38135,1024.4026,1015.4,1019.301,1016.0276
1975-09-01,1011.7944,1022.8769,1024.597,1015.22217,1019.04913,1020.0109
1975-10-01,1011.06366,1020.96375,1023.2436,1014.295,1018.8748,1014.71985
1975-11-01,1009.98846,1015.2879,1022.63336,1014.1269,1017.16296,1013.392
1975-12-01,1009.3,1016.77,1021.02734,1013.1651,1017.1713,1013.9165
1976-01-01,1008.49945,1017.03705,1019.33167,1011.2146,1015.43677,1010.3667
1976-02-01,1009.22034,1018.9783,1019.9495,1011.6531,1015.7859,1013.9994
1976-03-01,1008.7042,1018.07056,1019.397,1010.52325,1014.7234,1010.5405
1976-04-01,1009.7241,1016.508,1018.0256,1012.4609,1015.0231,1017.78687
1976-05-01,1010.55225,1011.7202,1015.8013,1013.5714,1015.435,1021.52625
1976-06-01,1010.2557,1014.96936,1018.04156,1013.57697,1016.0467,1017.9096
1976-07-01,1010.32654,1011.6345,1018.8821,1013.582,1016.6492,1021.27594
1976-08-01,1011.08014,1010.6972,1022.23975,1014.2775,1017.53345,1016.421
1976-09-01,1011.11896,1010.5535,1019.8761,1013.95624,1016.4377,1016.4975
1976-10-01,1010.15894,1011.71783,1018.80005,1014.2251,1016.3816,1010.8736
1976-11-01,1008.9219,1014.3497,1019.302,1012.64954,1015.03046,1009.1346
1976-12-01,1006.92944,1012.4905,1015.927,1010.5991,1013.0393,1010.0245
1977-01-01,1007.5068,1013.60297,1016.8972,1010.59283,1013.7081,1011.91174
1977-02-01,1008.7352,1016.206,1020.1266,1010.984,1014.8677,1014.1076
1977-03-01,1008.0413,1012.9473,1017.13654,1009.87524,1013.1875,1013.7687
1977-04-01,1008.82086,1016.38904,1016.5192,1012.40796,1013.44086,1018.3441
1977-05-01,1010.0103,1014.6777,1015.50726,1013.61273,1013.6838,1014.8551
1977-06-01,1010.1049,1011.7635,1019.8865,1014.3491,1015.5762,1016.6216
1977-07-01,1008.9802,1013.1701,1024.4954,1014.0178,1016.7441,1020.5261
1977-08-01,1010.2399,1013.3914,1023.9114,1014.74097,1017.9585,1021.2054
1977-09-01,1011.3675,1009.8725,1019.9888,1014.4939,1016.4322,1017.7824
1977-10-01,1010.3193,1017.87573,1020.62213,1014.3679,1016.77673,1020.12103
1977-11-01,1009.1612,1018.09357,1021.26245,1013.4297,1015.8636,1016.0223
1977-12-01,1006.78784,1017.6516,1018.8438,1012.2514,1014.8613,1013.214
1978-01-01,1008.657,1017.70337,1021.0531,1012.8532,1016.6816,1013.9796
1978-02-01,1007.50726,1014.74475,1018.72974,1011.3836,1014.78876,1013.5064
1978-03-01,1009.62537,1018.87573,1019.4895,1012.6133,1015.18195,1015.298
1978-04-01,1009.78204,1015.10065,1017.7293,1012.84924,1014.9147,1014.20685
1978-05-01,1009.7447,1017.4447,1018.1992,1013.52966,1015.3692,1016.63696
1978-06-01,1010.032,1012.3547,1021.04315,1014.78406,1017.0168,1011.5542
1978-07-01,1010.0786,1010.3352,1020.03406,1014.1362,1016.91016,1014.0889
1978-08-01,1010.3625,1019.17096,1023.7278,1014.6501,1018.0426,1018.82104
1978-09-01,1010.44385,1020.03467,1022.72144,1014.5828,1018.23987,1015.7825
1978-10-01,1010.1386,1016.9835,1019.23755,1013.99493,1016.04376,1020.296
1978-11-01,1009.0222,1020.24664,1018.6304,1012.4393,1015.4132,1016.02905
1978-12-01,1008.32837,1019.6781,1019.79346,1012.65796,1015.93445,1010.5572
1979-01-01,1007.07776,1016.11646,1016.1414,1011.8602,1014.24976,1013.69867
1979-02-01,1009.4603,1018.6945,1019.51807,1011.3693,1015.31555,1015.5006
1979-03-01,1009.1671,1020.7006,1018.0266,1011.5595,1014.9096,1013.218
1979-04-01,1009.66327,1012.90405,1014.03577,1011.6758,1013.21924,1016.19055
1979-05-01,1009.9958,1016.01935,1015.5469,1013.1267,1013.9994,1017.7606
