,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6
1965-01-01,1.5668616110448679,-14.979856056079532,-3.2724157185621667,4.5460902636324,-7.478748794889798,-0.6382872029894688
1965-02-01,1.733790247479855,-14.385294495967397,-2.6027091791932015,4.367282141500445,-7.017687289384159,0.0979345434350394
1965-03-01,1.7711781006491645,-15.627637662385641,-2.9519667927647983,4.116314204771128,-7.957542029610515,0.34676459846926516
1965-04-01,1.7294053214689644,-17.89384306522838,-4.379328539673711,4.041756444902563,-9.67392468974538,-0.043197570602750514
1965-05-01,1.2688143806562897,-20.382973185756754,-6.043834585539052,3.6555877372400087,-11.568735289747696,-0.8530602184801154
1965-06-01,0.6873647131807896,-22.100848482366196,-7.362757938008913,3.42452870079534,-12.923420258682139,-1.6193191698991536
1965-07-01,0.2580794840227833,-23.076109300579944,-8.444287407566124,3.347057726845813,-14.045589335643461,-2.389877676312389
1965-08-01,0.13240338689055892,-23.917963630274723,-9.35385160043206,3.500488148399847,-14.649456608904538,-3.1213497203555916
1965-09-01,0.012785262165807228,-23.78717389023095,-9.715348566082163,3.446784659997741,-14.633123718038961,-3.4069147266325404
1965-10-01,0.3395116460916087,-23.77940060799582,-9.221243522536588,3.9008459641565736,-14.510761038230282,-3.1009555514392955
1965-11-01,0.8859973750720367,-22.382552163642753,-8.217927435754051,4.339599490758792,-13.40769886100379,-2.5897007822339
1965-12-01,1.4422880022565303,-19.562244415283203,-6.285819201402261,4.671863418313402,-11.15768147211005,-1.7266941852256898
1966-01-01,1.7617137392581497,-16.908426452101324,-4.316532611846924,4.624811333803396,-8.833273657917106,-0.745574600709592
1966-02-01,1.8331657457088237,-15.467001262464022,-3.512924993541879,4.498622192079155,-7.6993876130041405,-0.33608326495019464
1966-03-01,1.9382757376570727,-16.241115436219335,-3.7473542589536857,4.468046136163361,-8.427188692301728,-0.3148386957215481
1966-04-01,1.6150711649689227,-18.509093502111604,-5.187010429274868,4.423550705411541,-10.31678053584412,-0.9073050621428776
1966-05-01,0.9028237168960149,-20.71003411945544,-6.5814542098784115,4.0700383447296,-11.93854617376397,-1.8189264125511293
1966-06-01,0.5716699252718062,-22.935724258422855,-8.194013716469348,3.8934114560559023,-13.603726964797415,-2.5223939796614516
1966-07-01,0.27439304478260695,-24.26513705337257,-9.42115884431651,3.6608827647878166,-14.562396585506244,-3.1247600180203796
1966-08-01,-0.2238631413127836,-24.25668532388252,-9.387017975390798,3.2327264102537243,-14.734148457102531,-3.5488579442592263
1966-09-01,-0.215350280809139,-24.343723163270116,-9.915427758660115,3.1836618831501675,-15.086726028553759,-3.8283582593573895
1966-10-01,-0.14892031968627845,-23.778833422744487,-9.559443970801125,3.5908773763855897,-14.485272177814567,-3.805045612522813
1966-11-01,0.42357859690545013,-22.11251928095232,-8.388266764896017,4.18814402907642,-13.229411883945883,-3.286506699734047
1966-12-01,1.092486684493597,-19.337760356434607,-6.383757524087396,4.507739982794767,-10.99282007147796,-2.323136889869398
1967-01-01,1.5755119903311545,-16.38055767929345,-3.9689977404097436,4.537818799564495,-8.493604799256707,-0.9854488115493065
1967-02-01,1.6313788640564977,-14.5652361083449,-2.853503781305233,4.283499006015152,-7.220738821656164,-0.08169091790100264
1967-03-01,1.8080752198867376,-15.512628722609136,-3.041733654452042,4.45210281296156,-7.541966960377936,0.08778172275407718
1967-04-01,1.428389680978343,-17.301372059604578,-4.509333657546782,4.138798974639741,-9.20015216743859,-0.6483060740382294
1967-05-01,1.097621114214481,-20.15454643651059,-6.394755000799475,4.102620793812311,-11.317285133974394,-1.5453616452347385
