,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6
1965-01-01,1.4856262,-7.021179,-2.1513062,3.5109253,-5.4908447,-0.81707764
1965-02-01,1.9792175,-6.585968,-1.5150146,3.40625,-5.2971497,-0.083496094
1965-03-01,1.8370972,-6.800934,-2.0812378,3.51062,-5.478668,-0.09286499
1965-04-01,1.5884094,-7.9233093,-2.8822937,3.3268127,-6.9378357,-0.7671814
1965-05-01,0.59246826,-9.695618,-4.4380493,3.072815,-8.231171,-1.8978577
1965-06-01,-0.18045044,-10.862732,-5.0592957,2.8547363,-9.012573,-2.3569336
1965-07-01,-0.43051147,-11.157684,-5.5952454,2.3706665,-9.781036,-2.9642334
1965-08-01,-0.43496704,-12.265869,-6.272827,2.626648,-10.006073,-3.2416382
1965-09-01,-0.28704834,-13.038025,-6.921753,2.7541199,-10.042755,-3.5213318
1965-10-01,0.17727661,-12.840118,-6.0727234,3.1790466,-9.78949,-2.9586792
1965-11-01,0.6657715,-11.678558,-5.5887146,3.517334,-8.707245,-2.638855
1965-12-01,1.5803833,-9.756531,-4.6686096,3.7114563,-7.218292,-1.5600586
1966-01-01,1.667633,-8.331482,-3.24469,4.1129456,-6.034424,-0.9562073
1966-02-01,1.7676086,-7.9813843,-2.9914246,3.5916443,-4.582947,-0.67770386
1966-03-01,1.6716003,-8.477814,-3.2190247,3.1824646,-5.146454,-0.40811157
1966-04-01,1.4145813,-8.9653015,-3.6480103,3.3873901,-6.1841125,-0.81692505
1966-05-01,0.38269043,-10.178711,-4.1720886,3.3085938,-7.991089,-1.6213684
1966-06-01,-0.115234375,-11.901581,-5.848053,2.9821167,-9.571259,-2.4904785
1966-07-01,-0.3444519,-13.24527,-7.32135,2.8215027,-9.740936,-3.144287
1966-08-01,-0.77386475,-12.985809,-6.93985,2.7113037,-10.243469,-3.7113647
1966-09-01,-0.6434021,-13.363678,-7.4089966,2.896759,-10.472076,-3.6247559
1966-10-01,-0.3086548,-12.55188,-6.5588684,3.1366577,-10.01178,-3.4806519
1966-11-01,0.39871216,-11.886383,-5.956909,3.6468506,-8.952911,-2.9266052
1966-12-01,1.0837708,-9.618317,-4.445801,3.8397522,-7.638977,-1.7180786
1967-01-01,1.6128845,-8.326996,-2.6861877,3.6828003,-6.3141785,-0.62280273
1967-02-01,1.5492859,-6.9231567,-1.7426147,3.4809875,-5.4662476,0.43295288
1967-03-01,1.5735168,-7.7623596,-1.8621521,3.3644714,-5.6538696,0.39208984
1967-04-01,1.2330933,-8.261047,-2.7935486,3.3791199,-6.688965,-0.5924072
1967-05-01,0.77441406,-9.808502,-4.25885,3.0396423,-7.857788,-1.6590881
1967-06-01,0.12484741,-12.100311,-5.626129,3.0596619,-9.171967,-2.4248657
1967-07-01,-0.5029907,-13.204895,-6.6335754,2.6016235,-8.883789,-3.1688843
1967-08-01,-0.857605,-13.2239685,-6.9346313,2.5915527,-8.842255,-3.7062988
