,vws_u850-200_cluster1,vws_u850-200_cluster2,vws_u850-200_cluster3,vws_u850-200_cluster4,vws_u850-200_cluster5,vws_u850-200_cluster6
1965-01-01,15.166788099989386,-10.848254509407196,51.82322433873216,5.438954708315907,40.828366237335175,16.51159551437684
1965-02-01,18.234825125942667,-12.42522011195988,37.34698457843385,4.761704147956999,33.8543599330594,19.786408706405542
1965-03-01,19.200483374882726,-9.117836705890447,31.25255218684945,6.279337559237562,34.13137708823114,18.35923276051272
1965-04-01,26.334054744905597,-2.578961466973103,30.654839771704154,8.327999512574266,55.11009777856532,23.98669531849124
1965-05-01,34.694412944172655,7.786084794764766,24.57803148945022,17.330669999902494,57.460080831747526,26.80588851261853
1965-06-01,35.53474578398208,8.656909487837103,10.805050885902457,18.981256930787254,58.8871331653864,25.814167738448575
1965-07-01,35.60843984868189,0.7089494927794917,15.116915940443054,12.810252673320988,67.48311895709031,27.29663510273588
1965-08-01,36.87550944721181,0.8410730963803996,5.847220801429577,16.271234115633657,61.218707270142666,25.986824486272923
1965-09-01,34.96574094892872,-0.2879388899771873,11.888706380178219,17.217662861625673,56.8798232534595,23.97439598470663
1965-10-01,30.685798343023006,-2.316215430440681,29.968806622826882,15.116143581207787,51.896092298751945,25.13956642456011
1965-11-01,28.177381571811214,2.658199327073523,18.454169062788875,11.439865356232502,45.686526423507495,20.62221656210144
1965-12-01,24.211889980973183,0.3196487956329237,27.875679772597064,16.123153744921066,36.17849639156317,20.714416975602738
1966-01-01,20.381779157414222,-9.979778352553712,35.49921817175393,5.8965543166098096,33.35222744879557,17.937310240365402
1966-02-01,21.60377769985797,-6.635853867683579,23.414065445795817,8.5128838903768,30.155088893909628,16.220657364852855
1966-03-01,24.194463693195033,-2.8658303276016945,24.91575495041201,9.988040323553898,34.19467716944077,17.508500012508637
1966-04-01,27.676077743550998,4.5334771511460055,28.081837261990977,12.48285830468454,49.76863829189811,21.90223127736943
1966-05-01,32.6241618433046,11.539951059196083,18.178859838695107,19.77553531748289,57.155756179153705,25.249243735900365
1966-06-01,36.927990751685925,1.4957791188212326,12.986587169396573,16.707384048631734,63.99635058213123,26.711917082928597
1966-07-01,38.91536605999193,6.066628899680691,19.82442863820769,18.184393644770445,65.95562766216854,27.852174916702566
1966-08-01,36.566997917142416,7.912106908043632,22.708304405979913,21.16834406878313,62.54616128694612,27.75116465484395
1966-09-01,36.99344421134894,-0.262930916031694,20.317675628423967,16.609502766987866,62.05820420024544,24.0323729199261
