,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5,mgu500_cluster6
1965-01-01,-1.8627484,1.2230396,0.2662464,-0.63058394,-0.4415718,-0.81568563
1965-02-01,-1.4540908,-0.43244725,0.024767304,-0.15740165,-1.353067,-0.39790344
1965-03-01,-0.87499636,-0.43700942,-0.4288624,-1.0086086,-0.8280691,-0.44483072
1965-04-01,0.34739152,0.69315374,-0.11080017,-1.5648915,-0.22909585,-0.1277462
1965-05-01,0.05377083,0.60451317,-0.71694297,-1.8741543,-0.20660992,0.264291
1965-06-01,-0.5931072,1.5212228,-0.5005566,-2.1185665,-0.03910599,-0.16261558
1965-07-01,0.013361359,1.7864918,-0.775602,-2.266192,0.6224369,-0.28351822
1965-08-01,0.24180527,1.274855,-0.7078186,-2.4125133,0.3389185,-0.43929023
1965-09-01,-0.4363575,1.3279741,-0.80590934,-2.561442,-0.5429214,-0.24180527
1965-10-01,-0.43244725,-0.2111723,-0.89846003,-1.8790424,-0.6775112,0.1342636
1965-11-01,0.15837917,0.21931934,-0.47318268,-1.5163345,-0.004562378,-0.25386316
1965-12-01,-0.7876598,-0.2349619,-0.27863008,-0.73551863,-0.8173151,-0.3552124
1966-01-01,-0.5678379,-1.1803147,-0.5635708,0.40766144,-1.1130276,-0.2382946
1966-02-01,-1.1189358,-0.38370094,0.12768173,-0.557991,0.4690407,-0.4690407
1966-03-01,-0.87407625,-0.41521072,-0.4391716,-0.94891244,-0.16739693,-0.20809785
1966-04-01,-0.17461833,1.1284546,-0.36072463,-1.1189358,-0.92692125,-0.25339317
1966-05-01,-0.8783432,1.3119351,-0.7736378,-2.4000173,-0.058096696,0.25175208
1966-06-01,-0.2753849,0.6781227,-0.71324384,-2.3087695,0.9659807,0.009518432
1966-07-01,0.23960762,2.2943273,-1.0286725,-1.8600788,1.1839254,-0.14573364
1966-08-01,0.10339241,1.927038,-0.8396122,-2.1105187,1.1845818,-0.18512115
1966-09-01,-0.4861086,2.1883092,-1.1563542,-2.446298,1.5420243,0.060394287
1966-10-01,-0.9728735,0.86915267,-0.250111,-1.6211277,0.08008804,0.05711212
1966-11-01,-0.45492667,1.1478201,-0.5218857,-1.5239716,0.16411495,-0.5488003
1966-12-01,-0.9768122,0.26192743,0.20481567,-0.7296551,-0.6699171,-0.56455535
1967-01-01,-0.800033,-0.1538023,-0.46075362,-0.78109324,-1.3528723,-0.34352455
1967-02-01,-1.4155687,-1.1935189,0.2393566,0.35430032,-1.2297649,-0.30042037
1967-03-01,-0.43397713,-0.035593223,-0.20506974,-0.57830966,-0.27462387,0.046042632
1967-04-01,-1.0713911,-0.13290349,-0.88264847,-0.7726032,-1.2333572,0.14727135
1967-05-01,-0.72819346,-0.25894946,-0.69586563,-1.5853717,0.023837661,-0.020898819
1967-06-01,-0.92150724,0.32621765,-1.1370265,-1.6954167,0.3523411,0.072819516
1967-07-01,-0.7510517,0.73047906,-0.94403875,-1.9406515,1.0442879,-0.25209197
1967-08-01,-0.96722335,0.7579088,-0.58908576,-0.89897573,1.3956493,-0.36442336
1967-09-01,-0.32980958,0.7507248,-1.0560436,-2.1362514,0.9737545,-0.003918457
1967-10-01,1.1742523,0.5541452,-0.22531548,-1.6624361,-0.9721216,0.025797272
1967-11-01,-0.66908896,-0.25013274,0.052900314,-1.5804732,-0.27103156,-1.2963798
1967-12-01,-0.8882,-0.18057899,0.28899154,-0.07771759,-0.5574106,-0.6201069
1968-01-01,-1.8963207,0.36139488,-0.14149475,-0.5889534,-1.3587868,-0.122895814
1968-02-01,-0.6793934,-0.6469372,0.20348969,0.20130196,-1.7066891,-0.37962875
1968-03-01,-1.2956978,-1.2548538,-0.60171735,-0.49012604,-0.67720526,-0.6184921
1968-04-01,-0.6629831,-0.16301079,-0.34462014,-1.1428982,-0.45292893,0.25636786
1968-05-01,-0.9178921,-0.2177124,-0.71841395,-1.594733,0.5371693,0.23339386
1968-06-01,0.051419448,0.15097657,-0.8697548,-1.6231781,0.65204275,-0.1622818
1968-07-01,-0.6863224,0.014952088,-1.0407887,-2.119868,1.3901494,-0.17066956
1968-08-01,0.52002984,1.8350556,-0.9828049,-2.4411488,0.5612381,-0.114873506
1968-09-01,0.36759454,1.1031482,-0.4430828,-2.0429215,-0.116332054,-0.2899185
1968-10-01,-0.06418304,0.79025537,-0.4664219,-1.3259659,-1.0065091,-0.04740753
1968-11-01,-0.6542307,0.71002614,-0.2129715,-1.0918434,-1.021096,-0.44162408
1968-12-01,-0.9372204,1.0881965,0.31726915,-1.5684761,0.87084925,-0.7111206
1969-01-01,-0.9367992,0.7135464,0.19737816,-1.1159321,-1.7830365,-0.2537716
1969-02-01,-0.27400723,-0.2464737,0.05174942,-0.14098397,-0.33471337,-0.0308506
1969-03-01,-0.11046524,-0.37020817,0.007629776,-0.93381387,-0.80842054,-0.51451
1969-04-01,-1.0117695,0.6163502,-0.6876713,-0.8127327,-0.7079069,0.10250358
1969-05-01,1.0475963,1.1089659,-0.39409256,-1.854358,0.885713,-0.07961502
1969-06-01,1.0144234,0.62165755,-0.6180088,-2.7102156,0.24713707,-0.056394197
1969-07-01,0.13866234,1.8493824,-0.39276543,-2.5665774,-0.1612196,-0.2693634
1969-08-01,0.9457558,1.0880668,-0.60838854,-1.8802326,-0.43887597,-0.3005455
1969-09-01,-0.7241619,1.2894256,-0.18842164,-2.125048,0.8240118,-0.3649002
1969-10-01,0.89931375,0.68269557,-0.6196674,-2.2647052,-0.31978568,0.059711076
1969-11-01,-1.1079705,0.6355904,-0.1728302,-1.6957924,0.6462059,-0.11378288
1969-12-01,-0.8568529,0.9324867,0.36689073,-0.54038465,-0.47536582,-0.64288867
1970-01-01,-1.1058743,-0.44195023,0.1401062,-0.15375061,0.37705535,-0.63963014
1970-02-01,-1.7900985,-0.33412513,-0.046591185,-0.90420115,-0.9291607,-0.37672272
1970-03-01,0.0046592713,-0.19834518,-0.101502225,-0.6948738,0.23828049,-0.27921447
1970-04-01,-1.2872467,-0.04559288,-0.515498,-0.66192704,-0.22929497,0.048921205
1970-05-01,-0.8203371,1.3235219,-0.84329987,-1.9624859,1.0339905,-0.10183487
1970-06-01,-0.84596217,1.0829115,-0.74079895,-1.8789546,1.0053705,-0.17771225
1970-07-01,-0.17438392,1.0742588,-0.96077615,-1.9218849,-0.48721027,-0.19501725
1970-08-01,0.5071781,2.0313745,-1.2772633,-2.0064144,1.353473,0.0945137
