,abs_vo1000_cluster1,abs_vo1000_cluster2,abs_vo1000_cluster3,abs_vo1000_cluster4,abs_vo1000_cluster5,abs_vo1000_cluster6
1965-01-01,-7.95581614979276e-05,-4.1056437034539994e-06,-0.00010013091271867605,-5.02799586990627e-05,-3.0187054696451762e-05,-0.02842780959326774
1965-02-01,-7.843242141107074e-05,1.427028523838276e-06,-9.839113698970631e-05,-4.889129758482421e-05,-3.0790760783751394e-05,-0.025698065292090178
1965-03-01,-8.057668234880518e-05,8.670592676888845e-07,-9.96169208092728e-05,-4.874795982596318e-05,-2.8510264789528103e-05,-0.024107957142405212
1965-04-01,-7.996902667291276e-05,2.482700887039522e-06,-0.00010441647237355288,-4.733756840919498e-05,-2.937709393568095e-05,-0.015945639461278915
1965-05-01,-7.852157151579655e-05,4.811563368816562e-06,-0.00010423121824464665,-4.729185950535553e-05,-2.924557431434354e-05,-0.014738700701855123
1965-06-01,-7.761291007721928e-05,9.866199690851574e-06,-0.00010486780856698298,-4.5521617623963095e-05,-3.0194882592517316e-05,-0.009517007129034027
1965-07-01,-7.71748747858238e-05,1.1555113084415278e-05,-0.00010716070141549022,-4.3817369514448266e-05,-2.9089914296135104e-05,-0.008508381870342419
1965-08-01,-7.900409430653799e-05,1.1609268829830462e-05,-0.00010657106311275408,-4.5075386767525414e-05,-3.0521007776020694e-05,-0.011720903421519324
1965-09-01,-7.616450240366022e-05,1.5207476288694133e-05,-0.00010266104007991943,-4.8119951295131154e-05,-2.9338265199376286e-05,-0.020461116218939424
1965-10-01,-7.665739267923447e-05,1.3594886213546008e-05,-0.0001030035167536604,-4.7735499173056666e-05,-2.9276904623496675e-05,-0.018442071450408548
1965-11-01,-7.73307855754967e-05,7.701527092416281e-06,-0.00010426994283525235,-4.886412285883836e-05,-2.9556212229734085e-05,-0.021255272440612316
1965-12-01,-7.805501205529785e-05,4.742516882529306e-06,-0.00010223888136024175,-4.891154203087563e-05,-3.052881070556503e-05,-0.02235722349723801
1966-01-01,-7.941430434343092e-05,2.0390273629089233e-06,-9.684423010641715e-05,-5.1166167548747016e-05,-2.9707654689178418e-05,-0.02793075400404632
1966-02-01,-7.99377083549415e-05,-2.136748487548455e-06,-9.785671937581046e-05,-5.028188362194875e-05,-2.9819979068170318e-05,-0.028285139705985785
1966-03-01,-7.859591610345185e-05,1.6489233196333437e-06,-9.925816307572067e-05,-4.941501738985294e-05,-3.0072137365898336e-05,-0.022566899133380502
1966-04-01,-7.944695859967781e-05,8.851226243872294e-06,-0.00010414019513117367,-4.740650880452017e-05,-2.8510774374059538e-05,-0.011431034363340586
1966-05-01,-7.863714300768442e-05,7.891669786029244e-06,-0.00010739786817639432,-4.6084510515733015e-05,-2.782225433917369e-05,-0.01984749542316422
