,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6
1965-01-01,-6.293189e-05,-2.287339e-05,-5.2048294e-05,-2.7955698e-06,-8.230967e-05,-4.1447147e-05
1965-02-01,-6.863008e-05,-2.1267128e-05,-5.0953517e-05,-1.2341711e-06,-8.478636e-05,-3.5031077e-05
1965-03-01,-6.31293e-05,-2.1958089e-05,-5.060355e-05,-4.9940804e-06,-8.480431e-05,-3.6816808e-05
1965-04-01,-6.409844e-05,-2.3223356e-05,-5.107915e-05,-6.2862687e-06,-7.827159e-05,-3.9840885e-05
1965-05-01,-6.651232e-05,-2.374382e-05,-5.023564e-05,-3.0199021e-06,-0.000101180995,-4.392384e-05
1965-06-01,-7.470515e-05,-2.3115672e-05,-5.7351645e-05,-4.1864637e-06,-9.0610185e-05,-3.5686146e-05
1965-07-01,-7.6320386e-05,-2.2658021e-05,-5.193163e-05,-4.5274587e-06,-8.807067e-05,-3.530028e-05
1965-08-01,-7.15016e-05,-2.5888496e-05,-5.057663e-05,-9.068064e-06,-8.6204185e-05,-2.8650898e-05
1965-09-01,-7.527048e-05,-2.4973195e-05,-4.9858747e-05,-4.195435e-06,-9.624555e-05,-4.1420226e-05
1965-10-01,-6.640464e-05,-2.4336076e-05,-5.50275e-05,-4.5543798e-06,-9.27728e-05,-4.0675422e-05
1965-11-01,-7.121445e-05,-2.3169514e-05,-5.146501e-05,-5.073175e-07,-9.027816e-05,-3.794747e-05
1965-12-01,-7.2318195e-05,-2.353743e-05,-5.0953517e-05,-5.191499e-06,-7.671917e-05,-3.2069813e-05
1966-01-01,-6.711251e-05,-2.5132396e-05,-5.568257e-05,-3.683626e-06,-8.00123e-05,-3.8945396e-05
1966-02-01,-7.100668e-05,-2.3038667e-05,-6.069285e-05,-2.2742292e-06,-8.532402e-05,-4.1299823e-05
1966-03-01,-6.8350826e-05,-2.4301424e-05,-5.8110316e-05,-4.400544e-06,-9.417959e-05,-4.062364e-05
1966-04-01,-7.666056e-05,-2.3885937e-05,-5.9307895e-05,-6.143962e-06,-8.214676e-05,-3.7772257e-05
1966-05-01,-6.0554332e-05,-2.0154699e-05,-5.5006385e-05,-5.035997e-06,-8.771103e-05,-3.633027e-05
1966-06-01,-6.936917e-05,-2.4529532e-05,-4.877408e-05,-4.8486195e-06,-8.5796535e-05,-3.9157214e-05
1966-07-01,-7.895796e-05,-2.2264723e-05,-5.2407555e-05,-4.123552e-06,-9.265613e-05,-3.47335e-05
1966-08-01,-7.244866e-05,-2.5116102e-05,-4.4831027e-05,-2.3394036e-06,-8.568248e-05,-4.0232593e-05
1966-09-01,-7.584588e-05,-2.6525498e-05,-5.8183636e-05,-7.7814675e-06,-0.000103857994,-3.743824e-05
1966-10-01,-6.6363005e-05,-2.316087e-05,-5.2945245e-05,-6.4046594e-06,-9.3104216e-05,-3.9874132e-05
1966-11-01,-7.333666e-05,-2.1295253e-05,-5.456646e-05,-2.9259731e-06,-8.56336e-05,-3.649321e-05
1966-12-01,-6.713695e-05,-2.2769824e-05,-5.5821063e-05,-6.7745486e-07,-8.507961e-05,-3.799222e-05
1967-01-01,-7.089079e-05,-2.4086066e-05,-5.5793585e-05,-2.797436e-06,-8.2553874e-05,-3.6666188e-05
1967-02-01,-7.6336684e-05,-2.1880443e-05,-5.157483e-05,-1.1933457e-06,-8.111019e-05,-3.6048612e-05
1967-03-01,-7.421928e-05,-2.2137096e-05,-5.570536e-05,-2.0274724e-06,-8.4486805e-05,-3.784519e-05
1967-04-01,-7.045769e-05,-2.4471048e-05,-6.208964e-05,-2.4685992e-06,-7.821481e-05,-3.6217043e-05
1967-05-01,-7.8357836e-05,-2.487207e-05,-5.199189e-05,-2.1397586e-06,-8.741427e-05,-3.881567e-05
1967-06-01,-5.698333e-05,-2.4896131e-05,-4.7676887e-05,-8.171139e-06,-7.692352e-05,-4.101327e-05
1967-07-01,-7.2150004e-05,-2.2201259e-05,-5.090913e-05,-4.2170554e-06,-9.130419e-05,-4.0740575e-05
