,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6
1965-01-01,0.010348022,0.3778056,0.032411218,-0.028262615,-0.03078407,0.022640407
1965-02-01,-0.029680908,0.77342,0.029311895,-0.004150629,-0.07154852,0.021852434
1965-03-01,-0.05300492,0.29580396,0.0044119954,-0.042708755,-0.09261364,0.027000487
1965-04-01,-0.044494808,1.5855038,0.048590958,-0.110736966,-0.039346695,0.0287866
1965-05-01,-0.0050436854,2.3857155,-0.05127138,-0.30153126,-0.08058393,0.033409357
1965-06-01,0.022482812,1.7150464,-0.003782928,-0.28409076,-0.050378323,0.0325163
1965-07-01,0.0060929656,1.8532567,-0.011399984,-0.4567092,-0.033358157,0.029049218
1965-08-01,0.034985304,1.6763306,-0.022536635,-0.4821344,-0.046806216,0.0257923
1965-09-01,0.011661291,1.0820423,-0.012870848,-0.40622646,-0.06650549,0.022640407
1965-10-01,-0.005463958,1.5583451,0.016073942,-0.37575823,-0.04864478,0.02411127
1965-11-01,-0.018071473,1.4667827,-0.003415227,-0.1495052,-0.057154894,0.022692919
1965-12-01,-0.035669506,1.8349757,-0.028157532,-0.040660024,-0.06204033,0.029311895
1966-01-01,-0.020347536,0.38418758,0.018815756,-0.06530094,-0.060513794,0.021368861
1966-02-01,-0.059328437,0.6614763,0.01913488,-0.11116618,-0.057641506,0.018496633
1966-03-01,-0.029648244,0.80545485,-0.00033277273,-0.12142432,-0.08878064,0.025700092
1966-04-01,-0.015560389,1.5265787,0.022417486,-0.1237039,-0.07391775,0.026748717
1966-05-01,-0.010089397,1.7239908,-0.02613765,-0.141895,-0.057869494,0.025700092
1966-06-01,0.003952861,2.124833,0.014347732,-0.36675322,-0.025453806,0.023238122
1966-07-01,0.007098675,2.127842,-0.0048463345,-0.48200905,-0.08955574,0.030076921
1966-08-01,0.023922026,1.7625613,-0.013736725,-0.42720783,-0.07824898,0.031125486
1966-09-01,0.0003055334,1.0809199,-0.01496768,-0.43359065,-0.023083031,0.018861353
1966-10-01,-0.029009938,1.2143668,-0.01724726,-0.17504013,-0.08280814,0.01968199
1966-11-01,-0.046881914,1.0930017,0.011475503,-0.13031471,-0.07674444,0.024469137
1966-12-01,-0.045787692,1.7653425,-0.016335428,-0.008949578,-0.10432744,0.020912945
1967-01-01,-0.037598014,0.7301105,0.011838794,-0.04481733,-0.083268166,0.01874423
1967-02-01,-0.07787979,0.1345675,-0.0019721985,0.019215047,-0.07777524,0.025126517
1967-03-01,-0.04256785,0.5000334,0.030881047,-0.044189572,-0.088395,0.031561136
1967-04-01,-0.011440992,0.7309998,-0.0074127913,-0.08556998,-0.09802067,0.02345246
