,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6
1965-01-01,0.32393104,-1.1300056,0.11994722,-0.07447028,0.4466746,0.07182114
1965-02-01,0.4400517,-0.95221883,-0.087127306,0.21296147,-0.07976854,-0.13849115
1965-03-01,-0.023547912,-0.2254713,-0.37455902,-0.1592428,0.15938997,0.06681719
1965-04-01,-0.081387475,-0.70526,-0.09139538,-0.13201551,0.4889136,-0.041650366
1965-05-01,-0.012215495,-1.1002764,-0.17454891,0.07638355,0.008241773,0.06196046
1965-06-01,0.05666218,-0.64992255,-0.07711945,0.3978126,0.12833615,-0.16571847
1965-07-01,-0.0069171907,-1.0599507,-0.059752822,0.12701158,0.4839097,-0.045918465
1965-08-01,0.23444894,-1.314268,-0.28286937,0.12539263,0.29699808,-0.33938432
1965-09-01,0.0905123,-0.998726,-0.1118526,0.19574206,0.7114414,-0.41606227
1965-10-01,0.14658579,-0.9322032,-0.12156613,0.13952139,0.2254713,-0.15732951
1965-11-01,0.0859499,-0.83359635,-0.11773958,-0.16086169,0.11582632,0.005151105
1965-12-01,0.15203123,-1.5912503,-0.117003724,0.05577912,-0.057545185,0.00014717579
1966-01-01,0.10589619,-1.2059429,0.09837351,-0.13179155,0.16868158,0.092008114
1966-02-01,0.3285385,-1.8708317,-0.0947568,-0.15349154,0.14553484,-0.24882698
1966-03-01,0.10256882,-1.0242413,-0.07913275,-0.05121205,-0.004774022,-0.10010948
1966-04-01,0.05468409,-1.2675709,0.012730693,0.18314824,0.3283938,-0.15898886
1966-05-01,0.13916953,-0.76268375,-0.084196135,0.041085385,0.07681811,-0.41099858
1966-06-01,-0.06958475,-1.2099935,-0.2658977,0.2645957,0.22524634,-0.34951514
1966-07-01,0.1069088,-0.68022335,-0.31667575,0.13468485,-0.062640764,-0.031103373
1966-08-01,0.10633016,-0.672701,-0.20050827,0.06278539,0.11877151,-0.2138176
1966-09-01,0.0405067,-1.4177353,-0.07725215,0.07956676,0.45613462,-0.035154056
1966-10-01,0.14654756,-0.93801993,-0.024738025,0.14003754,0.47855797,-0.26546368
1966-11-01,0.10546212,-1.1538632,0.0075226785,-0.22365499,0.18271422,-0.14350954
1966-12-01,0.0681381,-1.3228338,-0.14264154,-0.489842,0.36542845,0.03066938
1967-01-01,0.18584535,-0.66677856,-0.17202352,-0.007160711,0.1174023,-0.017318929
1967-02-01,0.16069962,-0.96852744,-0.2534558,-0.1119069,0.030474652,0.064279854
1967-03-01,0.08709421,-0.94887716,-0.21482125,-0.06727736,-0.28126594,0.07010833
1967-04-01,0.015154076,-0.7633649,0.28709444,-0.01465447,0.047627043,-0.11540397
1967-05-01,0.0669443,-1.3815172,-0.15853474,0.17868467,0.43730277,0.056786083
1967-06-01,0.04163202,-0.51890165,-0.79667044,0.22664475,0.41348928,-0.20433
1967-07-01,-0.07410501,-1.0181528,-0.033305623,0.023647,0.616487,-0.37452167
1967-08-01,0.13338903,-0.7866787,-0.13671955,0.0711075,0.27360567,0.058451366
1967-09-01,0.05245634,-1.4641151,-0.17435493,0.26827678,0.25995034,-0.076103345
1967-10-01,-0.11124078,-0.7074114,-0.17402187,0.16935907,0.33805203,-0.3507082
1967-11-01,0.16502935,-0.84696186,-0.17235658,-0.4113244,0.021149063,0.053788565
1967-12-01,-0.02331394,-0.6984188,0.029308945,-0.09908421,0.394172,0.21132417
1968-01-01,0.19054586,-0.96547014,-0.042327832,-0.15373912,0.36438712,0.010758901
1968-02-01,0.20498542,-0.8162611,-0.17709723,-0.044026565,0.11325164,0.1577029
1968-03-01,-0.07927613,-1.4612291,-0.10489931,-0.03751459,0.09668858,0.25793058
1968-04-01,0.14963374,-0.72594297,0.09810424,-0.009060144,-0.2255123,-0.07842674
1968-05-01,-0.02661414,-0.84967023,-0.14057359,0.3924169,-0.19734097,-0.10730591
1968-06-01,-0.08253213,-1.2706833,-0.27732491,0.20682578,0.014014864,-0.008069158
