,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5,zgv200_cluster6,zgv200_cluster7,zgv200_cluster8,zgv200_cluster9,zgv200_cluster10
1965-01-01,-0.14894056,0.01192112,0.60783064,-0.7030524,0.11347153,-0.5523458,0.49656668,-0.2668274,-0.55043256,0.86479723
1965-02-01,-0.23459606,0.2150219,0.96796644,0.21178405,-0.73778564,-0.85140437,0.22414684,-0.70835066,-0.46507126,0.94250524
1965-03-01,0.12392092,-0.08006296,0.7057016,-0.10743733,-0.018691158,-0.3820649,0.26064605,0.40208068,-0.039442778,0.07226257
1965-04-01,-0.66463983,-0.011038089,-0.09831257,-0.37264577,-0.67376477,-0.63491076,0.45447463,0.031495284,0.47537357,1.2820368
1965-05-01,-0.577071,0.1707224,0.6516886,-0.83712846,-0.3689664,0.06505108,0.5906113,-0.3080361,-0.35056958,1.0119717
1965-06-01,0.14894065,0.27050668,0.24063027,-0.50039315,-0.6650814,-0.23312435,0.8350679,-0.51378614,-0.32187063,0.834185
1965-07-01,-0.27197856,-0.20854625,0.46036178,-0.050480843,-0.36926073,-0.7445557,0.5954679,-0.96355134,-0.3471846,0.8929075
1965-08-01,-0.3699967,-0.18691158,0.18308504,-0.25137398,-0.34644872,0.101697564,0.015158844,-0.583694,0.35586792,0.55322886
1965-09-01,-0.086832955,0.07049656,0.39884284,-0.47596225,-0.27933714,-0.31068534,0.38898215,-0.35601506,0.18750028,0.3086248
1965-10-01,-0.16763172,0.04694867,0.13907985,-0.037382316,-0.5084878,0.040325783,0.27183118,-0.47066396,0.06004715,0.34115043
1965-11-01,0.11553192,0.082270525,1.0699584,-0.14805755,-1.4345096,-0.5174655,0.7940063,-0.7613336,0.20501404,0.01560049
1965-12-01,-0.12583418,0.095369056,-0.17204697,-0.5317414,-0.5005404,0.24607572,0.0066228868,-0.32554993,0.35424897,0.019427013
1966-01-01,0.24651234,0.31161243,-0.032405376,0.17258748,-0.3305638,-0.414326,-0.29974973,0.04701674,0.20976695,0.052658748
1966-02-01,-0.6200422,0.025461387,0.46061927,0.04730606,-0.3884306,0.8749453,-0.49693078,-0.013309384,0.13323817,-0.37338504
1966-03-01,-0.8351618,0.019674683,0.3696239,0.5109634,0.19645767,-0.15435953,-0.114576146,-0.14220753,-0.35428914,0.34387314
1966-04-01,-0.015768718,0.071610115,0.5822841,-0.9562479,-0.48752737,0.70337015,-0.016636705,0.035009384,-0.1902369,0.3438731
1966-05-01,0.2103456,-0.05005474,-0.34647712,-0.44108924,-0.01967473,0.20484829,0.042821407,0.23363705,-0.09605875,-0.07826481
1966-06-01,-0.32101578,0.25519237,0.27776036,-0.30018377,0.052224733,0.33953315,-0.36817712,-0.39754468,-0.040940713,0.09880753
1966-07-01,0.055841424,-0.006075859,-0.4128793,0.2784837,0.24651237,-0.23522826,-0.06090474,-0.15884419,0.16318421,-0.245789
1966-08-01,-0.18473959,0.2745777,-0.52817875,-0.41316852,0.056275368,0.25331163,0.2619918,-0.9378754,0.5737487,0.35877383
1966-09-01,-0.07218876,-0.14669228,-0.07956676,-0.31638643,-0.105606794,0.039494086,0.19313025,-0.7470597,0.101990126,0.22351031
1966-10-01,0.12803021,0.22003822,0.26387233,-0.24506569,-0.30380043,-0.46423593,0.15204486,-0.69483495,-0.11978416,0.31031042
1966-11-01,0.07132077,-0.100832745,-0.28152174,-0.511542,0.21685562,0.07218878,-0.21873629,-0.68615496,-0.1851736,-0.098807454
1966-12-01,-0.32795972,-0.049476076,0.37714654,-0.14958553,0.08520877,-0.45454326,0.7676024,-0.4205466,-0.37280655,-0.08998279
1967-01-01,-0.47260675,0.11457129,0.47676992,0.25312263,0.6436311,-0.5963371,0.042464662,0.0026644706,0.16086613,-0.07560376
1967-02-01,-0.9007505,0.23247328,0.26594535,-0.097585484,-0.086261556,-0.029142428,0.35686976,-0.12772708,0.027477145,0.16020003
1967-03-01,0.01582017,0.13621998,0.33122444,-0.20949236,0.055453848,0.47510466,-0.17518754,0.24379715,-0.043463804,-0.11523743
1967-04-01,-0.48376417,-0.13438818,-0.2857623,0.5144053,-0.31607026,0.107410654,-0.41465512,-0.093422316,0.5009165,0.6021656
1967-05-01,-0.19450481,0.40549594,-0.3567031,-0.05928401,0.31024185,0.38934273,-0.25978383,-0.09209003,0.4516241,-0.3213992
1967-06-01,-0.32239836,0.10041647,0.28975925,1.0149888,0.70324814,0.3868448,-0.73605424,-0.25945082,0.80616254,-1.0591186
1967-07-01,-0.14821005,-0.016153146,0.17485452,-0.7325571,-0.19267303,0.84679544,-0.084596254,-0.20682792,-0.22381377,0.24313097
1967-08-01,-0.5733563,0.059617043,0.57418895,0.0038301467,-0.3490429,0.21548733,-0.26144904,-1.2719417,0.36552915,0.22164898
1967-09-01,-0.090424776,-0.054454707,-0.040133286,-0.15370545,-0.04612831,-0.18401356,0.08143226,-0.489093,-0.24696119,0.13855138
1967-10-01,0.08509584,-0.20516261,0.7255629,-0.40433025,-0.37468824,-0.20000029,0.174688,-0.26811028,0.3207331,-0.30241498
1967-11-01,-0.19833498,-0.053289033,0.370858,-0.5850132,-0.16153227,-0.4461288,0.28659493,-0.77685356,0.59800243,0.65095836
1967-12-01,0.20582876,-0.20699444,0.91140825,-0.83264047,-0.90874386,-0.49875173,0.59267354,-0.118568,0.030641174,0.5816826
1968-01-01,-0.27222863,-0.07064066,0.583529,0.34357712,-0.14906749,0.27194548,-0.19974756,0.06865883,0.3921338,-0.5689479
1968-02-01,-0.44975048,0.3703329,0.1684618,0.43233815,-0.8496704,0.38944405,0.33579105,0.03793936,0.34867352,-0.13434477
1968-03-01,-0.2042776,0.06016493,0.96433765,-0.8241887,-0.5104817,-0.28496942,0.13292913,0.15713663,0.5576228,0.9787772
1968-04-01,0.41973886,-0.11381787,-0.017978668,-0.6783773,-0.14184761,-0.18162727,-0.017129313,0.42370266,-0.3011078,0.71829844
1968-05-01,0.5628606,0.10829687,0.3265893,0.19804883,0.13009778,-0.3748629,0.09343262,-0.060448073,-0.16577205,-0.3163967
1968-06-01,-0.8816641,0.15671197,0.9215851,-1.2337348,-1.3631248,0.5913151,0.96249735,-0.4702775,-0.031568907,1.28215
1968-07-01,-0.12754963,0.18091956,-0.18233511,-0.2185756,0.110845044,0.32814658,-0.19125369,-0.4096877,0.2945958,-0.31144196
1968-08-01,0.17964534,-0.18332615,0.4115281,-0.49505115,-0.33763152,-0.35759202,0.59159815,-0.7395331,0.058607675,0.41959733
1968-09-01,0.0069366456,-0.115233615,0.16180821,-0.63732356,-0.3929832,-0.30139083,0.5515354,-0.22409666,-0.044451237,0.61523944
1968-10-01,-0.432055,-0.08635435,0.6738472,-0.037089825,-0.57092977,-0.2882254,0.46022636,-0.4951927,-0.17582321,0.5179846
1968-11-01,0.117640115,-0.23485556,-0.34881502,-0.115233615,0.393691,-0.40586552,0.034541775,-0.49151212,0.44507894,-0.08961038
1968-12-01,0.22310571,0.025623178,-0.21163897,0.1987566,0.35277885,0.21362095,-0.16506425,-0.08196588,0.20371136,-0.3813748
1969-01-01,-0.022257948,0.1447524,1.225096,-0.11219823,-0.45787787,0.12976232,-0.14732647,0.009841919,-0.2337842,-0.12476568
1969-02-01,0.11462088,0.2041069,0.8091599,-0.073133275,-0.25225678,0.18230323,-0.18139473,0.3359891,-0.62231416,-0.39897758
1969-03-01,-0.13597035,0.018169736,-0.2602818,-0.05208664,-0.18941967,0.5650794,-0.36642343,0.28057134,0.74102336,-0.09342279
1969-04-01,-0.40654832,-0.24453464,-0.80613154,-0.55205786,0.07161923,0.6815173,-0.34734517,-0.032705545,0.8258154,0.44515905
1969-05-01,-0.5815837,0.10977562,0.6153492,-0.2637643,0.084186554,0.48452693,0.20168439,0.023166418,0.7001413,0.45500106
1969-06-01,0.027406048,0.17715521,-0.38444176,-0.33447498,0.2233366,0.12491705,-0.19502208,-0.10190201,0.55614597,0.06601679
1969-07-01,-0.63033926,0.037096597,0.0916059,0.27103215,0.3606697,0.815822,-0.7519251,-0.46030045,0.65668535,0.107050136
1969-08-01,0.23650968,0.24059781,-0.6106553,0.8751767,0.39064983,0.29359302,-0.5135985,-0.49512586,0.2428691,-0.720128
1969-09-01,0.19047956,-0.26664123,0.91742134,-0.11189542,-0.6136835,-0.28571942,0.6109581,-0.028768802,-0.0007568359,0.22363946
1969-10-01,0.29540998,-0.06828804,-0.23544976,0.22227673,0.3939809,-0.15807685,-0.06616819,-0.7703977,-0.025134826,-0.080703996
1969-11-01,-0.23802376,0.32130185,0.031797122,-0.2412035,0.091454506,0.026951814,0.18866262,-0.22878754,0.1953249,0.41639033
1969-12-01,0.0799469,-0.06980219,-0.016958427,-0.14732644,-0.6330646,0.055569183,0.1851801,-0.68908805,0.23242149,-0.061625767
1970-01-01,-0.5005468,-0.25511903,0.5552899,-1.2541173,-0.5754585,1.4978424,-0.17876664,0.59444857,0.13397685,0.37403488
1970-02-01,-0.45405436,0.110272214,0.46741265,-1.1168662,-0.10202141,0.8599137,-0.14903775,-0.08551989,-0.26467946,0.35216388
1970-03-01,-0.788276,-0.121797085,-0.1646225,-1.4556718,0.10372398,0.6013894,0.23835573,0.0429564,0.42733756,0.6574424
1970-04-01,-0.21792516,-0.19710174,-0.14497781,-0.6489297,0.03391981,-0.20116167,0.5157386,0.23992717,-0.3005638,0.51259553
1970-05-01,0.31719628,0.006155348,0.110272214,-0.29598,-0.47893763,-0.20338807,0.37154663,-0.3008257,-0.4217061,-0.015453815
1970-06-01,-0.13607228,0.0859128,0.30161145,-0.20286421,-0.2458206,0.10726001,0.031169558,-0.53747874,0.18845809,0.35989076
1970-07-01,-0.4583761,0.2755495,0.1692063,0.1572885,-0.013751268,0.25236875,-0.2536784,-0.43624306,0.31876794,-0.0468853
1970-08-01,-0.60256815,-0.08159103,0.035360526,0.70458966,1.0928997,0.49295092,-0.7592019,-0.7369379,1.0464072,-0.46112663
1970-09-01,0.060767554,0.11786823,0.17575455,0.0747808,-0.020299435,0.1934348,-0.24974957,-0.8792965,0.322042,-0.097175695
