,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10
1965-01-01,-0.060937166,-0.101281285,0.022167623,-0.03278029,-0.052899837,0.027315676,0.040133357,-0.12539327,-0.044442296,-0.016443014
1965-02-01,0.026947975,-0.0350917,0.0030986667,-0.041447997,-0.03587967,0.005094886,0.028576434,-0.105956614,-0.079113066,-0.062145352
1965-03-01,0.059622526,-0.000315845,-0.005253792,-0.051061213,-0.032885373,0.012869537,0.026475191,-0.07690674,-0.08499658,-0.035301805
1965-04-01,-0.045125186,0.0018379092,-0.0038354397,0.026632786,-0.02537334,0.06829023,0.017860055,0.028523922,0.006145537,-0.04160559
1965-05-01,-0.04118532,-0.039451778,-0.0051487684,0.0065657496,-0.020277798,0.07553959,0.018175244,0.025477111,0.01229167,-0.04459989
1965-06-01,0.016756892,0.011188567,-0.021223366,-0.005831659,-0.0036253333,0.039082766,0.013027132,0.016284108,0.03992325,-0.030679047
1965-07-01,0.03792703,-0.012975931,0.0017853975,-0.05095619,0.022167623,0.08946043,0.028681517,0.03209603,0.022692919,0.0073012114
1965-08-01,0.05972761,-0.09870726,0.026685297,-0.048382163,0.02742076,0.09003824,0.023638487,0.040343523,0.035090327,-0.0418157
1965-09-01,0.04228717,-0.015707552,0.024899244,-6.556511e-07,0.029101789,0.0600428,-0.0025746822,0.028366327,0.016861916,-0.04486251
1965-10-01,0.022430241,-0.038716376,0.046174467,-0.0030474663,0.018542945,0.04696244,-0.0051487684,0.024373949,0.028734028,-0.04827708
1965-11-01,0.016599298,-0.070970654,0.0004721284,-0.075383306,0.010663211,0.023270786,-0.026686668,0.040133357,0.033671975,-0.05909854
1965-12-01,0.02038157,-0.06555992,0.010978401,-0.033673346,-0.021486044,0.033356786,0.010505617,-0.009876549,-0.04423213,-0.08741301
1966-01-01,-0.0073083043,-0.05527079,0.041702747,0.0060044527,-0.03165424,0.026247203,-0.0015181303,-0.03543836,-0.0117762685,-0.1149503
1966-02-01,0.021460056,-0.023128629,0.044347107,-0.059374034,-0.054495692,0.03559351,0.00983417,-0.07218528,-0.0050287247,-0.105376065
1966-03-01,0.019362867,-0.055817842,-0.04186678,0.007508993,-0.10925132,0.022098362,0.031535804,-0.048614383,-0.018295884,-0.075650275
1966-04-01,0.012478471,-0.037535608,0.052963912,-0.07724595,-0.021487296,0.045532465,0.0019012094,0.020867348,-0.020985782,-0.07957113
1966-05-01,0.031718194,-0.016563416,-0.003660977,0.03486401,0.0017188787,0.02989453,0.023146927,0.009742975,0.024058819,-0.050665975
1966-06-01,0.06942254,7.754564e-05,0.0376451,-0.005666971,0.006278038,0.018861353,0.01229614,0.02743256,0.02934742,-0.06534654
1966-07-01,0.03691566,-0.08248901,0.039332032,0.0076001883,0.020183504,0.047173798,0.028481185,0.025791287,0.012752056,-0.03904009
1966-08-01,0.055152297,-0.035529554,0.016536176,0.02100414,0.011293113,0.060668945,0.019727588,0.022599876,0.02082175,-0.082261026
1966-09-01,0.034499288,-0.054085374,0.038283408,-0.009177566,0.019590795,0.048587143,0.021596849,0.035456717,0.028845906,-0.0604226
1966-10-01,0.03126228,-0.06516415,-0.001199007,-0.046243608,0.0073722005,0.03372425,0.02346611,0.031900585,0.019271672,-0.09885645
1966-11-01,0.018040657,-0.047839344,0.022235096,-0.024861097,-0.05376625,0.021824777,0.020867348,0.012524068,0.013846278,-0.073735416
1966-12-01,0.00025993586,-0.07478398,0.008831143,-0.003888905,-0.060650587,0.015168428,0.03541112,-0.00794661,-0.0068523884,-0.09584737
1967-01-01,-0.016724706,-0.071235895,0.04380262,-0.06291807,-0.07479334,0.038885117,0.023871005,-0.061296225,-0.00029814243,-0.048426986
1967-02-01,0.005717993,-0.04031837,0.008333683,-0.033255935,-0.055750966,0.02047056,0.028108418,-0.10544932,-0.030326366,-0.025775075
1967-03-01,-0.007936001,0.013774395,0.043698013,0.024917245,-0.034616113,0.01612848,0.03490925,-0.08175111,-0.034511447,-0.019706607
1967-04-01,-0.038434982,0.0078629255,-0.0050063133,0.027689934,-0.032575846,0.071424425,0.01874423,0.028736174,-0.008197546,-0.057791233
1967-05-01,0.047046125,0.011681795,-0.003489256,-0.0035939217,0.016547024,0.06854719,-0.05010104,0.024969578,0.019738197,-0.087087154
1967-06-01,0.0735693,-0.04115534,-0.026402831,0.06954116,0.022510827,0.1021328,-0.03806889,0.046052158,0.029677868,-0.008929968
1967-07-01,0.04364568,-0.017457128,0.010687828,0.047883153,0.012361884,0.07414478,0.027166784,0.028265357,0.036740243,-0.023630142
