,mgu600_cluster1,mgu600_cluster2,mgu600_cluster3,mgu600_cluster4,mgu600_cluster5,mgu600_cluster6,mgu600_cluster7,mgu600_cluster8,mgu600_cluster9,mgu600_cluster10
1965-01-01,-0.7725902474843539,-1.0017655897831572,1.5741787610515472,0.07739426624594313,-0.5818663062630118,-1.6365476754995492,-0.08248454364745512,-1.5429083924544487,-2.396326959133148,-0.06154667017823559
1965-02-01,-1.6464479840718782,-1.3530493646428206,1.534902568786375,0.04036429648598035,-0.6019151472783351,-1.5621012907761793,-0.44960424951885053,-1.3730185910275108,-3.303470015525818,1.0428348840293238
1965-03-01,-1.1289561883761332,-0.9707452594370083,1.2482041312802223,0.08559044111858714,-0.7699557058103792,-2.4089659177339993,1.2537890154382456,-1.4473233724895278,-1.151028499007225,0.22745137497530146
1965-04-01,-0.7293530954764439,-0.5415927672731704,-0.01879057606622096,0.3808637460072835,-0.026727871007316713,-0.6872451305389404,-1.164441652919935,-0.8816257903450414,-2.7022355794906616,-0.5810020333629544
1965-05-01,-1.0013915598392487,-1.3462807821190876,-0.6378209879321437,0.8951430970972234,0.5473419532671079,-0.527879549906804,-1.8305271863937378,-0.7327538415005332,-1.985761970281601,-0.6541748168104786
1965-06-01,-0.6538165016816212,0.12687212531117426,-1.1990565446115309,0.3231875372655464,0.6367788865016056,-0.7433690016086285,-1.987652804540551,-0.15266107885461105,-1.084989309310913,-1.2869131767143638
1965-07-01,-0.4193030870877779,-0.5322912033053412,-0.4546843228801604,0.8026138399586533,0.5978198496849982,-0.6062519091826218,-2.037815944008205,-1.2226217671444541,-1.2662754952907562,-0.7124559353973906
1965-08-01,-0.18029895324546558,-1.3792863790539729,-1.715123845684913,0.35390266866394965,0.4443377911389529,0.055029982557663545,-3.4731473611748735,-1.38947373942325,-0.3541983291506767,-0.22492287522655424
1965-09-01,-0.843558689722648,-0.9085729502249456,-0.879423079952117,0.14024896152091748,0.5201874525992425,-0.7688684646899884,-1.4863142500752988,-1.1225428079303943,-2.18200147151947,-1.0746637643393824
1965-10-01,-0.9079755212251956,-1.3979221599689429,-0.2754287613976386,0.055989510182178376,0.17855113351738058,-0.5516515786831195,-1.7023126716199128,-0.8801149067125823,-2.050570696592331,-0.8976732270192292
