,mgv500_cluster1,mgv500_cluster2,mgv500_cluster3,mgv500_cluster4,mgv500_cluster5,mgv500_cluster6,mgv500_cluster7,mgv500_cluster8,mgv500_cluster9,mgv500_cluster10
1965-01-01,0.11773958,0.05239413,0.45373893,0.21825974,0.24519268,0.072704196,0.23989439,-0.047978878,0.25608358,-0.46566004
1965-02-01,0.3567509,0.29022804,-0.2242939,-0.2500494,0.1217133,-0.12936635,0.5926716,-0.09478035,0.3223121,-0.32481405
1965-03-01,-0.056367803,-0.22135039,0.062107634,0.04488821,-0.15350294,0.2160521,-0.2431322,-0.047095824,0.5217335,-0.5816335
1965-04-01,0.3594001,0.043416403,0.054307364,-0.15880127,0.04429952,-0.2912583,0.16807324,-0.04842038,0.4871475,-0.026932906
1965-05-01,0.2000101,0.030317951,-0.27286148,-0.24960795,0.015747666,-0.23430176,-0.068730496,-0.095369056,0.0952219,-0.031936835
1965-06-01,0.256378,-0.22429387,-0.2415133,-0.25196272,-0.099048376,-0.22591281,0.5808976,-0.048567604,-0.08491969,-0.16939783
1965-07-01,0.025166798,-0.105671264,-0.32672733,-0.28713742,-0.4188586,-0.11111672,-0.020162892,-0.06622851,0.25505337,-0.031642534
1965-08-01,0.20545545,0.1452612,-0.623284,-0.19971576,-0.49288732,-0.14305362,0.6644927,-0.07005505,0.24740028,-0.25343457
1965-09-01,-0.14511403,-0.029140543,-0.11199977,-0.23915854,-0.057545207,-0.0007358551,0.17307718,-0.18190765,0.40016738,-0.26020446
1965-10-01,-0.2915526,0.2403359,-0.38294798,-0.119211316,0.14143464,-0.10022583,0.50539714,-0.21987867,-0.052835654,0.10964499
1965-11-01,-0.5021593,0.049156237,-0.28846198,0.13275138,-0.004856753,-0.09522188,0.47507915,-0.08742163,0.36734748,-0.10302212
1965-12-01,0.28169197,0.07653072,-0.12347941,0.09948993,0.020310069,-0.047537375,0.3894236,-0.067847446,0.43284017,-0.3577811
1966-01-01,0.07783075,0.14698152,0.28441504,0.007667327,0.13945885,-0.007378006,0.39392787,-0.015334701,0.05598607,0.117035486
1966-02-01,0.064376734,0.07609477,0.073780105,0.32781515,0.12325616,-0.25967702,0.13265952,0.0024593354,0.46322328,-0.15450425
1966-03-01,0.39204717,0.06972947,0.11645679,-0.09331012,-0.17417891,-0.26155767,-0.020832013,-0.036745407,0.2074523,-0.11790343
1966-04-01,-0.17938685,0.22669299,-0.15710822,0.012441349,0.07378006,-0.11052547,0.42112526,0.11038084,-0.3082851,0.1142868
1966-05-01,-0.003472042,0.11515484,-0.09851811,0.10488348,0.22987565,0.08853614,0.06148343,-0.06148343,-0.06813808,-0.010994673
1966-06-01,-0.3662966,0.46582738,0.13034478,-0.35920778,-0.07363544,-0.28166637,0.23276886,0.02227869,-0.07320142,0.0015913009
1966-07-01,0.19862759,0.1953003,-0.31088907,0.11862681,-0.3149398,-0.26271504,-0.06596808,0.016491985,0.22900765,-0.047884703
1966-08-01,0.27428836,0.11804817,-0.6278542,0.0510674,-0.031248044,-0.32738113,-0.034720063,-0.080579475,0.2585197,-0.11992884
1966-09-01,0.18488427,0.004773998,-0.25302234,0.30336642,-0.16058023,-0.14915153,-0.0756608,0.0679934,0.22003832,-0.052948095
1966-10-01,-0.2706717,0.14510088,-0.2711057,-0.067704104,0.11515484,0.1707069,0.06770401,0.054684065,0.14206286,0.12369017
1966-11-01,0.13656549,0.43269864,-0.13454017,-0.08000078,0.12282219,0.052514076,0.14452219,-0.0092587,0.080434754,-0.21020095
1966-12-01,-0.08940413,-0.3755552,0.02705269,0.014177347,-0.031971358,0.34474117,-0.13613155,-0.15305753,0.1129848,0.27515635
1967-01-01,-0.21965055,0.1973358,0.0481266,-0.062448062,-0.109242424,0.060949277,0.03447132,-0.075770296,0.013322234,0.16469629
1967-02-01,0.35920113,0.054121636,-0.064446375,0.3342219,-0.0574522,0.17152396,-0.13771874,-0.043963414,-0.077269055,0.052955925
1967-03-01,-0.13838485,-0.37035853,-0.030141592,0.15620334,0.043297302,0.082264885,0.18434662,-0.2707747,0.32189885,-0.098085046
1967-04-01,0.189176,-0.122231625,0.09292264,-0.07893431,-0.12522914,-0.38467994,0.46577913,-0.094921015,0.49025875,-0.1287262
1967-05-01,-0.07327242,0.046627857,-0.10158215,0.04346385,-0.29708615,-0.2571194,0.26011688,-0.1843466,-0.11373869,-0.15786867
1967-06-01,0.8905924,0.15437159,0.009325599,0.058784436,-0.006494594,-0.37968406,0.36669493,-0.15320586,-0.037302304,-0.13438816
1967-07-01,0.16969213,-0.17135742,-0.13588695,-0.105745375,-0.0056619644,-0.4421321,-0.051956773,-0.0056619644,-0.06011665,0.02980857
